 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 12.04.13 12:00 0.02 0.34 0.16 0.36 0.01 0.16 0.00 0.06 0.01
 -------- 13:00 0.01 0.40 0.13 0.27 0.01 0.15 0.00 0.05 0.01
 -------- 14:00 0.01 0.39 0.13 0.26 0.01 0.14 0.00 0.05 0.01
 -------- 15:00 0.01 0.47 0.12 0.24 0.01 0.14 0.00 0.05 0.00
 -------- 16:00 0.01 0.44 0.11 0.24 0.01 0.16 0.00 0.05 0.01
 12.04.13 17:00 0.01 0.51 0.12 0.18 0.01 0.17 0.00 0.05 0.01
 -------- 18:00 0.01 0.45 0.11 0.28 0.01 0.15 0.00 0.06 0.01
 -------- 19:00 0.01 0.32 0.10 0.38 0.01 0.15 0.00 0.06 0.01
 -------- 20:00 0.00 0.23 0.15 0.50 0.01 0.13 0.00 0.07 0.01
 -------- 21:00 0.00 0.17 0.16 0.56 0.01 0.19 0.00 0.06 0.01
 12.04.13 22:00 0.01 0.11 0.21 0.65 0.01 0.19 0.00 0.08 0.01
 -------- 23:00 0.01 0.11 0.22 0.68 0.02 0.17 0.00 0.09 0.01
 -------- 00:00 0.02 0.10 0.24 0.70 0.02 0.18 0.00 0.10 0.01
 -------- 01:00 0.02 0.10 0.27 0.72 0.03 0.19 0.00 0.14 0.02
 -------- 02:00 0.01 0.10 0.23 0.69 0.02 0.18 0.00 0.14 0.01
 13.04.13 03:00 0.01 0.09 0.22 0.66 0.02 0.18 0.00 0.13 0.01
 -------- 04:00 0.01 0.09 0.18 0.62 0.02 0.16 0.00 0.10 0.01
 -------- 05:00 0.02 0.14 0.19 0.57 0.01 0.14 0.00 0.09 0.01
 -------- 06:00 0.02 0.12 0.17 0.56 0.01 0.12 0.00 0.09 0.01
 -------- 07:00 0.02 0.14 0.19 0.50 0.01 0.14 0.00 0.06 0.01
 13.04.13 08:00 0.02 0.18 0.19 0.49 0.01 0.12 0.00 0.06 0.01
 -------- 09:00 0.02 0.21 0.21 0.47 0.01 0.12 0.00 0.07 0.01
 -------- 10:00 0.02 0.24 0.20 0.46 0.01 0.15 0.00 0.07 0.01
 -------- 11:00 0.02 0.35 0.17 0.32 0.01 0.16 0.00 0.08 0.01
 -------- 12:00 0.01 0.42 0.14 0.26 0.01 0.16 0.00 0.06 0.01
 13.04.13 13:00 0.01 0.46 0.13 0.25 0.01 0.16 0.00 0.07 0.01
 -------- 14:00 0.01 0.45 0.12 0.26 0.01 0.15 0.00 0.06 0.01
 -------- 15:00 0.01 0.47 0.10 0.23 0.01 0.12 0.00 0.05 0.00
 -------- 16:00 0.01 0.46 0.14 0.27 0.01 0.17 0.00 0.05 0.01
 -------- 17:00 0.01 0.44 0.14 0.31 0.01 0.15 0.00 0.06 0.01
 13.04.13 18:00 0.01 0.39 0.13 0.34 0.01 0.17 0.00 0.06 0.01
 -------- 19:00 0.01 0.37 0.12 0.36 0.01 0.16 0.00 0.06 0.01
 -------- 20:00 0.01 0.35 0.14 0.34 0.01 0.15 0.00 0.06 0.01
 -------- 21:00 0.00 0.29 0.16 0.40 0.01 0.15 0.00 0.05 0.01
 -------- 22:00 0.00 0.21 0.17 0.45 0.01 0.16 0.00 0.06 0.01
 13.04.13 23:00 0.01 0.13 0.18 0.55 0.01 0.17 0.00 0.05 0.01
 -------- 00:00 0.03 0.14 0.18 0.56 0.01 0.16 0.00 0.05 0.01
 -------- 01:00 0.01 0.19 0.15 0.47 0.01 0.11 0.00 0.05 0.01
 -------- 02:00 0.00 0.19 0.15 0.45 0.01 0.12 0.00 0.06 0.01
 -------- 03:00 0.02 0.19 0.11 0.42 0.01 0.12 0.00 0.06 0.01
 14.04.13 04:00 0.03 0.23 0.13 0.39 0.01 0.12 0.00 0.05 0.00
 -------- 05:00 0.02 0.27 0.12 0.32 0.01 0.12 0.00 0.05 0.00
 -------- 06:00 0.01 0.28 0.13 0.30 0.01 0.13 0.00 0.05 0.01
 -------- 07:00 0.01 0.26 0.12 0.31 0.01 0.13 0.00 0.05 0.01
 -------- 08:00 0.01 0.29 0.13 0.30 0.01 0.12 0.00 0.06 0.01
 14.04.13 09:00 0.01 0.32 0.17 0.30 0.01 0.13 0.00 0.07 0.01
 -------- 10:00 0.01 0.33 0.17 0.28 0.01 0.16 0.00 0.06 0.01
 -------- 11:00 0.01 0.40 0.17 0.26 0.01 0.14 0.00 0.08 0.01
