 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 22.01.13 12:00 0.00 0.16 0.13 0.31 0.01 0.12 0.00 0.08 0.00
 -------- 13:00 0.00 0.16 0.19 0.35 0.01 0.09 0.00 0.10 0.00
 -------- 14:00 0.01 0.15 0.18 0.34 0.01 0.10 0.00 0.08 0.00
 -------- 15:00 0.01 0.13 0.18 0.33 0.01 0.13 0.00 0.09 0.01
 -------- 16:00 0.01 0.14 0.16 0.35 0.01 0.15 0.00 0.08 0.01
 22.01.13 17:00 0.01 0.08 0.20 0.40 0.01 0.19 0.00 0.10 0.01
 -------- 18:00 0.01 0.06 0.22 0.43 0.01 0.13 0.00 0.10 0.00
 -------- 19:00 0.01 0.10 0.19 0.40 0.01 0.09 0.00 0.11 0.00
 -------- 20:00 0.00 0.10 0.18 0.38 0.01 0.11 0.00 0.10 0.01
 -------- 21:00 0.01 0.10 0.19 0.41 0.01 0.13 0.00 0.09 0.01
 22.01.13 22:00 0.01 0.08 0.16 0.39 0.01 0.15 0.00 0.10 0.00
 -------- 23:00 0.01 0.08 0.15 0.36 0.01 0.12 0.00 0.09 0.01
 -------- 00:00 0.01 0.09 0.17 0.38 0.01 0.11 0.00 0.09 0.01
 -------- 01:00 0.01 0.08 0.15 0.38 0.01 0.11 0.00 0.10 0.00
 -------- 02:00 0.01 0.08 0.15 0.35 0.01 0.14 0.00 0.05 0.01
 23.01.13 03:00 0.01 0.06 0.12 0.32 0.02 0.13 0.00 0.07 0.01
