 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 19.11.12 00:00 0.00 0.17 0.11 0.13 0.01 0.10 0.00 0.07 0.00
 -------- 01:00 0.00 0.19 0.10 0.10 0.01 0.10 0.00 0.07 0.00
 -------- 02:00 0.00 0.23 0.10 0.09 0.00 0.10 0.00 0.07 0.00
 -------- 03:00 0.00 0.20 0.10 0.09 0.01 0.10 0.00 0.06 0.00
 -------- 04:00 ---- 0.18 0.10 0.10 0.01 0.10 0.00 0.07 0.00
 19.11.12 05:00 0.00 0.17 0.12 0.15 0.01 ---- 0.00 0.06 0.00
 -------- 06:00 0.00 0.14 0.16 0.20 0.01 ---- 0.00 0.06 0.00
 -------- 07:00 0.00 0.10 0.16 0.24 0.01 0.10 0.00 0.07 0.00
 -------- 08:00 0.00 0.12 0.16 0.23 0.01 0.10 0.00 0.08 0.00
 -------- 09:00 ---- 0.14 0.14 0.17 0.01 0.10 0.00 0.05 0.00
 19.11.12 10:00 0.00 0.11 0.14 0.20 0.01 0.10 0.00 0.07 0.00
 -------- 11:00 0.00 0.11 0.16 0.21 0.01 0.10 0.00 0.06 0.00
 -------- 12:00 0.00 0.13 0.16 0.20 0.01 0.10 0.00 0.06 0.00
 -------- 13:00 0.00 0.09 0.16 0.21 0.01 0.10 0.00 0.07 0.00
 -------- 14:00 0.00 0.10 0.15 0.20 0.01 0.10 0.00 0.06 0.00
 19.11.12 15:00 0.00 0.11 0.16 0.22 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.00 0.10 0.17 0.21 0.01 0.10 0.00 0.08 0.00
 -------- 17:00 0.00 0.09 0.17 0.22 0.01 0.10 0.00 0.07 0.00
 -------- 18:00 0.00 0.09 0.18 0.23 0.01 0.10 0.00 0.07 0.00
 -------- 19:00 0.00 0.08 0.17 0.22 0.01 0.10 0.00 0.08 0.00
 19.11.12 20:00 0.00 0.09 0.15 0.18 0.01 0.10 0.00 0.08 0.00
 -------- 21:00 0.00 0.08 0.15 0.18 0.01 0.10 0.00 0.06 0.00
 -------- 22:00 0.00 0.07 0.14 0.18 0.01 0.10 0.00 0.08 0.00
 -------- 23:00 0.00 0.06 0.14 0.17 0.01 0.10 0.00 0.07 0.00
 -------- 00:00 0.00 0.09 0.14 0.15 0.01 0.10 0.00 0.07 0.00
 20.11.12 01:00 0.00 0.08 0.14 0.15 0.01 0.10 0.00 0.07 0.00
 -------- 02:00 0.00 0.06 0.12 0.15 0.01 0.10 0.00 0.07 0.00
 -------- 03:00 0.00 0.08 0.14 0.14 0.01 0.10 0.00 0.07 0.00
 -------- 04:00 0.00 0.08 0.14 0.14 0.01 0.10 0.00 0.06 0.00
 -------- 05:00 0.00 0.07 0.13 0.15 0.01 0.10 0.00 0.06 0.00
 20.11.12 06:00 0.00 0.05 0.14 0.17 0.01 0.10 0.00 0.08 0.00
 -------- 07:00 0.00 0.05 0.15 0.17 0.01 0.10 0.00 0.08 0.00
 -------- 08:00 0.01 0.06 0.16 0.18 0.01 0.10 0.00 0.08 0.00
 -------- 09:00 0.01 0.07 0.17 0.18 0.01 0.10 0.00 0.08 0.00
 -------- 10:00 0.01 0.08 0.18 0.19 0.01 0.10 0.00 0.08 0.00
 20.11.12 11:00 0.01 0.07 0.17 0.20 0.01 0.10 0.00 0.07 0.00
 -------- 12:00 0.01 0.09 0.19 0.21 0.01 0.10 0.00 0.08 0.00
 -------- 13:00 0.01 0.08 0.18 0.23 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.00 0.10 0.17 0.26 0.01 ---- 0.00 0.07 0.00
 -------- 15:00 0.00 0.12 0.16 0.26 0.01 ---- 0.00 0.08 0.00
 20.11.12 16:00 0.00 0.11 0.16 0.26 0.01 ---- 0.00 0.12 0.00
 -------- 17:00 0.00 0.09 0.16 0.26 0.01 0.10 0.00 0.08 0.00
 -------- 18:00 0.00 0.10 0.14 0.25 0.01 0.10 0.00 0.07 0.00
 -------- 19:00 0.00 0.11 0.17 0.25 0.01 0.10 0.00 0.08 0.00
 -------- 20:00 0.00 0.08 0.14 0.24 0.01 0.10 0.00 0.08 0.00
 20.11.12 21:00 0.01 0.12 0.16 0.25 0.01 0.10 0.00 0.08 0.00
 -------- 22:00 0.00 0.09 0.18 0.26 0.01 0.10 0.00 0.08 0.01
