 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 03.03.13 00:00 0.00 0.10 0.11 0.48 0.01 0.05 0.00 0.07 0.01
 -------- 01:00 0.00 0.08 0.13 0.50 0.01 0.06 0.00 0.10 0.01
 -------- 02:00 0.00 0.05 0.16 0.55 0.02 0.10 0.00 0.09 0.01
 -------- 03:00 0.00 0.04 0.11 0.53 0.02 0.10 0.00 0.08 0.01
 -------- 04:00 0.00 0.06 0.11 0.55 0.02 0.10 0.00 0.12 0.01
 03.03.13 05:00 0.00 0.08 0.12 0.56 0.01 0.05 0.00 0.10 0.00
 -------- 06:00 0.00 0.06 0.10 0.55 0.01 0.07 0.00 0.10 0.00
 -------- 07:00 0.01 0.05 0.10 0.54 0.02 0.09 0.00 0.09 0.01
 -------- 08:00 0.00 0.05 0.10 0.48 0.01 0.10 0.00 0.09 0.01
 -------- 09:00 0.05 0.20 0.03 0.31 0.01 0.06 0.00 0.07 0.00
 03.03.13 10:00 0.03 0.19 0.05 0.35 0.01 0.04 0.00 0.08 0.00
 -------- 11:00 0.01 0.20 0.07 0.32 0.01 0.06 0.00 0.07 0.00
 -------- 12:00 0.00 0.20 0.09 0.32 0.01 0.07 0.00 0.08 0.00
 -------- 13:00 0.01 0.22 0.08 0.27 0.01 0.09 0.00 0.06 0.00
 -------- 14:00 0.02 0.29 0.05 0.26 0.00 0.08 0.00 0.06 0.00
 03.03.13 15:00 0.02 0.35 0.04 0.15 0.01 0.08 0.00 0.06 0.00
 -------- 16:00 0.01 0.30 0.09 0.20 0.01 0.08 0.00 0.06 0.01
 -------- 17:00 0.09 0.25 0.04 0.29 0.01 0.08 0.00 0.03 0.00
 -------- 18:00 0.05 0.27 0.04 0.26 0.00 0.06 0.00 0.04 0.01
 -------- 19:00 0.10 0.24 0.02 0.30 0.00 0.05 0.00 0.05 ----
 03.03.13 20:00 0.03 0.25 0.02 0.28 0.01 0.09 0.00 0.06 0.00
 -------- 21:00 0.04 0.26 0.04 0.28 0.01 0.07 0.00 0.05 0.00
 -------- 22:00 0.05 0.29 0.01 0.23 0.01 0.08 0.00 0.05 0.00
 -------- 23:00 0.01 0.35 0.03 0.16 0.01 0.06 0.00 0.05 0.00
 -------- 00:00 0.00 0.38 0.02 0.13 0.00 0.07 0.00 0.09 0.00
 04.03.13 01:00 0.00 0.36 ---- 0.14 0.00 0.07 0.00 0.07 0.00
 -------- 02:00 0.00 0.34 0.00 0.15 0.00 0.07 0.00 0.07 0.00
 -------- 03:00 0.00 0.34 0.01 0.15 0.00 0.07 0.00 0.06 0.00
 -------- 04:00 0.00 0.36 0.02 0.14 0.01 0.05 0.00 0.07 0.00
 -------- 05:00 0.00 0.33 0.06 0.15 0.01 0.06 0.00 0.07 0.00
 04.03.13 06:00 0.00 0.31 ---- 0.16 0.01 0.07 0.00 0.07 0.00
 -------- 07:00 0.00 0.31 0.01 0.18 0.00 0.06 0.00 0.06 0.00
 -------- 08:00 0.00 0.30 0.01 0.21 0.01 0.04 0.00 0.07 0.00
 -------- 09:00 0.00 0.30 0.03 0.19 0.00 0.08 0.00 0.06 0.00
 -------- 10:00 0.00 0.34 0.04 0.17 0.01 0.05 0.00 0.06 0.00
 04.03.13 11:00 0.00 0.35 0.00 0.17 0.01 0.07 0.00 0.09 0.00
 -------- 12:00 0.00 0.36 0.02 0.15 0.01 0.09 0.00 0.10 0.00
 -------- 13:00 0.00 0.38 0.04 0.15 0.00 0.07 0.00 0.08 0.00
 -------- 14:00 0.00 0.40 0.01 0.14 0.01 0.07 0.00 0.08 0.00
 -------- 15:00 0.00 0.41 ---- 0.13 0.00 0.08 0.00 0.08 0.00
 04.03.13 16:00 0.00 0.39 ---- 0.14 0.01 0.08 0.00 0.08 0.00
 -------- 17:00 0.00 0.38 0.01 0.14 0.00 0.07 0.00 0.07 0.00
 -------- 18:00 0.00 0.37 0.04 0.16 0.01 0.07 0.00 0.05 0.00
 -------- 19:00 0.01 0.32 0.03 0.21 0.01 0.07 0.00 0.09 0.01
 -------- 20:00 0.01 0.30 0.01 0.21 0.01 0.11 0.00 0.07 0.00
 04.03.13 21:00 0.00 0.31 0.02 0.21 0.01 0.08 0.00 0.08 0.00
 -------- 22:00 0.01 0.31 0.03 0.21 0.01 0.06 0.00 0.08 0.01
 -------- 23:00 0.03 0.25 0.02 0.24 0.00 0.07 0.00 0.06 0.01
