 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 16.12.12 00:00 0.02 0.01 0.05 0.30 ---- 0.18 0.00 ---- ----
 -------- 01:00 0.03 0.16 ---- 0.28 ---- 0.22 0.00 ---- ----
 -------- 02:00 0.03 0.09 0.01 0.26 ---- 0.12 0.00 ---- ----
 -------- 03:00 0.02 0.06 0.06 0.25 ---- 0.18 0.00 ---- ----
 -------- 04:00 0.03 0.09 0.09 0.26 ---- 0.26 0.00 ---- ----
 16.12.12 05:00 0.02 0.07 0.13 0.25 ---- 0.13 0.00 ---- ----
 -------- 06:00 0.02 0.05 0.13 0.24 ---- 0.18 0.00 ---- ----
 -------- 07:00 0.02 0.11 0.09 0.25 ---- 0.21 0.00 ---- ----
 -------- 08:00 0.02 0.02 0.01 0.25 ---- 0.19 0.00 ---- ----
 -------- 09:00 0.02 0.08 0.30 0.27 ---- 0.09 0.00 ---- ----
 16.12.12 10:00 0.02 0.05 ---- 0.27 ---- 0.21 0.00 ---- ----
 -------- 11:00 0.02 0.07 0.13 0.25 ---- 0.07 0.00 ---- ----
 -------- 12:00 0.02 0.12 0.12 0.26 0.01 0.08 0.00 0.06 0.00
 -------- 13:00 0.02 0.13 0.16 0.27 0.01 0.12 0.00 0.07 0.00
 -------- 14:00 0.02 0.14 0.17 0.28 0.01 0.10 0.00 0.07 0.01
 16.12.12 16:00 0.02 0.08 0.15 0.33 0.01 0.14 0.00 0.08 0.00
 -------- 17:00 0.06 0.09 0.17 0.35 0.01 0.11 0.00 0.07 0.01
 -------- 18:00 0.07 0.12 0.19 0.35 0.00 0.09 0.00 0.07 0.00
 -------- 19:00 0.02 0.10 0.19 0.32 0.00 0.09 0.00 0.08 0.00
 -------- 20:00 0.02 0.07 0.16 0.36 0.01 0.11 0.00 0.08 0.00
 16.12.12 21:00 0.07 0.12 0.16 0.34 0.01 0.08 0.00 0.07 0.00
 -------- 22:00 0.07 0.12 0.18 0.35 0.00 0.12 0.00 0.07 0.00
 -------- 23:00 0.05 0.10 0.18 0.33 0.00 0.14 0.00 0.06 0.00
 -------- 00:00 0.04 0.08 0.17 0.34 0.01 0.11 0.00 0.07 0.00
 -------- 01:00 0.03 0.07 0.17 0.33 0.00 0.11 0.00 0.06 0.00
 17.12.12 02:00 0.03 0.08 0.17 0.33 0.00 0.10 0.00 0.07 0.00
 -------- 03:00 0.03 0.08 0.17 0.32 0.00 0.10 0.00 0.06 0.00
 -------- 04:00 0.03 0.08 0.17 0.32 0.00 0.12 0.00 0.06 0.00
 -------- 05:00 0.05 0.10 0.17 0.34 0.00 0.14 0.00 0.07 0.01
 -------- 06:00 0.19 0.14 0.16 0.36 0.01 0.15 0.00 0.03 0.00
 17.12.12 07:00 0.17 0.13 0.18 0.37 0.01 0.17 0.00 0.04 0.01
 -------- 08:00 0.03 0.08 0.24 0.42 0.02 0.19 0.00 0.10 0.01
 -------- 09:00 0.03 0.07 0.22 0.42 0.01 0.19 0.00 0.09 0.01
 -------- 10:00 0.02 0.07 0.23 0.48 0.01 0.30 0.00 0.11 0.01
 -------- 11:00 0.01 0.08 0.24 0.53 0.01 0.23 0.00 0.12 0.01
 17.12.12 12:00 0.01 0.11 0.21 0.46 0.01 0.14 0.00 0.09 0.01
 -------- 13:00 0.01 0.11 0.22 0.45 0.01 0.14 0.00 0.08 0.01
 -------- 14:00 0.01 0.12 0.20 0.40 0.01 0.14 0.00 0.07 0.01
 -------- 15:00 0.01 0.13 0.16 0.38 0.01 0.12 0.00 0.08 0.00
 -------- 16:00 0.01 0.10 0.20 0.42 0.01 0.11 0.00 0.08 0.00
 17.12.12 17:00 0.01 0.08 0.21 0.43 0.01 0.12 0.00 0.08 0.00
 -------- 18:00 0.01 0.08 0.19 0.40 0.01 0.12 0.00 0.08 0.01
 -------- 19:00 0.01 0.08 0.17 0.38 0.01 0.13 0.00 0.07 0.01
 -------- 20:00 0.01 0.09 0.14 0.37 0.00 0.13 0.00 0.08 0.00
 -------- 21:00 0.09 0.12 0.14 0.33 0.01 0.11 0.00 0.05 0.00
 17.12.12 22:00 0.10 0.13 0.14 0.33 0.01 0.09 0.00 0.05 0.00
 -------- 23:00 0.08 0.09 0.13 0.32 0.00 0.13 0.00 0.05 0.00
