 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 29.04.13 00:00 0.00 0.31 0.08 0.20 0.01 0.13 0.00 0.21 0.01
 -------- 01:00 0.00 0.33 0.08 0.17 0.00 0.13 0.00 0.23 0.00
 -------- 02:00 0.00 0.27 0.09 0.27 0.00 0.11 0.00 0.85 0.00
 -------- 03:00 0.00 0.14 0.12 0.42 0.00 0.11 0.00 1.92 ----
 -------- 04:00 0.00 0.14 0.12 0.42 0.00 0.09 0.00 1.20 0.00
 29.04.13 05:00 0.00 0.07 0.10 0.43 0.01 0.11 0.00 1.56 0.00
 -------- 06:00 0.00 0.09 0.10 0.41 0.00 0.10 0.00 0.98 0.00
 -------- 07:00 0.01 0.14 0.11 0.41 0.01 0.09 0.00 1.46 0.00
 -------- 08:00 0.00 0.25 0.10 0.28 0.01 0.07 0.00 0.51 0.00
 -------- 09:00 0.00 0.32 0.09 0.24 0.01 0.12 0.00 0.38 0.01
 29.04.13 10:00 0.00 0.35 0.08 0.20 0.01 0.14 0.00 0.44 0.00
 -------- 11:00 0.00 0.39 0.08 0.18 0.01 0.13 0.00 0.48 0.00
 -------- 12:00 0.00 0.43 0.07 0.17 0.01 0.12 0.00 0.31 0.01
 -------- 13:00 0.00 0.44 0.10 0.17 0.00 0.14 0.00 0.29 0.00
 -------- 14:00 0.00 0.44 0.12 0.17 0.01 0.15 0.00 0.42 0.00
 29.04.13 15:00 0.00 0.41 0.11 0.21 0.00 0.16 0.00 0.28 0.00
 -------- 16:00 0.00 0.40 0.12 0.21 0.01 0.16 0.00 0.57 0.00
 -------- 17:00 0.00 0.45 0.10 0.18 0.01 0.16 0.00 0.37 0.00
 -------- 18:00 0.00 0.43 0.09 0.22 0.01 0.14 0.00 0.45 0.00
 -------- 19:00 0.00 0.39 0.10 0.29 0.00 0.15 0.00 0.72 0.00
 29.04.13 20:00 0.00 0.38 0.12 0.28 0.00 0.16 0.00 0.35 0.00
 -------- 21:00 0.01 0.17 0.16 0.52 0.01 0.17 0.00 0.69 0.00
 -------- 22:00 0.01 0.14 0.20 0.63 0.01 0.18 0.00 0.84 0.00
 -------- 23:00 0.01 0.13 0.21 0.60 0.01 0.17 0.00 0.86 0.00
 -------- 00:00 0.01 0.14 0.20 0.57 0.01 0.19 0.00 0.69 0.00
 30.04.13 01:00 0.01 0.14 0.18 0.57 0.01 0.18 0.00 0.57 0.00
 -------- 02:00 0.01 0.14 0.18 0.57 0.01 0.17 0.00 0.76 0.00
 -------- 03:00 0.01 0.13 0.14 0.49 0.01 0.16 0.00 0.75 0.00
 -------- 04:00 0.01 0.16 0.13 0.46 0.01 0.14 0.00 0.54 0.00
 -------- 05:00 0.01 0.21 0.13 0.40 0.01 0.12 0.00 0.55 0.00
 30.04.13 06:00 0.00 0.22 0.12 0.38 0.01 0.13 0.00 0.46 0.00
 -------- 07:00 0.00 0.22 0.12 0.36 0.01 0.15 0.00 0.38 0.00
 -------- 08:00 0.00 0.25 0.11 0.35 0.01 0.14 0.00 0.47 0.00
 -------- 09:00 0.00 0.23 0.14 0.35 0.01 0.15 0.00 0.42 0.00
 -------- 10:00 0.00 0.27 0.13 0.34 0.01 0.13 0.00 0.40 0.00
 30.04.13 11:00 0.00 0.29 0.14 0.34 0.01 0.14 0.00 0.39 0.00
 -------- 12:00 ---- ---- ---- 0.32 ---- ---- ---- ---- ----
 -------- 13:00 0.00 0.24 0.15 0.33 0.00 0.04 0.00 0.47 0.00
 -------- 14:00 0.00 0.24 0.17 0.33 0.01 0.04 0.00 0.55 0.00
 -------- 15:00 0.00 0.21 0.20 0.35 0.01 0.03 0.00 0.56 0.00
 30.04.13 16:00 0.00 0.21 0.18 0.29 0.00 0.03 0.00 0.62 0.00
 -------- 17:00 0.00 0.24 0.18 0.27 0.00 0.03 0.00 0.59 0.00
 -------- 18:00 0.00 0.27 0.16 0.26 0.01 0.05 0.00 0.60 0.00
 -------- 19:00 0.00 0.30 0.17 0.26 0.01 0.03 0.00 0.68 0.00
 -------- 20:00 0.00 0.24 0.17 0.35 0.00 0.04 0.00 0.75 0.00
 30.04.13 21:00 0.00 0.14 0.20 0.48 0.00 0.05 0.00 0.86 0.00
 -------- 22:00 0.00 0.12 0.19 0.45 0.01 0.06 0.00 0.65 0.00
 -------- 23:00 0.01 0.12 0.20 0.49 0.01 0.05 0.00 0.75 0.00
