 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 03.12.12 23:00 0.00 0.13 0.08 0.19 0.00 0.11 0.00 0.03 0.00
 -------- 00:00 0.00 0.20 0.10 0.12 0.00 0.10 0.00 0.05 0.01
 -------- 01:00 0.00 0.21 0.08 0.12 ---- 0.09 0.00 0.09 0.01
 -------- 02:00 0.00 0.18 0.08 0.10 ---- 0.14 0.00 0.09 ----
 -------- 03:00 0.00 0.20 0.09 0.11 ---- 0.13 0.00 0.04 ----
 04.12.12 04:00 0.00 0.14 0.08 0.14 ---- 0.12 0.00 0.09 ----
 -------- 05:00 0.00 0.13 0.08 0.16 0.02 0.12 0.00 0.07 0.01
 -------- 06:00 0.00 0.14 0.10 0.16 0.01 0.09 0.00 0.03 0.01
 -------- 07:00 0.00 0.10 0.10 0.18 0.01 0.11 0.00 0.13 0.01
 -------- 08:00 0.00 0.08 0.11 0.19 0.01 0.12 0.00 0.08 0.00
 04.12.12 09:00 0.00 0.08 0.13 0.19 0.01 0.11 0.00 0.05 0.01
 -------- 10:00 0.00 0.07 0.10 0.21 0.01 0.13 0.00 0.05 0.00
 -------- 11:00 0.01 0.08 0.10 0.20 0.01 0.10 0.00 0.06 0.00
 -------- 12:00 0.03 0.09 0.15 0.25 0.01 0.09 0.00 0.06 0.01
 -------- 13:00 0.01 0.08 0.17 0.28 0.01 0.08 0.00 0.08 0.01
 04.12.12 14:00 0.00 0.05 0.15 0.23 0.01 0.12 0.00 0.09 0.01
 -------- 15:00 0.00 0.06 0.15 0.22 0.01 0.11 0.00 0.07 0.00
 -------- 16:00 0.00 0.07 0.14 0.19 0.01 0.09 0.00 0.08 0.00
 -------- 17:00 0.00 0.07 0.14 0.20 0.01 0.11 0.00 0.06 0.00
 -------- 18:00 0.00 0.14 0.13 0.15 0.01 0.07 0.00 0.07 0.00
 04.12.12 19:00 0.00 0.13 0.11 0.15 0.01 0.10 0.00 0.06 0.00
 -------- 20:00 0.00 0.14 0.10 0.16 0.01 0.10 0.00 0.08 0.00
 -------- 21:00 0.00 0.16 0.11 0.17 0.01 0.08 0.00 0.05 0.00
 -------- 22:00 0.00 0.16 0.10 0.16 0.01 0.09 0.00 0.06 0.00
 -------- 23:00 0.00 0.16 0.09 0.12 0.01 0.09 0.00 0.07 0.00
 05.12.12 00:00 0.00 0.17 0.08 0.13 0.00 0.07 0.00 0.07 0.00
 -------- 01:00 0.00 0.16 0.09 0.13 0.01 0.10 0.00 0.06 0.00
 -------- 02:00 0.00 0.16 0.13 0.15 0.01 0.06 0.00 0.06 0.00
 -------- 03:00 0.00 0.20 0.09 0.12 0.00 0.08 0.00 0.07 0.00
 -------- 04:00 0.00 0.18 0.07 0.15 0.01 0.09 0.00 0.06 0.00
 05.12.12 05:00 0.01 0.16 0.10 0.17 0.01 0.06 0.00 0.09 0.00
 -------- 06:00 0.00 0.15 0.13 0.22 0.01 0.08 0.00 0.07 0.00
 -------- 07:00 0.00 0.17 0.14 0.23 0.00 0.06 0.00 0.06 0.00
 -------- 08:00 0.00 0.12 0.18 0.31 0.01 0.07 0.00 0.08 0.00
 -------- 09:00 0.01 0.12 0.16 0.31 0.01 0.09 0.00 0.07 0.00
 05.12.12 10:00 0.00 0.15 0.17 0.25 0.01 0.08 0.00 0.05 0.00
 -------- 11:00 0.00 0.14 0.18 0.28 0.01 0.06 0.00 0.06 0.00
 -------- 12:00 0.00 0.16 0.17 0.25 0.01 0.06 0.00 0.07 0.00
 -------- 13:00 0.01 0.16 0.21 0.29 0.01 0.04 0.00 0.07 0.00
 -------- 14:00 0.00 0.13 0.19 0.32 0.01 0.06 0.00 0.07 0.00
 05.12.12 15:00 0.01 0.09 0.21 0.36 0.01 0.09 0.00 0.08 0.00
 -------- 16:00 0.01 0.07 0.24 0.41 0.01 0.10 0.00 0.08 0.01
 -------- 17:00 0.01 0.06 0.22 0.43 0.02 0.12 0.00 0.10 0.01
 -------- 18:00 0.00 0.08 0.24 0.41 0.01 0.08 0.00 0.09 0.01
 -------- 19:00 0.01 0.07 0.19 0.40 0.01 0.08 0.00 0.09 0.01
 05.12.12 20:00 0.01 0.08 0.21 0.42 0.01 0.07 0.00 0.09 0.00
 -------- 21:00 0.01 0.09 0.17 0.36 0.01 0.06 0.00 0.07 0.01
