 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 28.04.13 00:00 ---- 0.29 0.12 0.28 0.01 0.13 0.00 0.07 0.01
 -------- 01:00 0.00 0.20 0.11 0.33 0.01 0.14 0.00 0.07 0.00
 -------- 02:00 ---- 0.27 0.12 0.25 0.01 0.12 0.00 0.09 0.01
 -------- 03:00 0.00 0.31 0.10 0.21 0.01 0.13 0.00 0.10 0.01
 -------- 04:00 0.00 0.32 0.10 0.19 0.01 0.11 0.00 0.10 0.01
 28.04.13 05:00 0.00 0.30 0.09 0.18 0.01 0.12 0.00 0.09 0.01
 -------- 06:00 ---- 0.30 0.09 0.16 0.01 0.11 0.00 0.11 0.01
 -------- 07:00 0.00 0.28 0.09 0.17 0.01 0.11 0.00 0.09 0.01
 -------- 08:00 0.00 0.26 0.12 0.21 0.01 0.09 0.00 0.10 0.01
 -------- 09:00 0.00 0.25 0.11 0.20 0.01 0.08 0.00 0.18 0.00
 28.04.13 10:00 0.00 0.22 0.11 0.25 0.01 0.10 0.00 0.46 0.00
 -------- 11:00 0.00 0.22 0.13 0.24 0.00 0.14 0.00 1.50 ----
 -------- 12:00 0.00 0.25 0.15 0.30 ---- 0.17 0.00 2.44 ----
 -------- 13:00 0.00 0.25 0.14 0.27 0.01 0.17 0.00 0.86 0.00
 -------- 14:00 0.00 0.23 0.15 0.32 0.01 0.14 0.00 0.37 0.00
 28.04.13 15:00 0.00 0.23 0.15 0.29 0.01 0.15 0.00 0.19 0.00
 -------- 16:00 0.00 0.25 0.13 0.31 0.01 0.14 0.00 0.15 0.01
 -------- 17:00 0.00 0.24 0.13 0.30 0.01 0.14 0.00 0.15 0.01
 -------- 18:00 0.00 0.19 0.12 0.33 0.01 0.12 0.00 0.11 0.01
 -------- 19:00 0.00 0.23 0.11 0.30 0.01 0.12 0.00 0.12 0.01
 28.04.13 20:00 0.00 0.31 0.09 0.20 0.01 0.14 0.00 0.11 0.01
 -------- 21:00 0.00 0.28 0.09 0.25 0.01 0.13 0.00 0.18 0.01
 -------- 22:00 0.00 0.24 0.10 0.28 0.01 0.12 0.00 0.16 0.01
 -------- 23:00 0.00 0.27 0.10 0.22 0.01 0.13 0.00 0.23 0.00
 -------- 00:00 0.00 0.30 0.08 0.20 0.01 0.13 0.00 0.20 0.00
 29.04.13 01:00 0.00 0.33 0.08 0.17 0.00 0.13 0.00 0.23 0.00
 -------- 02:00 0.00 0.27 0.09 0.27 0.00 0.11 0.00 0.85 0.00
 -------- 03:00 0.00 0.14 0.12 0.42 0.00 0.11 0.00 1.92 ----
 -------- 04:00 0.00 0.14 0.12 0.42 0.00 0.09 0.00 1.20 0.00
 -------- 05:00 0.00 0.07 0.10 0.43 0.01 0.11 0.00 1.56 0.00
 29.04.13 06:00 0.00 0.09 0.10 0.41 0.00 0.10 0.00 0.98 0.00
 -------- 07:00 0.01 0.14 0.11 0.41 0.01 0.09 0.00 1.46 0.00
 -------- 08:00 0.00 0.25 0.10 0.28 0.01 0.07 0.00 0.51 0.00
 -------- 09:00 0.00 0.32 0.09 0.24 0.01 0.12 0.00 0.38 0.01
 -------- 10:00 0.00 0.35 0.08 0.20 0.01 0.14 0.00 0.44 0.00
 29.04.13 11:00 0.00 0.39 0.08 0.18 0.01 0.13 0.00 0.48 0.00
 -------- 12:00 0.00 0.43 0.07 0.17 0.01 0.12 0.00 0.31 0.01
 -------- 13:00 0.00 0.44 0.10 0.17 0.00 0.14 0.00 0.29 0.00
 -------- 14:00 0.00 0.44 0.12 0.17 0.01 0.15 0.00 0.42 0.00
 -------- 15:00 0.00 0.41 0.11 0.21 0.00 0.16 0.00 0.28 0.00
 29.04.13 16:00 0.00 0.40 0.12 0.21 0.01 0.16 0.00 0.57 0.00
 -------- 17:00 0.00 0.45 0.10 0.18 0.01 0.16 0.00 0.37 0.00
 -------- 18:00 0.00 0.43 0.09 0.22 0.01 0.14 0.00 0.45 0.00
 -------- 19:00 0.00 0.39 0.10 0.29 0.00 0.15 0.00 0.72 0.00
 -------- 20:00 0.00 0.38 0.12 0.28 0.00 0.16 0.00 0.35 0.00
 29.04.13 21:00 0.01 0.17 0.16 0.52 0.01 0.17 0.00 0.69 0.00
 -------- 22:00 0.01 0.14 0.20 0.63 0.01 0.18 0.00 0.84 0.00
 -------- 23:00 0.01 0.13 0.21 0.60 0.01 0.17 0.00 0.86 0.00
