 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 06.04.13 11:00 0.00 0.26 0.14 0.26 0.01 0.09 0.00 0.07 0.01
 -------- 12:00 0.00 0.23 0.14 0.29 0.01 0.09 0.00 0.07 0.01
 -------- 13:00 0.00 0.23 0.14 0.31 0.01 0.10 0.00 0.07 0.01
 -------- 14:00 0.00 0.22 0.14 0.32 0.01 0.11 0.00 0.06 0.00
 -------- 15:00 0.00 0.23 0.14 0.31 0.01 0.11 0.00 0.06 0.01
 06.04.13 16:00 0.00 0.21 0.16 0.33 0.01 0.11 0.00 0.06 0.01
 -------- 17:00 0.00 0.26 0.15 0.28 0.01 0.11 0.00 0.06 0.01
 -------- 18:00 0.00 0.22 0.16 0.32 0.01 0.12 0.00 0.07 0.01
 -------- 19:00 0.00 0.13 0.17 0.41 0.01 0.14 0.00 0.07 0.01
 -------- 20:00 0.00 0.11 0.17 0.44 0.01 0.15 0.00 0.07 0.01
 06.04.13 21:00 ---- 0.08 0.17 0.43 0.01 0.15 0.00 0.07 0.01
 -------- 22:00 0.00 0.15 0.15 0.34 0.01 0.12 0.00 0.06 0.01
 -------- 23:00 ---- 0.19 0.12 0.26 0.01 0.10 0.00 0.07 0.00
 -------- 00:00 ---- 0.24 0.13 0.23 0.01 0.10 0.00 0.08 0.01
 -------- 01:00 ---- 0.32 0.09 0.15 0.01 0.11 0.00 0.06 0.00
 07.04.13 02:00 0.00 0.35 0.07 0.12 0.01 0.10 0.00 0.07 0.01
 -------- 03:00 0.00 0.40 0.08 0.10 0.01 0.11 0.00 0.07 0.00
 -------- 04:00 0.00 0.39 0.08 0.11 0.01 0.11 0.00 0.07 0.01
 -------- 05:00 0.00 0.38 0.08 0.11 0.00 0.10 0.00 0.06 0.01
 -------- 06:00 0.00 0.37 0.08 0.11 0.01 0.11 0.00 0.06 0.00
 07.04.13 07:00 0.00 0.38 0.08 0.12 0.01 0.10 0.00 0.07 0.01
 -------- 08:00 0.00 0.37 0.08 0.12 0.01 0.11 0.00 0.07 0.01
 -------- 09:00 0.00 0.41 0.09 0.11 0.01 0.12 0.00 0.08 0.01
 -------- 10:00 0.00 0.41 0.10 0.13 0.00 0.10 0.00 0.06 0.01
 -------- 11:00 0.00 0.43 0.10 0.11 0.01 0.11 0.00 0.06 0.01
 07.04.13 12:00 0.00 0.44 0.10 0.12 0.01 0.12 0.00 0.07 0.00
 -------- 13:00 0.00 0.47 0.10 0.11 0.00 0.13 0.00 0.07 0.01
 -------- 14:00 0.00 0.44 0.10 0.14 0.01 0.11 0.00 0.07 0.01
 -------- 15:00 0.00 0.47 0.10 0.13 0.01 0.12 0.00 0.07 0.01
 -------- 16:00 0.00 0.44 0.10 0.15 0.00 0.13 0.00 0.06 0.00
 07.04.13 17:00 0.00 0.43 0.10 0.15 0.01 0.13 0.00 0.06 0.01
 -------- 18:00 0.00 0.45 0.11 0.14 0.01 0.12 0.00 0.07 0.01
 -------- 19:00 0.00 0.45 0.10 0.12 0.01 0.13 0.00 0.07 0.01
 -------- 20:00 0.00 0.47 0.09 0.11 0.00 0.12 0.00 0.06 0.01
 -------- 21:00 0.00 0.44 0.09 0.15 0.01 0.13 0.00 0.07 0.01
 07.04.13 22:00 0.00 0.39 0.10 0.17 0.01 0.12 0.00 0.07 0.01
 -------- 23:00 0.00 0.44 0.08 0.13 0.01 0.11 0.00 0.06 0.00
 -------- 00:00 0.00 0.41 0.10 0.15 0.01 0.12 0.00 0.06 0.01
 -------- 01:00 0.00 0.37 0.10 0.17 0.01 0.11 0.00 0.08 0.01
 -------- 02:00 0.00 0.28 0.11 0.26 0.01 0.13 0.00 0.06 0.01
 08.04.13 03:00 0.00 0.08 0.16 0.48 0.01 0.15 0.00 0.07 0.01
 -------- 04:00 0.01 0.08 0.16 0.51 0.01 0.16 0.00 0.07 0.01
 -------- 05:00 0.01 0.06 0.16 0.49 0.01 0.16 0.00 0.07 0.01
 -------- 06:00 0.01 0.06 0.14 0.49 0.01 0.17 0.00 0.07 0.01
 -------- 07:00 0.01 0.08 0.16 0.53 0.01 0.12 0.00 0.09 0.01
 08.04.13 08:00 0.00 0.11 0.19 0.48 0.01 0.10 0.00 0.09 0.01
 -------- 09:00 0.00 0.15 0.17 0.46 0.01 0.12 0.00 0.09 0.01
 -------- 10:00 0.00 0.29 0.16 0.33 0.01 0.12 0.00 0.08 0.01
