 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 11.05.13 14:00 0.00 0.60 0.11 0.15 0.00 0.07 0.00 0.09 0.01
 -------- 15:00 0.01 0.57 0.16 0.20 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.01 0.52 0.14 0.18 0.01 0.11 0.00 0.16 0.00
 -------- 17:00 0.01 0.50 0.16 0.19 0.00 0.13 0.00 0.19 0.00
 -------- 18:00 0.01 0.48 0.15 0.20 0.01 0.14 0.00 0.10 0.00
 11.05.13 19:00 0.00 0.41 0.15 0.25 0.01 0.13 0.00 0.06 0.00
 -------- 20:00 0.01 0.27 0.19 0.42 0.01 0.14 0.00 0.07 0.01
 -------- 21:00 0.01 0.14 0.23 0.54 0.01 0.16 0.00 0.07 0.01
 -------- 22:00 0.01 0.12 0.24 0.58 0.01 0.17 0.00 0.08 0.01
 -------- 23:00 0.02 0.12 0.24 0.56 0.01 0.13 0.00 0.07 0.01
 12.05.13 00:00 0.02 0.13 0.22 0.54 0.01 0.11 0.00 0.08 0.01
 -------- 01:00 0.02 0.12 0.23 0.51 0.01 0.16 0.00 0.07 0.01
 -------- 02:00 0.02 0.11 0.22 0.50 0.01 0.11 0.00 0.07 0.01
 -------- 03:00 0.01 0.10 0.20 0.48 0.01 0.07 0.00 0.08 0.01
 -------- 04:00 0.02 0.09 0.22 0.47 0.01 0.13 0.00 0.09 0.01
 12.05.13 05:00 0.03 0.12 0.20 0.45 0.01 0.12 0.00 0.11 0.01
 -------- 06:00 0.02 0.09 0.18 0.45 0.01 0.12 0.00 0.10 0.01
 -------- 07:00 0.01 0.13 0.21 0.38 0.01 0.19 0.00 0.07 0.01
 -------- 08:00 0.00 0.25 0.16 0.28 0.01 0.07 0.00 0.07 0.01
 -------- 09:00 0.00 0.28 0.21 0.32 0.01 0.07 0.00 0.09 0.01
 12.05.13 10:00 0.00 0.37 0.22 0.29 0.01 0.09 0.00 0.08 0.01
 -------- 11:00 0.00 0.48 0.17 0.22 0.01 0.07 0.00 0.10 0.01
 -------- 12:00 0.00 0.58 0.14 0.13 0.01 0.06 0.00 0.12 0.00
 -------- 13:00 0.00 0.65 0.12 0.09 0.01 0.10 0.00 0.14 0.01
 -------- 14:00 0.00 0.66 0.14 0.07 0.01 0.14 0.00 0.09 0.00
 12.05.13 15:00 0.00 0.61 0.13 0.12 0.00 0.10 0.00 0.09 0.01
 -------- 16:00 0.00 0.64 0.14 0.10 0.01 0.13 0.00 0.08 0.00
 -------- 17:00 0.00 0.63 0.13 0.11 0.01 0.09 0.00 0.07 0.00
 -------- 18:00 0.00 0.64 0.12 0.12 0.01 0.12 0.00 0.08 0.01
 -------- 19:00 0.00 0.58 0.17 0.12 0.00 0.15 0.00 0.07 0.00
 12.05.13 20:00 0.00 0.53 0.17 0.15 0.01 0.15 0.00 0.07 0.00
 -------- 21:00 0.00 0.46 0.17 0.19 0.01 0.14 0.00 0.07 0.00
 -------- 22:00 0.00 0.41 0.18 0.23 0.01 0.13 0.00 0.07 0.00
