 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 07.02.13 12:00 0.00 0.14 0.23 0.31 0.01 0.11 0.00 0.08 0.00
 -------- 13:00 0.01 0.16 0.25 0.30 0.01 0.09 0.00 0.07 0.00
 -------- 14:00 0.01 0.14 0.25 0.30 0.01 0.09 0.00 0.11 0.00
 -------- 15:00 0.01 0.12 0.25 0.34 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.01 0.13 0.26 0.35 0.01 0.08 0.00 0.08 0.00
 07.02.13 17:00 0.01 0.15 0.27 0.33 0.01 0.10 0.00 0.08 0.00
 -------- 18:00 0.01 0.16 0.26 0.30 0.01 0.10 0.00 0.09 0.00
 -------- 19:00 0.01 0.17 0.25 0.28 0.01 0.10 0.00 0.08 0.01
 -------- 20:00 0.00 0.16 0.26 0.27 0.01 0.08 0.00 0.07 0.00
 -------- 21:00 0.00 0.12 0.25 0.30 0.01 0.10 0.00 0.08 0.01
 07.02.13 22:00 0.00 0.15 0.22 0.25 0.01 0.09 0.00 0.09 0.00
 -------- 23:00 0.00 0.15 0.24 0.26 0.01 0.10 0.00 0.08 0.00
 -------- 00:00 0.00 0.21 0.26 0.21 0.01 0.08 0.00 0.10 0.01
 -------- 01:00 0.00 0.20 0.22 0.19 0.01 0.09 0.00 0.08 0.00
 -------- 02:00 0.01 0.21 0.21 0.19 0.01 0.09 0.00 0.07 0.00
 08.02.13 03:00 0.00 0.24 0.20 0.17 0.01 0.11 0.00 0.08 0.01
 -------- 04:00 0.00 0.20 0.23 0.21 0.01 0.07 0.00 0.06 0.00
 -------- 05:00 0.00 0.19 0.20 0.21 0.00 0.09 0.00 0.06 0.01
 -------- 06:00 0.00 0.17 0.23 0.24 0.01 0.09 0.00 0.05 0.01
 -------- 07:00 0.00 0.16 0.21 0.28 ---- 0.09 0.00 0.07 0.00
 08.02.13 08:00 0.00 0.12 0.25 0.31 0.01 0.07 0.00 0.10 0.01
 -------- 09:00 0.00 0.11 0.25 0.33 0.02 0.09 0.00 0.08 0.01
 -------- 10:00 0.00 0.10 0.23 0.30 0.02 0.11 0.00 0.07 0.01
 -------- 11:00 0.00 0.10 0.26 0.31 0.01 0.12 0.00 0.07 0.00
 -------- 12:00 0.00 0.10 0.27 0.24 0.01 0.13 0.00 0.07 0.01
