 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 08.05.13 00:00 0.01 0.12 0.28 0.66 0.02 0.12 0.00 0.40 0.01
 -------- 01:00 0.02 0.13 0.27 0.66 0.02 0.11 0.00 0.56 0.01
 -------- 02:00 0.03 0.12 0.24 0.67 0.02 0.12 0.00 0.65 0.01
 -------- 03:00 0.02 0.10 0.19 0.57 0.02 0.07 0.00 0.29 0.01
 -------- 04:00 0.01 0.10 0.16 0.46 0.01 0.03 0.00 0.18 0.01
 08.05.13 05:00 0.01 0.10 0.17 0.45 0.01 0.02 0.00 0.17 0.01
 -------- 06:00 0.01 0.11 0.18 0.44 0.01 0.02 0.00 0.06 0.01
 -------- 07:00 0.01 0.14 0.18 0.42 0.01 0.02 0.00 0.06 0.01
 -------- 08:00 0.01 0.20 0.18 0.37 0.01 ---- 0.00 0.09 0.01
 -------- 09:00 0.01 0.24 0.20 0.36 0.01 0.02 0.00 0.08 0.01
 08.05.13 10:00 0.00 0.35 0.17 0.26 0.01 0.07 0.00 0.10 0.00
 -------- 11:00 0.00 0.39 0.22 0.26 0.01 0.14 0.00 0.08 0.01
 -------- 12:00 0.00 0.50 0.18 0.17 0.00 0.10 0.00 0.10 0.01
 -------- 13:00 0.00 0.54 0.16 0.14 0.01 0.11 0.00 0.09 0.01
 -------- 14:00 0.00 0.58 0.13 0.14 0.01 0.09 0.00 0.08 0.01
 08.05.13 15:00 0.00 0.55 0.13 0.16 0.00 0.13 0.00 0.07 0.00
 -------- 16:00 0.00 0.54 0.10 0.14 0.01 0.10 0.00 0.09 0.00
 -------- 17:00 0.00 0.58 0.10 0.13 0.01 0.11 0.00 0.08 0.00
 -------- 18:00 0.00 0.59 0.09 0.13 0.01 0.10 0.00 0.09 0.01
 -------- 19:00 0.00 0.57 0.11 0.13 0.01 0.13 0.00 0.08 0.00
 08.05.13 20:00 0.00 0.41 0.13 0.26 0.01 0.12 0.00 0.07 0.01
 -------- 21:00 0.00 0.30 0.16 0.36 0.01 0.10 0.00 0.06 0.01
 -------- 22:00 0.00 0.23 0.18 0.44 0.01 0.11 0.00 0.11 0.00
 -------- 23:00 0.01 0.11 0.25 0.61 0.01 0.14 0.00 0.43 0.01
 -------- 00:00 0.02 0.10 0.25 0.65 0.02 0.14 0.00 0.38 0.01
 09.05.13 01:00 0.03 0.12 0.24 0.62 0.02 0.16 0.00 0.23 0.01
 -------- 02:00 0.02 0.11 0.25 0.60 0.02 0.13 0.00 0.19 0.02
 -------- 03:00 0.02 0.10 0.20 0.60 0.02 0.14 0.00 0.25 0.01
 -------- 04:00 0.02 0.10 0.16 0.54 0.02 0.14 0.00 0.15 0.01
 -------- 05:00 0.02 0.11 0.18 0.53 0.02 0.14 0.00 0.22 0.01
 09.05.13 06:00 0.03 0.12 0.20 0.54 0.02 0.15 0.00 0.44 0.01
 -------- 07:00 0.02 0.12 0.20 0.50 0.02 0.11 0.00 0.28 0.01
 -------- 08:00 0.02 0.29 0.15 0.29 0.01 0.08 0.00 0.06 0.01
 -------- 09:00 0.10 0.33 0.18 0.34 0.01 0.08 0.00 0.07 0.01
 -------- 10:00 0.03 0.39 0.21 0.26 0.01 0.09 0.00 0.08 0.01
 09.05.13 11:00 0.02 0.44 0.19 0.20 0.01 0.12 0.00 0.09 0.01
 -------- 12:00 0.01 0.48 0.12 0.18 0.00 0.07 0.00 0.07 0.01
 -------- 13:00 0.01 0.51 0.12 0.16 0.01 0.07 0.00 0.08 0.01
 -------- 14:00 0.01 0.55 0.11 0.14 0.01 0.08 0.00 0.06 0.00
 -------- 15:00 0.01 0.52 0.14 0.19 0.01 0.12 0.00 0.07 0.00
 09.05.13 16:00 0.00 0.59 0.17 0.15 0.01 0.12 0.00 0.09 0.00
 -------- 17:00 0.01 0.65 0.16 0.09 0.01 0.13 0.00 0.08 0.00
 -------- 18:00 0.01 0.69 0.18 0.11 0.01 0.14 0.00 0.09 0.00
 -------- 19:00 0.01 0.54 0.16 0.25 0.01 0.15 0.00 0.06 0.01
 -------- 20:00 0.00 0.50 0.16 0.24 0.01 0.13 0.00 0.07 0.00
 09.05.13 21:00 0.01 0.10 0.29 0.72 0.02 0.18 0.00 0.14 0.01
 -------- 22:00 0.01 0.11 0.37 0.82 0.02 0.16 0.00 0.17 0.02
