 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 23.11.12 12:00 0.01 0.12 0.29 0.31 0.01 0.10 0.00 0.07 0.00
 -------- 13:00 0.01 0.11 0.19 0.29 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.01 0.12 0.22 0.34 0.01 0.10 0.00 0.08 0.01
 -------- 15:00 0.01 0.09 0.23 0.37 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.01 0.06 0.20 0.36 0.01 0.10 0.00 0.08 0.01
 23.11.12 17:00 0.01 0.07 0.21 0.38 0.01 0.10 0.00 0.09 0.00
 -------- 18:00 0.01 0.08 0.20 0.37 0.01 0.10 0.00 0.08 0.00
 -------- 19:00 0.01 0.07 0.18 0.34 0.01 0.10 0.00 0.08 0.01
 -------- 20:00 0.00 0.09 0.19 0.32 0.01 0.10 0.00 0.08 0.00
 -------- 21:00 0.01 0.07 0.17 0.32 0.01 0.10 0.00 0.08 0.00
 23.11.12 22:00 0.01 0.08 0.18 0.30 0.01 0.10 0.00 0.08 0.00
 -------- 23:00 0.01 0.07 0.17 0.30 0.01 0.10 0.00 0.08 0.00
 -------- 00:00 0.01 0.09 0.16 0.27 0.01 0.10 0.00 0.08 0.00
 -------- 01:00 0.01 0.11 0.19 0.25 0.01 0.10 0.00 0.07 0.00
 -------- 02:00 0.00 0.10 0.16 0.23 0.01 0.10 0.00 0.07 0.00
 24.11.12 03:00 0.00 0.11 0.14 0.19 0.01 0.10 0.00 0.07 0.00
 -------- 04:00 0.00 0.11 0.18 0.21 0.01 0.10 0.00 0.07 0.00
 -------- 05:00 0.00 0.11 0.15 0.19 0.01 0.10 0.00 0.07 0.00
 -------- 06:00 0.01 0.09 0.17 0.22 0.01 0.10 0.00 0.06 0.00
 -------- 07:00 0.01 0.06 0.17 0.24 0.01 0.10 0.00 0.07 0.00
 24.11.12 08:00 0.00 0.06 0.16 0.24 0.01 0.10 0.00 0.08 0.00
 -------- 09:00 0.00 0.07 0.20 0.25 0.01 0.10 0.00 0.07 0.01
 -------- 10:00 0.00 0.08 0.20 0.25 0.01 0.10 0.00 0.08 0.00
 -------- 11:00 0.00 0.07 0.19 0.26 0.01 0.10 0.00 0.08 0.01
 -------- 12:00 0.00 0.09 0.19 0.25 0.01 0.10 0.00 0.08 0.00
 24.11.12 13:00 0.00 0.09 0.19 0.25 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.00 0.06 0.18 0.26 0.01 0.10 0.00 0.08 0.00
 -------- 15:00 0.00 0.07 0.20 0.27 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.00 0.07 0.18 0.28 0.01 0.10 0.00 0.08 0.01
 -------- 17:00 0.00 0.06 0.18 0.28 0.01 0.10 0.00 0.08 0.00
 24.11.12 18:00 0.00 0.08 0.18 0.27 0.01 0.10 0.00 0.08 0.01
 -------- 19:00 ---- 0.07 0.17 0.27 0.01 0.10 0.00 0.09 0.00
 -------- 20:00 ---- 0.07 0.15 0.27 0.01 0.10 0.00 0.08 0.01
 -------- 21:00 ---- 0.09 0.16 0.28 0.01 0.10 0.00 0.09 0.00
 -------- 22:00 0.04 0.11 0.17 0.28 0.01 0.10 0.00 0.07 0.01
 24.11.12 23:00 0.01 0.10 0.15 0.27 0.01 0.10 0.00 0.08 0.01
 -------- 00:00 0.00 0.10 0.14 0.26 0.01 0.10 0.00 0.09 0.01
 -------- 01:00 0.00 0.07 0.13 0.25 0.01 0.10 0.00 0.08 0.00
 -------- 02:00 0.01 0.05 0.12 0.24 0.01 0.10 0.00 0.07 0.00
 -------- 03:00 ---- 0.06 0.13 0.24 0.01 0.10 0.00 0.07 0.00
 25.11.12 04:00 0.00 0.06 0.12 0.23 0.01 0.10 0.00 0.07 0.00
 -------- 05:00 0.00 0.07 0.13 0.24 0.01 0.10 0.00 0.05 0.00
 -------- 06:00 0.00 0.06 0.13 0.24 0.01 0.10 0.00 0.06 0.00
 -------- 07:00 0.00 0.07 0.14 0.25 0.01 0.10 0.00 0.07 0.00
 -------- 08:00 0.00 0.06 0.13 0.25 0.01 0.10 0.00 0.08 0.00
 25.11.12 09:00 0.00 0.08 0.14 0.24 0.01 0.10 0.00 0.08 0.00
 -------- 10:00 0.00 0.06 0.14 0.24 0.01 0.10 0.00 0.07 0.00
