 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 20.09.12 12:00 0.00 0.15 0.09 0.30 0.01 0.10 0.00 0.05 0.00
 -------- 13:00 0.01 0.22 0.20 0.29 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.01 0.30 0.21 0.28 0.00 0.10 0.00 0.07 0.00
 -------- 15:00 0.01 0.30 0.19 0.28 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.01 0.29 0.20 0.30 0.01 0.10 0.00 0.07 0.00
 20.09.12 17:00 0.01 0.25 0.21 0.38 0.01 0.10 0.00 0.07 0.00
 -------- 18:00 0.00 0.23 0.21 0.38 0.01 0.10 0.00 0.08 0.01
 -------- 19:00 0.01 0.14 0.27 0.48 0.01 0.10 0.00 0.05 0.01
 -------- 20:00 0.01 0.09 0.31 0.52 0.01 0.10 0.00 0.08 0.01
 -------- 21:00 0.01 0.10 0.29 0.51 0.01 0.10 0.00 0.11 0.01
 20.09.12 22:00 0.01 0.09 0.19 0.42 0.01 0.10 0.00 0.08 0.01
 -------- 23:00 0.01 0.09 0.20 0.38 0.01 0.10 0.00 0.08 0.00
 -------- 00:00 0.01 0.10 0.17 0.35 0.01 0.10 0.00 0.08 0.01
 -------- 01:00 0.01 0.18 0.16 0.26 0.01 0.13 0.00 0.08 0.00
 -------- 02:00 0.01 0.19 0.15 0.21 0.01 0.17 0.00 0.10 0.01
 21.09.12 03:00 0.01 0.15 0.06 0.23 0.01 0.13 0.00 0.08 0.00
 -------- 04:00 0.01 0.12 0.10 0.27 0.01 0.10 0.00 0.06 0.00
 -------- 05:00 0.00 0.10 0.18 0.27 0.01 0.10 0.00 0.07 0.00
 -------- 06:00 0.00 0.05 0.18 0.30 0.01 0.13 0.00 0.08 0.01
 -------- 07:00 0.01 0.06 0.21 0.32 0.01 0.10 0.00 0.09 0.01
 21.09.12 08:00 0.01 0.06 0.20 0.32 0.01 0.17 0.00 0.08 0.01
 -------- 09:00 0.01 0.06 0.20 0.31 0.02 0.13 0.00 0.08 0.01
 -------- 10:00 0.01 0.12 0.24 0.35 0.02 0.10 0.00 0.08 0.01
 -------- 11:00 0.01 0.19 0.25 0.32 0.01 0.10 0.00 0.08 0.01
 -------- 12:00 0.01 0.19 0.26 0.29 0.01 0.10 0.00 0.07 0.00
 21.09.12 13:00 0.01 0.21 0.25 0.30 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.00 0.25 0.22 0.31 0.01 0.10 0.00 0.07 0.00
 -------- 15:00 0.00 0.28 0.18 0.27 0.01 0.10 0.00 0.06 0.00
 -------- 16:00 0.00 0.27 0.20 0.24 0.01 0.17 0.00 0.08 0.00
 -------- 17:00 0.00 0.29 0.25 0.27 0.02 0.10 0.00 0.07 0.00
 21.09.12 18:00 0.01 0.17 0.28 0.41 0.01 0.10 0.00 0.05 0.01
 -------- 19:00 0.00 0.11 0.30 0.22 0.01 0.10 0.00 0.09 0.01
 -------- 20:00 0.00 0.06 0.22 0.24 0.01 0.10 0.00 0.08 0.00
 -------- 21:00 ---- 0.11 0.22 0.24 0.01 0.10 0.00 0.06 0.00
 -------- 22:00 0.00 0.08 0.21 0.24 0.01 0.10 0.00 0.08 0.00
 21.09.12 23:00 0.00 0.10 0.23 0.25 0.01 0.10 0.00 0.06 0.00
 -------- 00:00 0.00 0.09 0.22 0.26 0.01 0.10 0.00 0.07 0.00
 -------- 01:00 0.00 0.13 0.20 0.22 0.01 0.10 0.00 0.07 0.00
 -------- 02:00 0.00 0.12 0.20 0.22 0.01 0.10 0.00 0.07 0.00
 -------- 03:00 0.00 0.15 0.18 0.17 0.01 0.10 0.00 0.07 0.00
 22.09.12 04:00 0.00 0.19 0.18 0.16 0.01 0.10 0.00 0.08 0.00
 -------- 05:00 0.00 0.19 0.17 0.14 0.01 0.10 0.00 0.07 0.00
 -------- 06:00 0.00 0.17 0.17 0.15 0.01 0.10 0.00 0.07 0.00
 -------- 07:00 0.00 0.14 0.18 0.19 0.01 0.10 0.00 0.07 0.00
 -------- 08:00 0.00 0.13 0.19 0.20 0.01 0.10 0.00 0.06 0.00
 22.09.12 09:00 0.00 0.12 0.19 0.19 0.01 0.10 0.00 0.05 0.00
 -------- 10:00 0.00 0.14 0.20 0.18 0.01 0.10 0.00 0.08 0.00
 -------- 11:00 0.00 0.16 0.19 0.17 0.01 0.10 0.00 0.06 0.00
