 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 10.05.13 18:00 0.00 0.49 0.12 0.18 0.01 0.15 0.00 0.08 0.00
 -------- 19:00 0.00 0.50 0.12 0.20 0.01 0.13 0.00 0.08 0.01
 -------- 20:00 0.01 0.43 0.16 0.26 0.01 0.14 0.00 0.07 0.00
 -------- 14:00 0.00 0.60 0.11 0.15 0.00 0.07 0.00 0.09 0.01
 -------- 15:00 0.01 0.57 0.16 0.20 0.01 0.10 0.00 0.08 0.00
 11.05.13 16:00 0.01 0.52 0.14 0.18 0.01 0.11 0.00 0.16 0.00
 -------- 17:00 0.01 0.50 0.16 0.19 0.00 0.13 0.00 0.19 0.00
 -------- 18:00 0.01 0.48 0.15 0.20 0.01 0.14 0.00 0.10 0.00
 -------- 19:00 0.00 0.41 0.15 0.25 0.01 0.13 0.00 0.06 0.00
 -------- 20:00 0.01 0.27 0.19 0.42 0.01 0.14 0.00 0.07 0.01
 11.05.13 21:00 0.01 0.14 0.23 0.54 0.01 0.16 0.00 0.07 0.01
 -------- 22:00 0.01 0.12 0.24 0.58 0.01 0.17 0.00 0.08 0.01
