 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 16.04.13 12:00 0.01 0.48 0.14 0.26 0.01 0.14 0.00 0.07 0.01
 -------- 13:00 0.01 0.55 0.10 0.21 0.01 0.15 0.00 0.07 0.01
 -------- 14:00 0.01 0.50 0.13 0.25 0.01 0.14 0.00 0.05 0.01
 -------- 15:00 0.01 0.53 0.12 0.24 0.01 0.16 0.00 0.07 0.01
 -------- 16:00 0.01 0.55 0.11 0.22 0.01 0.16 0.00 0.06 0.01
 16.04.13 17:00 0.01 0.49 0.12 0.25 0.01 0.14 0.00 0.06 0.00
 -------- 18:00 0.00 0.47 0.10 0.24 0.01 0.15 0.00 0.07 0.01
 -------- 19:00 0.01 0.46 0.11 0.27 0.01 0.15 0.00 0.05 0.00
 -------- 20:00 0.01 0.31 0.12 0.41 0.01 0.15 0.00 0.07 0.01
 -------- 21:00 0.01 0.16 0.16 0.58 0.01 0.20 0.00 0.06 0.01
 16.04.13 22:00 0.01 0.12 0.19 0.63 0.01 0.22 0.00 0.08 0.01
 -------- 23:00 0.02 0.13 0.20 0.65 0.01 0.16 0.00 0.07 0.01
 -------- 00:00 0.03 0.12 0.18 0.63 0.01 0.23 0.00 0.09 0.01
 -------- 01:00 0.02 0.11 0.17 0.61 0.01 0.23 0.00 0.10 0.01
 -------- 02:00 0.02 0.11 0.16 0.60 0.01 0.18 0.00 0.09 0.01
 17.04.13 03:00 0.02 0.11 0.13 0.59 0.01 0.19 0.00 0.08 0.01
 -------- 04:00 0.01 0.10 0.14 0.57 0.01 0.22 0.00 0.09 0.01
 -------- 05:00 0.01 0.09 0.11 0.55 0.01 0.17 0.00 0.09 0.01
 -------- 06:00 0.01 0.11 0.13 0.56 0.02 0.17 0.00 0.10 0.01
 -------- 07:00 0.01 0.10 0.16 0.62 0.01 0.19 0.00 0.10 0.01
 17.04.13 08:00 0.01 0.11 0.16 0.57 0.01 0.17 0.00 0.07 0.01
 -------- 09:00 0.01 0.15 0.20 0.55 0.01 0.17 0.00 0.10 0.01
 -------- 10:00 0.01 0.21 0.23 0.53 0.01 0.15 0.00 0.09 0.01
 -------- 11:00 0.01 0.31 0.18 0.38 0.01 0.14 0.00 0.08 0.01
 -------- 12:00 0.01 0.46 0.11 0.20 0.01 0.14 0.00 0.06 0.01
 17.04.13 13:00 0.00 0.52 0.10 0.18 0.01 0.13 0.00 0.07 0.00
 -------- 14:00 0.01 0.51 0.10 0.19 0.01 0.15 0.00 0.06 0.01
 -------- 15:00 0.00 0.47 0.11 0.25 0.01 0.14 0.00 0.07 0.01
 -------- 16:00 0.00 0.52 0.11 0.23 0.01 0.14 0.00 0.08 0.00
 -------- 17:00 0.00 0.51 0.12 0.26 0.01 0.15 0.00 0.07 0.01
 17.04.13 18:00 0.00 0.47 0.10 0.29 0.01 0.13 0.00 0.07 0.01
 -------- 19:00 0.00 0.44 0.08 0.31 0.01 0.11 0.00 0.08 0.01
 -------- 20:00 0.01 0.28 0.13 0.48 0.01 0.12 0.00 0.06 0.01
 -------- 21:00 0.00 0.17 0.15 0.58 0.01 0.16 0.00 0.06 0.01
 -------- 22:00 0.01 0.10 0.19 0.67 0.01 0.18 0.00 0.08 0.01
 17.04.13 23:00 0.01 0.31 0.15 0.45 0.01 0.18 0.00 0.06 0.01
 -------- 00:00 0.01 0.29 0.11 0.45 0.01 0.11 0.00 0.05 0.01
 -------- 01:00 0.01 0.24 0.11 0.49 0.01 0.11 0.00 0.05 0.01
 -------- 02:00 0.01 0.26 0.13 0.47 0.01 0.14 0.00 0.07 0.01
 -------- 03:00 0.01 0.25 0.13 0.50 0.01 0.09 0.00 0.07 0.00
 18.04.13 04:00 0.01 0.29 0.11 0.43 0.01 0.10 0.00 0.06 0.01
 -------- 05:00 0.01 0.33 0.11 0.38 0.00 0.11 0.00 0.07 0.01
 -------- 06:00 0.01 0.34 0.12 0.38 0.01 0.10 0.00 0.06 0.01
 -------- 07:00 0.01 0.28 0.14 0.45 0.01 0.10 0.00 0.07 0.01
 -------- 08:00 0.01 0.27 0.14 0.45 0.01 0.12 0.00 0.05 0.01
 18.04.13 09:00 0.01 0.31 0.13 0.43 0.01 0.15 0.00 0.08 0.01
 -------- 10:00 0.01 0.38 0.12 0.37 0.01 0.12 0.00 0.07 0.01
 -------- 11:00 0.01 0.38 0.14 0.36 0.01 0.15 0.00 0.06 0.01
