 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 24.01.13 23:00 0.00 0.14 0.10 0.29 0.01 0.12 0.00 0.07 0.00
 -------- 00:00 0.00 0.19 0.12 0.25 0.01 0.12 0.00 0.08 0.00
 -------- 01:00 0.00 0.12 0.15 0.32 0.00 0.12 0.00 0.12 0.00
 -------- 02:00 0.00 0.14 0.13 0.31 0.01 0.12 0.00 0.08 0.01
 -------- 03:00 0.00 0.12 0.12 0.29 0.01 0.14 0.00 0.05 0.01
 25.01.13 04:00 0.01 0.15 0.11 0.27 0.01 0.13 0.00 0.12 0.01
 -------- 05:00 0.00 0.14 0.12 0.26 0.01 0.11 0.00 0.07 0.01
 -------- 06:00 0.00 0.19 0.09 0.22 0.00 0.11 0.00 0.08 0.01
 -------- 07:00 0.00 0.12 0.12 0.29 0.00 0.10 0.00 0.07 0.00
 -------- 08:00 0.00 0.10 0.16 0.35 0.01 0.10 0.00 0.08 0.01
 25.01.13 09:00 0.00 0.14 0.17 0.32 0.01 0.09 0.00 0.07 0.01
 -------- 10:00 0.00 0.21 0.13 0.23 0.01 0.10 0.00 0.10 0.00
 -------- 11:00 0.00 0.21 0.12 0.22 0.01 0.11 0.00 0.09 0.00
 -------- 12:00 0.00 0.19 0.15 0.27 0.01 0.08 0.00 0.07 0.00
 -------- 13:00 0.00 0.20 0.17 0.28 0.01 0.10 0.00 0.09 0.00
 25.01.13 14:00 0.01 0.19 0.17 0.28 0.01 0.12 0.00 0.09 0.01
 -------- 15:00 0.00 0.17 0.16 0.30 0.01 0.11 0.00 0.08 0.00
 -------- 16:00 0.01 0.16 0.20 0.32 0.02 0.12 0.00 0.07 0.01
 -------- 17:00 0.00 0.14 0.20 0.35 0.02 0.10 0.00 0.07 0.01
 -------- 18:00 0.00 0.10 0.18 0.37 0.01 0.12 0.00 0.06 0.01
 25.01.13 19:00 0.01 0.10 0.19 0.39 0.01 0.14 0.00 0.09 0.01
 -------- 20:00 0.00 0.12 0.21 0.36 0.01 0.10 0.00 0.08 0.01
 -------- 21:00 0.00 0.11 0.18 0.36 0.01 0.11 0.00 0.07 0.01
 -------- 22:00 0.01 0.10 0.19 0.36 0.01 0.09 0.00 0.06 0.01
 -------- 23:00 0.00 0.07 0.19 0.37 0.01 0.15 0.00 0.07 0.00
 26.01.13 00:00 0.01 0.07 0.19 0.37 0.01 0.12 0.00 0.10 0.00
 -------- 01:00 0.00 0.10 0.17 0.35 0.01 0.11 0.00 0.08 0.01
 -------- 02:00 0.00 0.08 0.17 0.36 0.01 0.12 0.00 0.06 0.00
 -------- 03:00 0.00 0.09 0.14 0.31 0.00 0.11 0.00 0.10 0.00
 -------- 04:00 0.00 0.08 0.14 0.33 0.01 0.13 0.00 0.08 0.00
 26.01.13 05:00 0.00 0.19 0.12 0.21 ---- 0.09 0.00 0.09 0.00
 -------- 06:00 0.00 0.17 0.13 0.23 0.01 0.10 0.00 0.10 0.00
 -------- 07:00 0.00 0.10 0.16 0.32 0.00 0.07 0.00 0.10 0.01
 -------- 08:00 0.00 0.09 0.16 0.37 0.03 0.13 0.00 0.05 0.00
 -------- 09:00 0.01 0.08 0.18 0.38 0.01 0.11 0.00 0.08 0.01
 26.01.13 10:00 0.00 0.09 0.22 0.37 0.01 0.13 0.00 0.09 0.01
 -------- 11:00 0.01 0.13 0.21 0.37 0.00 0.13 0.00 0.11 0.00
 -------- 12:00 0.01 0.15 0.18 0.34 0.01 0.12 0.00 0.08 0.00
 -------- 13:00 0.01 0.16 0.20 0.34 0.02 0.15 0.00 0.13 0.01
 -------- 14:00 0.01 0.16 0.20 0.32 0.01 0.13 0.00 0.10 0.00
 26.01.13 15:00 0.01 0.15 0.19 0.35 0.02 0.14 0.00 0.08 0.00
 -------- 16:00 0.01 0.12 0.09 0.38 ---- 0.16 0.00 ---- ----
 -------- 17:00 0.01 0.09 0.09 0.39 ---- 0.21 0.00 0.20 ----
 -------- 18:00 0.01 0.09 0.20 0.40 0.02 0.15 0.00 0.07 0.00
 -------- 19:00 0.01 0.09 0.21 0.41 0.00 0.14 0.00 0.12 0.01
 26.01.13 20:00 0.00 0.09 0.21 0.38 0.01 0.11 0.00 0.11 0.01
 -------- 21:00 0.00 0.10 0.24 0.37 0.01 0.11 0.00 0.08 0.01
 -------- 22:00 0.00 0.09 0.18 0.37 0.01 0.11 0.00 0.11 0.00
