 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 16.05.13 12:00 0.44 0.43 0.26 0.39 0.00 0.13 0.00 0.01 0.01
 -------- 13:00 0.28 0.48 0.29 0.41 0.01 0.13 0.00 0.03 0.00
 -------- 15:00 0.02 0.46 0.27 0.34 0.01 0.20 0.00 0.07 0.01
 -------- 16:00 0.01 0.50 0.25 0.33 0.01 0.19 0.00 0.06 0.00
 -------- 17:00 0.00 0.41 0.24 0.40 0.01 0.19 0.00 0.06 0.01
 16.05.13 18:00 0.00 0.20 0.22 0.49 0.01 0.22 0.00 0.05 0.01
 -------- 19:00 0.00 0.15 0.22 0.48 0.01 0.22 0.00 0.05 0.01
 -------- 20:00 0.01 0.13 0.25 0.52 0.01 0.20 0.00 0.07 0.01
 -------- 21:00 0.02 0.10 0.28 0.63 0.02 0.21 0.00 0.09 0.01
 -------- 22:00 0.17 0.15 0.28 0.60 0.01 0.20 0.00 0.06 0.01
 16.05.13 23:00 0.01 0.23 0.20 0.29 0.01 0.19 0.00 0.05 0.01
 -------- 00:00 0.00 0.34 0.14 0.18 0.01 0.17 0.00 0.06 0.01
 -------- 01:00 0.00 0.33 0.14 0.20 0.01 0.17 0.00 0.05 0.00
 -------- 02:00 0.00 0.28 0.14 0.22 0.01 0.18 0.00 0.05 0.01
 -------- 03:00 0.01 0.17 0.14 0.34 0.01 0.19 0.00 0.07 0.01
 17.05.13 04:00 0.00 0.31 0.14 0.19 0.01 0.18 0.00 0.06 0.00
 -------- 05:00 0.00 0.32 0.14 0.13 0.01 0.17 0.00 0.05 0.01
 -------- 06:00 0.00 0.31 0.14 0.13 0.01 0.18 0.00 0.06 0.00
 -------- 07:00 0.00 0.27 0.15 0.19 0.01 0.16 0.00 0.05 0.00
 -------- 08:00 0.00 0.24 0.17 0.26 0.01 0.16 0.00 0.05 0.01
 17.05.13 09:00 0.00 0.28 0.18 0.26 0.01 0.17 0.00 0.05 0.01
 -------- 10:00 0.00 0.38 0.19 0.25 0.01 0.19 0.00 0.05 0.01
 -------- 11:00 0.02 0.43 0.19 0.23 0.01 0.19 0.00 0.05 0.00
 -------- 12:00 0.04 0.38 0.23 0.33 0.01 0.16 0.00 0.05 0.01
 -------- 13:00 0.03 0.40 0.21 0.30 0.01 0.15 0.00 0.06 0.01
 17.05.13 14:00 0.05 0.49 0.24 0.24 0.01 0.17 0.00 0.04 0.01
 -------- 15:00 0.05 0.55 0.25 0.16 0.01 0.18 0.00 0.07 0.01
 -------- 16:00 0.00 0.46 0.24 0.14 0.01 0.19 0.00 0.06 0.00
 -------- 17:00 0.00 0.39 0.21 0.14 0.01 0.20 0.00 0.06 0.00
 -------- 18:00 ---- 0.38 0.19 0.15 0.00 0.18 0.00 0.05 0.01
 17.05.13 19:00 ---- 0.38 0.19 0.15 0.01 0.18 0.00 0.05 0.01
 -------- 20:00 ---- 0.32 0.17 0.14 0.01 0.20 0.00 0.04 0.01
 -------- 21:00 0.00 0.31 0.18 0.17 0.01 0.18 0.00 0.05 0.01
 -------- 22:00 0.00 0.29 0.16 0.17 0.01 0.18 0.00 0.05 0.01
 -------- 23:00 0.00 0.22 0.15 0.18 0.01 0.19 0.00 0.05 0.01
 18.05.13 00:00 0.00 0.18 0.17 0.19 0.01 0.20 0.00 0.04 0.01
 -------- 01:00 0.00 0.15 0.17 0.20 0.01 0.24 0.00 0.05 0.01
 -------- 02:00 0.00 0.11 0.16 0.24 0.01 0.25 0.00 0.05 0.01
 -------- 03:00 0.00 0.10 0.15 0.25 0.01 0.26 0.00 0.05 0.01
 -------- 04:00 0.00 0.12 0.15 0.24 0.01 0.25 0.00 0.05 0.01
 18.05.13 05:00 0.04 0.11 0.17 0.25 0.01 0.23 0.00 0.05 0.01
 -------- 06:00 0.10 0.16 0.18 0.23 0.01 0.13 0.00 0.03 0.01
 -------- 07:00 0.08 0.12 0.19 0.20 0.01 0.17 0.00 0.04 0.00
 -------- 08:00 0.10 0.22 0.23 0.21 0.01 0.16 0.00 0.04 0.01
 -------- 09:00 0.13 0.28 0.27 0.24 0.01 0.14 0.00 0.04 0.01
 18.05.13 10:00 0.15 0.37 0.28 0.23 0.01 0.17 0.00 0.03 0.01
 -------- 11:00 0.11 0.36 0.23 0.24 0.01 0.17 0.00 0.05 0.01
