 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 16.01.13 00:00 0.00 0.13 0.14 0.33 0.00 0.09 0.00 0.09 0.00
 -------- 01:00 0.00 0.08 0.16 0.36 0.01 0.11 0.00 0.08 0.00
 -------- 02:00 0.00 0.09 0.18 0.37 0.01 0.09 0.00 0.06 0.00
 -------- 03:00 0.00 0.07 0.14 0.39 0.01 0.09 0.00 0.08 0.00
 -------- 04:00 0.00 0.11 0.14 0.34 0.00 0.10 0.00 0.07 0.01
 16.01.13 05:00 0.01 0.11 0.15 0.33 0.01 0.12 0.00 0.07 0.00
 -------- 06:00 0.01 0.12 0.14 0.29 0.00 0.10 0.00 0.07 0.00
 -------- 07:00 0.00 0.07 0.17 0.37 0.01 0.11 0.00 0.07 0.00
 -------- 08:00 0.01 0.07 0.16 0.39 0.01 0.11 0.00 0.07 0.00
 -------- 09:00 0.01 0.07 0.17 0.41 0.01 0.09 0.00 0.07 0.00
 16.01.13 10:00 0.01 0.06 0.24 0.41 0.01 0.12 0.00 0.08 0.01
 -------- 11:00 0.01 0.07 0.18 0.41 0.01 0.13 0.00 0.10 0.00
 -------- 12:00 0.01 0.09 0.22 0.41 0.01 0.11 0.00 0.10 0.01
 -------- 13:00 0.01 0.10 0.23 0.41 0.02 0.10 0.00 0.11 0.01
 -------- 14:00 0.01 0.07 0.20 0.40 0.01 0.12 0.00 0.09 0.00
 16.01.13 15:00 0.01 0.08 0.21 0.39 0.01 0.11 0.00 0.10 0.01
 -------- 16:00 0.01 0.08 0.21 0.39 0.01 0.10 0.00 0.09 0.00
 -------- 17:00 0.01 0.07 0.21 0.39 0.02 0.11 0.00 0.10 0.01
 -------- 18:00 0.08 0.10 0.20 0.39 0.01 0.11 0.00 0.07 0.01
 -------- 19:00 0.07 0.07 0.18 0.40 0.01 0.14 0.00 0.10 0.01
 16.01.13 20:00 0.02 0.08 0.18 0.35 0.01 0.13 0.00 0.10 0.01
 -------- 21:00 0.01 0.07 0.18 0.32 0.01 0.12 0.00 0.08 0.00
 -------- 22:00 0.02 0.09 0.20 0.29 0.01 0.12 0.00 0.09 0.00
 -------- 23:00 0.02 0.07 0.18 0.30 0.01 0.11 0.00 0.08 0.00
 -------- 00:00 0.02 0.07 0.18 0.29 0.01 0.10 0.00 0.07 0.01
 17.01.13 01:00 0.02 0.09 0.18 0.28 0.01 0.10 0.00 0.09 0.00
 -------- 02:00 0.01 0.07 0.17 0.28 0.00 0.09 0.00 0.07 0.00
 -------- 03:00 0.02 0.10 0.17 0.26 0.01 0.07 0.00 0.07 0.00
 -------- 04:00 0.02 0.12 0.18 0.24 0.01 0.06 0.00 0.06 0.00
 -------- 05:00 0.02 0.10 0.18 0.26 0.00 0.05 0.00 0.07 0.00
 17.01.13 06:00 0.01 0.09 0.15 0.24 0.01 0.10 0.00 0.07 0.00
 -------- 07:00 0.01 0.11 0.18 0.26 0.01 0.06 0.00 0.08 0.00
 -------- 08:00 0.01 0.11 0.18 0.26 0.01 0.07 0.00 0.07 0.00
 -------- 09:00 0.01 0.10 0.19 0.28 0.01 0.07 0.00 0.07 0.00
 -------- 10:00 0.01 0.09 0.17 0.28 0.01 0.08 0.00 0.07 0.00
 17.01.13 11:00 0.01 0.10 0.15 0.25 0.01 0.10 0.00 0.07 0.00
 -------- 12:00 0.01 0.13 0.15 0.23 0.00 0.09 0.00 0.08 0.00
 -------- 13:00 0.01 0.14 0.17 0.23 0.01 0.08 0.00 0.07 0.00
 -------- 14:00 0.01 0.17 0.16 0.21 0.01 0.07 0.00 0.07 0.00
 -------- 15:00 0.01 0.14 0.15 0.23 0.01 0.09 0.00 0.06 0.00
 17.01.13 16:00 0.00 0.13 0.14 0.22 0.01 0.10 0.00 0.08 0.00
 -------- 17:00 0.00 0.14 0.13 0.21 0.01 0.10 0.00 0.08 0.00
 -------- 18:00 0.00 0.14 0.16 0.22 0.00 0.08 0.00 0.08 0.00
 -------- 19:00 0.00 0.11 0.17 0.25 0.01 0.10 0.00 0.04 0.00
 -------- 20:00 0.01 0.11 0.16 0.24 0.01 0.11 0.00 0.07 0.00
 17.01.13 21:00 0.01 0.13 0.15 0.22 0.01 0.10 0.00 0.08 0.00
 -------- 22:00 0.01 0.14 0.20 0.21 0.00 0.10 0.00 0.06 0.00
 -------- 23:00 0.01 0.15 0.15 0.20 0.01 0.11 0.00 0.05 0.00
