 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 17.03.13 00:00 0.00 0.21 0.16 0.25 0.01 0.10 0.00 0.08 0.01
 -------- 01:00 0.00 0.31 0.13 0.17 0.01 0.08 0.00 0.07 0.01
 -------- 02:00 0.00 0.29 0.16 0.17 0.01 0.09 0.00 0.08 0.01
 -------- 03:00 0.00 0.29 0.14 0.18 0.01 0.11 0.00 0.07 0.01
 -------- 04:00 0.00 0.35 0.11 0.12 0.00 0.08 0.00 0.09 0.01
 17.03.13 05:00 0.00 0.37 0.08 0.12 0.01 0.09 0.00 0.09 0.00
 -------- 06:00 0.00 0.32 0.10 0.17 0.01 0.07 0.00 0.08 0.00
 -------- 07:00 0.00 0.33 0.11 0.17 0.01 0.06 0.00 0.06 0.01
 -------- 08:00 0.00 0.26 0.12 0.24 0.01 0.06 0.00 0.07 0.01
 -------- 09:00 0.00 0.26 0.10 0.24 0.01 0.09 0.00 0.09 0.00
 17.03.13 10:00 0.00 0.30 0.13 0.21 0.01 0.08 0.00 0.08 0.00
 -------- 11:00 0.00 0.32 0.13 0.19 0.01 0.07 0.00 0.09 0.01
 -------- 12:00 0.00 0.33 0.10 0.19 0.00 0.09 0.00 0.08 0.00
 -------- 13:00 0.00 0.31 0.10 0.19 0.00 0.11 0.00 0.06 0.01
 -------- 14:00 0.00 0.34 0.12 0.17 0.00 0.08 0.00 0.08 0.01
 17.03.13 15:00 0.00 0.35 0.10 0.16 0.01 0.08 0.00 0.08 0.00
 -------- 16:00 0.00 0.31 0.13 0.22 0.01 0.10 0.00 0.10 0.01
 -------- 17:00 0.00 0.25 0.14 0.28 0.01 0.07 0.00 0.07 0.01
 -------- 18:00 0.00 0.23 0.13 0.30 0.01 0.07 0.00 0.08 0.01
 -------- 19:00 0.00 0.25 0.13 0.25 0.01 0.08 0.00 0.07 0.00
 17.03.13 20:00 0.00 0.27 0.12 0.21 0.01 0.11 0.00 0.08 0.00
 -------- 21:00 0.00 0.30 0.09 0.19 0.00 0.07 0.00 0.08 0.01
 -------- 22:00 0.00 0.27 0.13 0.23 0.01 0.07 0.00 0.07 0.01
 -------- 23:00 0.00 0.29 0.14 0.22 ---- 0.06 0.00 0.05 0.01
 -------- 00:00 0.00 0.27 0.11 0.21 0.00 0.08 0.00 0.06 0.01
 18.03.13 01:00 0.00 0.19 0.10 0.31 0.00 0.06 0.00 0.05 0.01
 -------- 02:00 0.01 0.21 0.11 0.27 0.00 0.07 0.00 0.06 0.01
 -------- 03:00 0.01 0.21 0.11 0.25 0.01 0.08 0.00 0.07 0.01
 -------- 04:00 0.00 0.17 0.12 0.31 0.00 0.06 0.00 0.08 0.01
 -------- 05:00 0.01 0.16 0.10 0.31 0.01 0.06 0.00 0.05 0.00
 18.03.13 06:00 0.01 0.13 0.11 0.35 0.01 0.06 0.00 0.07 0.01
 -------- 07:00 0.01 0.11 0.13 0.37 0.01 0.10 0.00 0.08 0.01
 -------- 08:00 0.00 0.10 0.16 0.40 0.01 0.07 0.00 0.07 0.01
 -------- 09:00 0.00 0.14 0.15 0.37 0.01 0.08 0.00 0.09 0.01
 -------- 10:00 0.00 0.14 0.15 0.35 0.01 0.10 0.00 0.06 0.01
 18.03.13 11:00 0.00 0.20 0.14 0.31 0.01 0.09 0.00 0.09 0.01
 -------- 12:00 0.00 0.21 0.14 0.30 0.02 0.09 0.00 0.06 0.01
 -------- 13:00 0.01 0.29 0.12 0.23 0.01 0.08 0.00 0.08 0.01
 -------- 14:00 0.01 0.34 0.13 0.17 0.01 0.09 0.00 0.06 0.01
 -------- 15:00 0.01 0.29 0.11 0.21 0.01 0.11 0.00 0.08 0.01
 18.03.13 16:00 0.01 0.27 0.11 0.22 0.01 0.11 0.00 0.09 0.01
 -------- 17:00 0.00 0.24 0.14 0.22 0.00 0.11 0.00 0.09 0.01
 -------- 18:00 0.00 0.22 0.14 0.22 0.01 0.09 0.00 0.05 0.01
 -------- 19:00 0.00 0.24 0.12 0.19 0.01 0.08 0.00 0.06 0.01
 -------- 20:00 0.00 0.23 0.11 0.21 0.01 0.07 0.00 0.06 0.01
 18.03.13 21:00 0.00 0.23 0.08 0.19 0.01 0.08 0.00 0.08 0.01
 -------- 22:00 0.00 0.24 0.10 0.20 0.01 0.07 0.00 0.08 0.00
 -------- 23:00 0.00 0.25 0.12 0.18 0.01 0.07 0.00 0.09 0.00
