 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 06.03.13 12:00 0.01 0.15 0.09 0.42 0.01 0.06 0.00 0.09 0.00
 -------- 13:00 0.01 0.18 0.07 0.41 0.01 0.06 0.00 0.10 0.00
 -------- 14:00 0.01 0.21 0.10 0.37 0.01 0.08 0.00 0.08 0.00
 -------- 15:00 0.01 0.24 0.08 0.38 0.01 0.11 0.00 0.07 0.00
 -------- 16:00 0.01 0.28 0.04 0.32 0.01 0.10 0.00 0.10 0.00
 06.03.13 17:00 0.01 0.28 0.07 0.34 0.01 0.09 0.00 0.10 0.00
 -------- 18:00 0.01 0.27 0.10 0.36 0.01 0.10 0.00 0.09 0.00
 -------- 19:00 0.01 0.24 0.09 0.37 0.01 0.09 0.00 0.08 0.00
 -------- 20:00 0.01 0.23 0.10 0.37 0.01 0.10 0.00 0.08 0.00
 -------- 21:00 0.01 0.23 0.07 0.38 0.01 0.09 0.00 0.07 0.00
 06.03.13 22:00 0.01 0.25 0.03 0.34 0.01 0.10 0.00 0.08 0.01
 -------- 23:00 0.01 0.33 0.02 0.28 0.01 0.08 0.00 0.09 0.00
 -------- 00:00 0.01 0.40 0.03 0.19 0.01 0.09 0.00 0.09 0.01
 -------- 01:00 0.01 0.46 0.03 0.15 0.01 0.08 0.00 0.08 0.00
 -------- 02:00 0.01 0.47 0.02 0.16 0.01 0.08 0.00 0.09 0.00
 07.03.13 03:00 0.01 0.47 0.03 0.16 0.01 0.09 0.00 0.07 0.01
 -------- 04:00 0.01 0.47 0.04 0.18 0.01 0.08 0.00 0.09 0.00
 -------- 05:00 0.01 0.41 0.07 0.22 0.00 0.08 0.00 0.09 0.00
 -------- 06:00 0.01 0.36 0.06 0.28 0.00 0.08 0.00 0.07 0.01
 -------- 07:00 0.01 0.34 0.07 0.32 0.01 0.06 0.00 0.10 0.00
 07.03.13 08:00 0.01 0.31 0.03 0.33 0.01 0.11 0.00 0.10 0.00
 -------- 09:00 0.01 0.32 0.08 0.32 0.01 0.07 0.00 0.09 0.01
 -------- 10:00 0.01 0.37 0.05 0.24 0.01 0.09 0.00 0.08 0.01
 -------- 11:00 0.00 0.39 0.04 0.21 0.01 0.09 0.00 0.08 0.00
 -------- 12:00 0.00 0.38 0.01 0.15 0.01 0.08 0.00 0.10 0.00
 07.03.13 13:00 0.00 0.35 0.01 0.19 0.01 0.10 0.00 0.07 0.00
 -------- 14:00 0.00 0.40 0.04 0.15 0.01 0.06 0.00 0.08 0.00
 -------- 15:00 0.00 0.41 0.03 0.14 0.01 0.08 0.00 0.08 0.00
 -------- 16:00 0.00 0.42 0.01 0.15 0.01 0.08 0.00 0.09 0.01
 -------- 17:00 0.00 0.39 0.03 0.14 0.01 0.10 0.00 0.06 0.00
 07.03.13 18:00 0.00 0.34 0.03 0.20 0.01 0.09 0.00 0.09 0.00
 -------- 19:00 0.00 0.28 0.04 0.25 0.01 0.07 0.00 0.09 0.00
 -------- 20:00 0.00 0.22 0.04 0.31 0.01 0.07 0.00 0.09 0.00
 -------- 21:00 0.00 0.19 0.03 0.33 0.01 0.07 0.00 0.07 0.00
 -------- 22:00 0.00 0.11 0.06 0.40 0.01 0.07 0.00 0.06 0.00
 07.03.13 23:00 0.00 0.15 0.03 0.35 0.01 0.06 0.00 0.07 0.00
 -------- 00:00 0.00 0.10 0.04 0.41 0.01 0.08 0.00 0.08 0.00
 -------- 01:00 0.00 0.15 0.04 0.33 0.01 0.06 0.00 0.07 0.00
 -------- 02:00 0.00 0.19 0.01 0.30 0.00 0.05 0.00 0.08 0.01
 -------- 03:00 0.00 0.21 0.03 0.30 0.01 0.04 0.00 0.08 0.00
 08.03.13 04:00 0.00 0.23 0.02 0.25 0.01 0.07 0.00 0.09 0.00
 -------- 05:00 0.00 0.26 0.03 0.24 0.01 0.06 0.00 0.07 0.01
 -------- 06:00 0.00 0.29 0.02 0.19 0.00 0.06 0.00 0.08 0.00
 -------- 07:00 0.00 0.28 0.00 0.20 0.01 0.07 0.00 0.06 0.00
 -------- 08:00 0.00 0.33 0.02 0.14 0.00 0.06 0.00 0.08 0.00
 08.03.13 09:00 0.00 0.37 ---- 0.10 0.00 0.06 0.00 0.08 0.00
 -------- 10:00 0.00 0.38 ---- 0.10 0.00 0.07 0.00 0.06 0.00
 -------- 11:00 0.00 0.35 ---- 0.13 0.01 0.07 0.00 0.08 0.00
