 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 15.04.13 00:00 0.01 0.20 0.21 0.49 0.01 0.10 0.00 0.06 0.01
 -------- 01:00 0.01 0.11 0.20 0.56 0.01 0.18 0.00 0.05 0.01
 -------- 02:00 0.03 0.19 0.14 0.46 0.01 0.14 0.00 0.06 0.01
 -------- 03:00 0.01 0.21 0.16 0.41 0.01 0.14 0.00 0.06 0.00
 -------- 04:00 0.01 0.20 0.15 0.41 0.01 0.12 0.00 0.06 0.01
 15.04.13 05:00 0.01 0.13 0.15 0.47 0.01 0.14 0.00 0.06 0.01
 -------- 06:00 0.02 0.11 0.18 0.50 0.01 0.18 0.00 0.07 0.01
 -------- 07:00 0.02 0.10 0.16 0.51 0.01 0.15 0.00 0.06 0.01
 -------- 08:00 0.02 0.11 0.22 0.53 0.01 0.17 0.00 0.07 0.01
 -------- 09:00 0.01 0.16 0.22 0.53 0.01 0.16 0.00 0.08 0.01
 15.04.13 10:00 0.01 0.20 0.23 0.51 0.01 0.15 0.00 0.08 0.01
 -------- 11:00 0.02 0.34 0.21 0.40 0.01 0.15 0.00 0.07 0.01
 -------- 12:00 0.01 0.44 0.17 0.31 0.01 0.15 0.00 0.06 0.01
 -------- 13:00 0.01 0.46 0.16 0.33 0.01 0.15 0.00 0.07 0.01
 -------- 14:00 0.01 0.45 0.16 0.35 0.01 0.14 0.00 0.08 0.01
 15.04.13 15:00 0.01 0.45 0.13 0.33 0.01 0.14 0.00 0.08 0.00
 -------- 16:00 0.01 0.49 0.14 0.33 0.01 0.16 0.00 0.07 0.01
 -------- 17:00 0.01 0.50 0.12 0.27 0.00 0.15 0.00 0.07 0.01
 -------- 18:00 0.01 0.49 0.14 0.36 0.01 0.15 0.00 0.08 0.01
 -------- 19:00 0.00 0.41 0.15 0.48 0.01 0.16 0.00 0.06 0.01
 15.04.13 20:00 0.01 0.21 0.18 0.66 0.01 0.16 0.00 0.06 0.01
 -------- 21:00 0.01 0.12 0.22 0.75 0.01 0.20 0.00 0.07 0.01
 -------- 22:00 0.01 0.14 0.21 0.73 0.01 0.20 0.00 0.07 0.01
 -------- 23:00 0.02 0.11 0.22 0.75 0.01 0.16 0.00 0.08 0.01
 -------- 00:00 0.02 0.10 0.25 0.75 0.02 0.21 0.00 0.10 0.01
 16.04.13 01:00 0.01 0.10 0.23 0.71 0.01 0.19 0.00 0.09 0.01
 -------- 02:00 0.01 0.12 0.17 0.64 0.01 0.21 0.00 0.07 0.01
 -------- 03:00 0.01 0.08 0.16 0.67 0.01 0.19 0.00 0.07 0.01
 -------- 04:00 0.01 0.07 0.17 0.67 0.01 0.20 0.00 0.06 0.01
 -------- 05:00 0.01 0.08 0.14 0.65 0.01 0.16 0.00 0.07 0.01
 16.04.13 06:00 0.01 0.09 0.15 0.65 0.01 0.14 0.00 0.07 0.01
 -------- 07:00 0.02 0.11 0.23 0.76 0.02 0.17 0.00 0.09 0.01
 -------- 08:00 0.01 0.14 0.21 0.68 0.01 0.16 0.00 0.09 0.01
 -------- 09:00 0.01 0.21 0.22 0.59 0.01 0.12 0.00 0.08 0.01
 -------- 10:00 0.01 0.32 0.19 0.48 0.01 0.14 0.00 0.08 0.01
 16.04.13 11:00 0.01 0.33 0.23 0.48 0.01 0.14 0.00 0.08 0.01
 -------- 12:00 0.01 0.44 0.15 0.33 0.01 0.13 0.00 0.07 0.01
 -------- 13:00 0.01 0.55 0.10 0.21 0.01 0.15 0.00 0.07 0.01
 -------- 14:00 0.01 0.50 0.13 0.25 0.01 0.14 0.00 0.05 0.01
 -------- 15:00 0.01 0.53 0.12 0.24 0.01 0.16 0.00 0.07 0.01
 16.04.13 16:00 0.01 0.55 0.11 0.22 0.01 0.16 0.00 0.06 0.01
 -------- 17:00 0.01 0.49 0.12 0.25 0.01 0.14 0.00 0.06 0.00
 -------- 18:00 0.00 0.47 0.10 0.24 0.01 0.15 0.00 0.07 0.01
 -------- 19:00 0.01 0.46 0.11 0.27 0.01 0.15 0.00 0.05 0.00
 -------- 20:00 0.01 0.31 0.12 0.41 0.01 0.15 0.00 0.07 0.01
 16.04.13 21:00 0.01 0.16 0.16 0.58 0.01 0.20 0.00 0.06 0.01
 -------- 22:00 0.01 0.12 0.19 0.63 0.01 0.22 0.00 0.08 0.01
 -------- 23:00 0.02 0.13 0.20 0.65 0.01 0.16 0.00 0.07 0.01
