 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 28.10.12 00:00 0.00 0.15 0.16 0.27 0.01 0.10 0.00 0.07 0.00
 -------- 01:00 0.00 0.16 0.20 0.27 0.01 0.10 0.00 0.07 0.00
 -------- 02:00 0.00 0.16 0.17 0.24 0.01 0.10 0.00 0.07 0.00
 -------- 03:00 0.02 0.19 0.18 0.22 0.01 0.10 0.00 0.06 0.01
 -------- 04:00 0.03 0.14 0.13 0.26 0.01 0.13 0.00 0.07 0.00
 28.10.12 05:00 0.02 0.21 0.08 0.20 0.01 0.10 0.00 0.06 0.00
 -------- 06:00 0.02 0.19 0.14 0.24 0.01 0.10 0.00 0.09 0.01
 -------- 07:00 0.01 0.16 0.18 0.24 0.01 0.10 0.00 0.05 0.00
 -------- 08:00 0.02 0.10 0.18 0.29 0.00 0.10 0.00 0.06 0.01
 -------- 09:00 0.02 0.10 0.18 0.27 0.01 0.10 0.00 0.06 0.00
 28.10.12 10:00 0.02 0.09 0.17 0.27 0.01 0.10 0.00 0.07 0.00
 -------- 11:00 0.00 0.09 0.20 0.29 0.01 0.10 0.00 0.05 0.00
 -------- 12:00 0.00 0.09 0.19 0.29 0.01 0.10 0.00 0.08 0.00
 -------- 13:00 0.00 0.09 0.19 0.30 0.01 0.10 0.00 0.07 0.00
 -------- 14:00 0.00 0.07 0.21 0.30 0.01 0.10 0.00 0.07 0.00
 28.10.12 15:00 ---- 0.08 0.21 0.32 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 ---- 0.08 0.23 0.33 0.01 0.10 0.00 0.08 0.01
 -------- 17:00 ---- 0.06 0.22 0.31 0.01 0.10 0.00 0.08 0.01
 -------- 18:00 ---- 0.07 0.23 0.31 0.01 0.10 0.00 0.08 0.01
 -------- 19:00 0.00 0.05 0.24 0.31 0.01 0.10 0.00 0.08 0.01
 28.10.12 20:00 ---- 0.06 0.24 0.30 0.02 0.10 0.00 0.08 0.01
 -------- 21:00 0.00 0.08 0.29 0.38 0.02 0.10 0.00 0.12 0.01
 -------- 22:00 ---- 0.08 0.24 0.30 0.02 0.10 0.00 0.12 0.01
 -------- 23:00 0.00 0.08 0.20 0.27 0.01 0.10 0.00 0.08 0.00
 -------- 00:00 ---- 0.05 0.18 0.27 0.01 0.10 0.00 0.08 0.00
 29.10.12 01:00 ---- 0.09 0.18 0.20 0.01 0.10 0.00 0.06 0.00
 -------- 02:00 ---- 0.11 0.16 0.16 0.01 0.10 0.00 0.05 0.00
 -------- 03:00 ---- 0.13 0.14 0.14 0.01 0.10 0.00 0.05 0.00
 -------- 04:00 0.00 0.15 0.17 0.14 0.01 0.10 0.00 0.07 0.00
 -------- 05:00 ---- 0.13 0.17 0.17 0.01 0.10 0.00 0.07 0.00
 29.10.12 06:00 0.00 0.11 0.16 0.18 0.01 0.10 0.00 0.06 0.00
 -------- 07:00 0.00 0.11 0.14 0.18 0.01 0.10 0.00 0.08 0.00
 -------- 08:00 0.00 0.12 0.16 0.20 0.01 0.10 0.00 0.06 0.00
 -------- 09:00 0.00 0.14 0.14 0.20 0.01 0.10 0.00 0.07 0.00
 -------- 10:00 0.00 0.17 0.14 0.22 0.01 0.10 0.00 0.06 0.00
 29.10.12 11:00 0.00 0.20 0.14 0.19 0.01 0.10 0.00 0.08 0.00
 -------- 12:00 0.00 0.22 0.15 0.18 0.01 0.10 0.00 0.07 0.00
 -------- 13:00 0.01 0.19 0.18 0.24 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.00 0.16 0.16 0.25 0.01 0.10 0.00 0.06 0.00
 -------- 15:00 0.00 0.17 0.16 0.23 0.01 0.10 0.00 0.07 0.00
 29.10.12 16:00 ---- 0.16 0.17 0.23 0.01 0.10 0.00 0.06 0.00
 -------- 17:00 ---- 0.14 0.15 0.23 0.01 0.10 0.00 0.06 0.00
 -------- 18:00 0.00 0.14 0.15 0.23 0.01 0.10 0.00 0.07 0.00
 -------- 19:00 0.00 0.19 0.17 0.18 0.01 0.10 0.00 0.06 0.00
 -------- 20:00 0.00 0.21 0.17 0.18 0.01 0.10 0.00 0.07 0.00
 29.10.12 21:00 0.00 0.21 0.18 0.17 0.01 0.10 0.00 0.07 0.00
 -------- 22:00 ---- 0.18 0.15 0.18 0.01 0.10 0.00 0.07 0.00
