 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 11.02.13 16:00 0.01 0.10 0.06 0.33 ---- 0.21 0.00 ---- ----
 -------- 17:00 0.05 0.08 0.27 0.30 ---- 0.10 0.00 ---- ----
 -------- 18:00 0.05 0.01 0.24 0.31 ---- 0.40 ---- ---- ----
 -------- 19:00 0.00 0.04 0.30 0.28 ---- 0.25 0.00 ---- ----
 -------- 20:00 0.01 0.10 0.07 0.26 ---- 0.16 0.00 ---- ----
 11.02.13 21:00 0.01 0.01 0.32 0.24 ---- ---- 0.00 ---- ----
 -------- 22:00 0.01 ---- 0.06 0.23 ---- ---- ---- ---- ----
 -------- 23:00 0.01 0.09 0.40 0.25 ---- 0.19 0.00 ---- ----
 -------- 00:00 0.06 0.04 0.12 0.27 ---- 0.31 0.00 ---- ----
 -------- 01:00 0.05 0.04 0.42 0.26 ---- 0.17 0.00 ---- ----
 12.02.13 02:00 ---- ---- ---- 0.21 ---- ---- 0.01 ---- ----
 -------- 03:00 0.04 ---- ---- 0.21 ---- 0.11 0.00 ---- ----
 -------- 04:00 0.01 0.06 0.03 0.23 ---- 0.23 0.00 ---- ----
 -------- 05:00 0.00 ---- 0.15 0.22 ---- 0.09 0.00 ---- ----
 -------- 06:00 ---- ---- 0.35 0.19 ---- ---- ---- ---- ----
 12.02.13 11:00 0.00 0.16 0.09 0.21 0.00 0.08 0.00 0.07 0.00
 -------- 12:00 0.00 0.23 0.14 0.18 0.01 0.18 0.00 0.08 0.00
 -------- 13:00 0.00 0.31 0.18 0.17 0.01 0.20 0.00 0.09 0.00
 -------- 14:00 0.00 0.31 0.20 0.18 0.01 0.21 0.00 0.08 0.00
 -------- 15:00 0.00 0.28 0.23 0.20 0.01 0.19 0.00 0.09 0.00
 12.02.13 16:00 0.00 0.27 0.21 0.21 0.01 0.21 0.00 0.08 0.00
 -------- 17:00 0.00 0.27 0.21 0.23 0.01 0.21 0.00 0.08 0.00
 -------- 18:00 0.00 0.30 0.21 0.19 0.01 0.20 0.00 0.08 0.00
 -------- 19:00 0.00 0.27 0.20 0.20 0.01 0.21 0.00 0.09 0.00
 -------- 20:00 0.00 0.22 0.22 0.25 0.01 0.20 0.00 0.09 0.00
 12.02.13 21:00 0.00 0.24 0.22 0.21 0.01 0.21 0.00 0.08 0.00
 -------- 22:00 0.00 0.24 0.23 0.21 0.01 0.20 0.00 0.08 0.00
 -------- 23:00 0.00 0.24 0.23 0.21 0.01 0.19 0.00 0.09 0.00
 -------- 00:00 0.00 0.23 0.25 0.20 0.00 0.21 0.00 0.08 0.00
