 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 18.09.12 23:00 0.01 0.06 0.07 0.36 0.01 0.10 0.00 0.09 0.00
 -------- 00:00 0.01 0.06 0.05 0.37 0.02 0.20 0.00 0.08 0.01
 -------- 01:00 0.01 0.05 ---- 0.36 0.01 0.23 0.00 0.10 0.01
 -------- 02:00 0.01 0.02 ---- 0.34 ---- 0.20 0.00 ---- ----
 -------- 03:00 0.01 0.05 ---- 0.33 ---- 0.20 0.00 ---- ----
 19.09.12 04:00 0.00 0.05 ---- 0.30 ---- 0.20 0.00 0.20 ----
 -------- 05:00 0.00 0.02 0.06 0.28 0.01 0.17 0.00 0.12 0.01
 -------- 06:00 0.00 0.06 0.04 0.29 0.01 0.10 0.00 0.08 0.00
 -------- 07:00 0.01 0.05 0.04 0.30 0.01 0.10 0.00 0.09 0.01
 -------- 08:00 0.01 0.08 0.06 0.33 0.01 0.10 0.00 0.09 0.00
 19.09.12 09:00 0.01 0.05 ---- 0.35 0.02 0.17 0.00 0.09 0.01
 -------- 10:00 0.01 0.05 ---- 0.37 0.01 0.20 0.00 0.07 0.00
 -------- 12:00 0.00 0.15 0.09 0.30 0.01 0.10 0.00 0.05 0.00
 -------- 13:00 0.01 0.22 0.20 0.29 0.01 0.10 0.00 0.08 0.00
 -------- 14:00 0.01 0.30 0.21 0.28 0.00 0.10 0.00 0.07 0.00
 20.09.12 15:00 0.01 0.30 0.19 0.28 0.01 0.10 0.00 0.08 0.00
 -------- 16:00 0.01 0.29 0.20 0.30 0.01 0.10 0.00 0.07 0.00
 -------- 17:00 0.01 0.25 0.21 0.38 0.01 0.10 0.00 0.07 0.00
 -------- 18:00 0.00 0.23 0.21 0.38 0.01 0.10 0.00 0.08 0.01
 -------- 19:00 0.01 0.14 0.27 0.48 0.01 0.10 0.00 0.05 0.01
 20.09.12 20:00 0.01 0.09 0.31 0.52 0.01 0.10 0.00 0.08 0.01
 -------- 21:00 0.01 0.10 0.29 0.51 0.01 0.10 0.00 0.11 0.01
 -------- 22:00 0.01 0.09 0.19 0.42 0.01 0.10 0.00 0.08 0.01
 -------- 23:00 0.01 0.10 0.20 0.39 0.00 0.10 0.00 0.10 ----
