 Date Time CO OZ NO2 CHX NO PM10
 02.04.13 12:00 0.10 0.34 0.27 1.54 0.06 0.08
 -------- 13:00 0.09 0.37 0.23 1.51 0.05 0.06
 -------- 14:00 0.08 0.46 0.23 1.50 0.05 0.05
 -------- 15:00 0.09 0.51 0.21 1.56 0.04 0.06
 -------- 16:00 0.09 0.54 0.23 1.52 0.04 0.06
 02.04.13 17:00 0.09 0.50 0.26 1.56 0.03 0.14
 -------- 18:00 0.15 0.31 0.59 1.65 0.13 0.15
 -------- 19:00 0.19 0.14 0.67 1.75 0.14 0.19
 -------- 20:00 0.19 0.11 0.54 1.75 0.08 0.18
 -------- 21:00 0.21 0.15 0.46 1.70 0.05 0.13
 02.04.13 22:00 0.13 0.32 0.35 1.60 0.03 0.08
 -------- 23:00 0.11 0.25 0.42 1.55 0.04 0.06
 -------- 00:00 0.11 0.22 0.47 1.59 0.12 0.06
 -------- 01:00 0.17 0.03 0.56 1.71 0.21 0.09
 -------- 02:00 0.08 0.23 0.38 1.54 0.02 0.05
 03.04.13 03:00 0.07 0.24 0.38 1.56 0.01 0.06
 -------- 04:00 0.07 0.21 0.40 1.56 0.01 0.06
 -------- 05:00 0.10 0.07 0.55 1.68 0.15 0.07
 -------- 06:00 0.16 0.02 0.66 1.84 0.10 0.17
 -------- 07:00 0.18 0.04 0.65 1.82 0.13 0.16
 03.04.13 08:00 0.15 0.04 0.52 1.71 0.07 0.09
 -------- 09:00 0.17 0.05 0.54 1.67 0.16 0.11
 -------- 10:00 0.19 0.04 0.55 1.68 0.27 0.09
 -------- 11:00 0.19 0.06 0.67 1.72 0.26 0.13
 -------- 12:00 0.15 0.11 0.46 1.79 0.15 0.09
 03.04.13 13:00 0.13 0.13 0.50 1.75 0.16 0.11
 -------- 14:00 0.12 0.23 0.34 1.73 0.09 0.08
 -------- 15:00 0.12 0.28 0.33 1.64 0.08 0.25
 -------- 16:00 0.15 0.19 0.52 1.73 0.16 0.42
 -------- 17:00 0.13 0.21 0.43 1.65 0.11 0.48
 03.04.13 18:00 0.16 0.29 0.41 1.71 0.08 0.23
 -------- 19:00 0.19 0.20 0.49 1.70 0.10 0.19
 -------- 20:00 0.15 0.29 0.34 1.57 0.05 0.12
 -------- 21:00 0.12 0.26 0.38 1.56 0.06 0.13
 -------- 22:00 0.11 0.30 0.32 1.55 0.05 0.08
 03.04.13 23:00 0.09 0.30 0.32 1.52 0.04 0.06
 -------- 00:00 0.05 0.32 0.30 1.51 0.03 0.06
 -------- 01:00 0.04 0.33 0.30 1.50 0.03 0.04
 -------- 02:00 0.05 0.29 0.30 1.57 0.02 0.06
 -------- 03:00 0.04 0.28 0.32 1.60 0.02 0.05
 04.04.13 04:00 0.04 0.31 0.27 1.61 0.02 0.05
 -------- 05:00 0.04 0.38 0.25 1.56 0.02 0.07
 -------- 06:00 0.05 0.40 0.28 1.45 0.04 0.05
 -------- 07:00 0.04 0.44 0.25 1.42 0.04 0.03
 -------- 08:00 0.04 0.44 0.23 1.43 0.03 0.04
 04.04.13 09:00 0.07 0.51 0.23 1.75 0.04 0.07
 -------- 10:00 0.08 0.51 0.23 1.86 0.05 0.09
 -------- 11:00 0.06 0.58 0.18 1.65 0.03 0.06
