 Date Time CO OZ NO2 CHX NO PM10
 25.03.13 12:00 0.05 0.52 0.12 1.38 0.04 0.02
 -------- 13:00 0.05 0.54 0.12 1.39 0.04 0.03
 -------- 14:00 0.07 0.51 0.14 1.42 0.05 0.04
 -------- 15:00 0.07 0.50 0.16 1.42 0.06 0.05
 -------- 16:00 0.08 0.47 0.21 1.43 0.12 0.04
 25.03.13 17:00 0.08 0.49 0.18 1.42 0.06 0.05
 -------- 18:00 0.10 0.44 0.22 1.42 0.06 0.02
 -------- 19:00 0.08 0.45 0.18 1.41 0.04 0.02
 -------- 20:00 0.08 0.35 0.28 1.42 0.06 0.02
 -------- 21:00 0.09 0.24 0.36 1.46 0.07 0.02
 25.03.13 22:00 0.11 0.28 0.27 1.53 0.06 0.02
 -------- 23:00 0.08 0.26 0.29 1.47 0.05 0.05
 -------- 00:00 0.07 0.29 0.25 1.43 0.04 0.03
 -------- 01:00 0.08 0.28 0.24 1.44 0.03 0.03
 -------- 02:00 0.07 0.30 0.21 1.43 0.02 0.01
 26.03.13 03:00 0.05 0.39 0.16 1.40 0.02 0.00
 -------- 04:00 0.04 0.38 0.18 1.38 0.02 0.00
 -------- 05:00 0.04 0.34 0.23 1.39 0.06 0.01
 -------- 06:00 0.05 0.28 0.25 1.40 0.04 0.01
 -------- 07:00 0.06 0.28 0.26 1.40 0.05 0.01
 26.03.13 08:00 0.07 0.28 0.25 1.42 0.07 0.01
 -------- 09:00 0.07 0.30 0.24 1.42 0.08 0.01
 -------- 10:00 0.07 0.34 0.20 1.42 0.08 0.02
 -------- 11:00 0.06 0.38 0.18 1.41 0.07 0.02
 -------- 12:00 0.06 0.40 0.16 1.42 0.06 0.02
 26.03.13 13:00 0.07 0.36 0.21 1.43 0.09 0.03
 -------- 14:00 0.09 0.36 0.22 1.44 0.08 0.05
 -------- 15:00 0.10 0.38 0.23 1.46 0.08 0.06
 -------- 16:00 0.09 0.40 0.22 1.45 0.07 0.03
 -------- 17:00 0.08 0.48 0.20 1.41 0.05 0.03
 26.03.13 18:00 0.12 0.49 0.21 1.45 0.05 0.04
 -------- 19:00 0.09 0.47 0.20 1.43 0.04 0.01
 -------- 20:00 0.10 0.34 0.30 1.43 0.05 0.03
 -------- 21:00 0.13 0.20 0.41 1.50 0.07 0.09
 -------- 22:00 0.28 0.18 0.41 1.64 0.06 0.32
 26.03.13 23:00 0.15 0.14 0.42 1.49 0.06 0.05
 -------- 00:00 0.13 0.14 0.43 1.47 0.05 0.01
 -------- 01:00 0.07 0.14 0.44 1.45 0.07 0.00
 -------- 02:00 0.07 0.03 0.53 1.55 0.14 0.02
 -------- 03:00 0.08 0.01 0.59 1.67 0.28 0.04
 27.03.13 04:00 0.07 0.01 0.57 1.61 0.26 0.02
 -------- 05:00 0.09 0.01 0.56 1.65 0.36 0.03
 -------- 06:00 0.09 0.01 0.56 1.57 0.32 0.02
 -------- 07:00 0.18 0.01 0.58 1.65 0.42 0.03
 -------- 08:00 0.13 0.04 0.53 1.60 0.29 0.02
 27.03.13 09:00 0.13 0.09 0.50 1.58 0.28 0.03
 -------- 10:00 0.11 0.18 0.41 1.54 0.19 0.03
 -------- 11:00 0.12 0.24 0.45 1.55 0.18 0.04
