 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 22.03.13 12:00 0.11 0.27 0.28 1.50 0.12 0.05 0.05
 -------- 13:00 0.09 0.34 0.23 1.51 0.08 0.03 0.04
 -------- 14:00 0.15 0.30 0.34 1.57 0.14 0.11 0.15
 -------- 15:00 0.12 0.34 0.24 1.52 0.09 0.05 0.05
 -------- 16:00 0.10 0.34 0.25 1.49 0.09 0.04 0.04
 22.03.13 17:00 0.12 0.32 0.25 1.48 0.09 0.05 0.08
 -------- 18:00 0.10 0.26 0.30 1.46 0.10 0.05 0.06
 -------- 19:00 0.07 0.25 0.27 1.46 0.09 0.02 0.04
 -------- 20:00 0.08 0.25 0.23 1.46 0.07 0.03 0.05
 -------- 21:00 0.11 0.24 0.21 1.44 0.04 0.02 0.03
 22.03.13 22:00 0.09 0.19 0.22 1.43 0.05 0.03 0.04
 -------- 23:00 0.06 0.17 0.20 1.40 0.04 0.01 0.02
 -------- 00:00 0.05 0.20 0.17 1.40 0.04 0.01 0.03
 -------- 01:00 0.06 0.18 0.19 1.41 0.03 0.02 0.03
 -------- 02:00 0.06 0.13 0.21 1.44 0.03 0.02 0.04
 23.03.13 03:00 0.06 0.17 0.19 1.44 0.02 0.02 0.03
 -------- 04:00 0.06 0.30 0.13 1.40 0.02 0.02 0.03
 -------- 05:00 0.06 0.34 0.11 1.39 0.02 0.02 0.03
 -------- 06:00 0.05 0.34 0.13 1.39 0.03 0.02 0.03
 -------- 07:00 0.07 0.30 0.15 1.41 0.03 0.02 0.04
 23.03.13 08:00 0.08 0.26 0.19 1.41 0.05 0.02 0.04
 -------- 09:00 0.07 0.28 0.18 1.42 0.06 0.03 0.05
 -------- 10:00 0.06 0.37 0.14 1.41 0.04 0.03 0.04
 -------- 11:00 0.06 0.44 0.14 1.46 0.04 0.04 0.04
 -------- 12:00 0.06 0.51 0.11 1.40 0.04 0.03 0.03
 23.03.13 13:00 0.05 0.53 0.10 1.39 0.03 0.04 0.03
 -------- 14:00 0.06 0.53 0.10 1.39 0.03 0.03 0.04
 -------- 15:00 0.05 0.53 0.11 1.38 0.03 0.03 0.02
 -------- 16:00 0.06 0.54 0.11 1.39 0.04 0.03 0.02
 -------- 17:00 0.06 0.56 0.09 1.39 0.03 0.03 0.03
 23.03.13 18:00 0.06 0.54 0.10 1.39 0.03 0.03 0.03
 -------- 19:00 0.06 0.54 0.11 1.38 0.03 0.02 0.03
 -------- 20:00 0.06 0.52 0.11 1.39 0.03 0.02 0.03
 -------- 21:00 0.06 0.51 0.11 1.39 0.03 0.03 0.05
 -------- 22:00 0.06 0.52 0.10 1.39 0.02 0.03 0.03
 23.03.13 23:00 0.05 0.52 0.11 1.38 0.02 0.01 0.02
 -------- 00:00 0.04 0.53 0.08 1.39 0.01 0.01 0.02
 -------- 01:00 0.04 0.55 0.07 1.38 0.01 0.01 0.02
 -------- 02:00 0.04 0.58 0.06 1.38 0.01 0.01 0.01
 -------- 03:00 0.04 0.60 0.05 1.37 0.01 0.01 0.01
 24.03.13 04:00 0.04 0.62 0.04 1.37 0.01 0.01 0.01
 -------- 05:00 0.04 0.63 0.04 1.36 0.01 0.01 0.01
 -------- 06:00 0.04 0.63 0.05 1.37 0.01 0.02 0.02
 -------- 07:00 0.04 0.64 0.05 1.36 0.01 0.02 0.02
 -------- 08:00 0.04 0.62 0.06 1.36 0.02 0.02 0.02
 24.03.13 09:00 0.04 0.59 0.07 1.36 0.02 0.02 0.03
 -------- 10:00 0.04 0.60 0.07 1.36 0.02 0.03 0.02
 -------- 11:00 0.04 0.61 0.08 1.36 0.02 0.03 0.02
