 Date Time CO OZ NO2 CHX NO PM10
 05.03.13 12:00 0.09 0.18 0.35 1.58 0.14 0.06
 -------- 13:00 0.09 0.24 0.34 1.54 0.13 0.06
 -------- 14:00 0.12 0.23 0.35 1.58 0.13 0.10
 -------- 15:00 0.11 0.26 0.37 1.54 0.13 0.09
 -------- 16:00 0.17 0.15 0.52 1.64 0.21 0.19
 05.03.13 17:00 0.17 0.09 0.58 1.78 0.23 0.18
 -------- 18:00 0.16 0.04 0.61 1.70 0.20 0.07
 -------- 19:00 0.23 0.01 0.69 1.83 0.51 0.08
 -------- 20:00 0.21 0.01 0.67 2.28 0.40 0.10
 -------- 21:00 0.33 0.01 0.84 3.06 0.71 0.18
 05.03.13 22:00 0.31 0.01 0.64 3.19 0.56 0.10
 -------- 23:00 0.22 0.01 0.61 3.32 0.48 0.09
 -------- 00:00 0.20 0.01 0.67 3.21 0.47 0.09
 -------- 01:00 0.22 0.01 0.67 3.13 0.55 0.13
 -------- 02:00 0.19 0.01 0.59 2.76 0.42 0.13
 06.03.13 03:00 0.19 0.01 0.57 2.56 0.39 0.13
 -------- 04:00 0.19 0.01 0.56 2.49 0.39 0.13
 -------- 05:00 0.21 0.01 0.65 2.40 0.49 0.14
 -------- 06:00 0.14 0.01 0.65 1.77 0.33 0.08
 -------- 07:00 0.15 0.01 0.55 1.71 0.22 0.06
 06.03.13 08:00 0.17 0.01 0.55 1.76 0.25 0.07
 -------- 09:00 0.17 0.02 0.51 1.71 0.23 0.07
 -------- 10:00 0.15 0.04 0.49 1.72 0.23 0.09
 -------- 11:00 0.11 0.14 0.38 1.65 0.13 0.07
 -------- 12:00 0.11 0.20 0.34 1.63 0.09 0.08
 06.03.13 13:00 0.09 0.26 0.33 1.53 0.08 0.07
 -------- 14:00 0.08 0.33 0.26 1.51 0.06 0.06
 -------- 15:00 0.06 0.45 0.20 1.48 0.03 0.04
 -------- 16:00 0.07 0.47 0.22 1.48 0.03 0.05
 -------- 17:00 0.09 0.47 0.24 1.52 0.02 0.04
 06.03.13 18:00 0.08 0.40 0.32 1.51 0.02 0.05
 -------- 19:00 0.08 0.37 0.34 1.50 0.02 0.04
 -------- 20:00 0.06 0.28 0.43 1.47 0.02 0.04
 -------- 21:00 0.06 0.06 0.61 1.49 0.07 0.04
 -------- 22:00 0.06 0.14 0.51 1.57 0.04 0.07
 06.03.13 23:00 0.07 0.23 0.42 1.55 0.03 0.06
 -------- 00:00 0.08 0.39 0.34 1.45 0.02 0.04
 -------- 01:00 0.08 0.50 0.28 1.43 0.02 0.05
 -------- 02:00 0.06 0.57 0.23 1.44 0.03 0.05
 -------- 03:00 0.06 0.65 0.20 1.44 0.02 0.05
 07.03.13 04:00 0.06 0.63 0.23 1.45 0.02 0.05
 -------- 05:00 0.06 0.56 0.28 1.47 0.03 0.06
 -------- 06:00 0.07 0.56 0.28 1.46 0.03 0.07
 -------- 07:00 0.09 0.50 0.35 1.50 0.02 0.08
 -------- 08:00 0.09 0.40 0.40 1.51 0.03 0.09
 07.03.13 09:00 0.10 0.42 0.35 1.49 0.04 0.08
 -------- 10:00 0.09 0.44 0.28 1.45 0.04 0.06
 -------- 11:00 0.07 0.50 0.19 1.43 0.04 0.04
