 Date Time CO OZ NO2 CHX NO PM10
 14.02.13 00:00 ---- 0.07 0.38 1.62 0.07 0.09
 -------- 01:00 ---- 0.13 0.32 1.50 0.04 0.10
 -------- 02:00 ---- 0.09 0.36 1.49 0.05 0.12
 -------- 03:00 ---- 0.11 0.32 1.48 0.04 0.09
 -------- 04:00 ---- 0.12 0.30 1.49 0.04 0.11
 14.02.13 05:00 ---- 0.15 0.27 1.49 0.04 0.09
 -------- 06:00 ---- 0.17 0.26 1.49 0.04 0.09
 -------- 07:00 ---- 0.14 0.31 1.51 0.07 0.09
 -------- 08:00 0.02 0.08 0.36 1.55 0.13 0.10
 -------- 09:00 ---- 0.10 0.31 1.53 0.13 0.10
 14.02.13 10:00 0.02 0.08 0.35 1.54 0.17 0.12
 -------- 11:00 0.02 0.13 0.32 1.55 0.13 0.13
 -------- 12:00 ---- 0.17 0.27 1.52 0.10 0.15
 -------- 13:00 ---- 0.20 0.28 1.52 0.10 0.16
 -------- 14:00 0.02 0.23 0.32 1.53 0.10 0.19
 14.02.13 15:00 0.03 0.21 0.31 1.52 0.12 0.15
 -------- 16:00 0.02 0.17 0.36 1.55 0.11 0.17
 -------- 17:00 ---- 0.19 0.34 1.50 0.09 0.14
 -------- 18:00 0.02 0.09 0.42 1.51 0.18 0.18
 -------- 19:00 0.04 0.03 0.53 1.67 0.29 0.18
 14.02.13 20:00 0.04 0.02 0.48 1.59 0.21 0.15
 -------- 21:00 0.04 0.01 0.48 1.95 0.21 0.15
 -------- 22:00 0.04 0.01 0.47 2.73 0.17 0.16
 -------- 23:00 0.03 0.03 0.43 2.70 0.11 0.15
 -------- 00:00 0.02 0.04 0.41 2.50 0.08 0.14
 15.02.13 01:00 ---- 0.07 0.38 2.13 0.05 0.14
 -------- 02:00 ---- 0.10 0.33 2.03 0.04 0.12
 -------- 03:00 ---- 0.12 0.31 1.73 0.03 0.12
 -------- 04:00 ---- 0.12 0.31 1.73 0.03 0.12
 -------- 05:00 0.02 0.10 0.31 2.55 0.04 0.13
 15.02.13 06:00 0.02 0.07 0.36 3.22 0.04 0.17
 -------- 07:00 0.02 0.07 0.38 2.87 0.07 0.16
 -------- 08:00 0.03 0.07 0.39 2.03 0.07 0.20
 -------- 09:00 0.03 0.04 0.41 2.56 0.13 0.20
 -------- 10:00 0.06 0.02 0.45 1.89 0.21 0.14
 15.02.13 11:00 0.06 0.04 0.41 1.64 0.21 0.19
 -------- 12:00 0.06 0.08 0.37 1.61 0.18 0.34
 -------- 13:00 0.06 0.12 0.32 1.59 0.12 0.32
 -------- 14:00 0.04 0.15 0.31 1.85 0.11 0.22
 -------- 15:00 0.02 0.18 0.34 1.82 0.10 0.18
 15.02.13 16:00 0.02 0.27 0.28 1.62 0.05 0.21
 -------- 17:00 0.02 0.17 0.39 1.62 0.10 0.15
 -------- 18:00 0.04 0.06 0.47 1.63 0.14 0.19
 -------- 19:00 0.04 0.02 0.50 1.87 0.21 0.20
 -------- 20:00 0.07 0.06 0.46 1.99 0.11 0.18
 15.02.13 21:00 0.06 0.05 0.46 2.31 0.14 0.18
 -------- 22:00 0.06 0.08 0.43 2.24 0.14 0.14
 -------- 23:00 0.04 0.03 0.48 3.02 0.18 0.16
