 Date Time CO OZ NO2 CHX NO PM10
 20.03.13 12:00 0.09 0.33 0.23 1.81 0.06 0.03
 -------- 13:00 0.07 0.34 0.24 1.72 0.07 0.04
 -------- 14:00 0.09 0.40 0.20 1.68 0.05 0.02
 -------- 15:00 0.08 0.42 0.19 1.60 0.05 0.04
 -------- 16:00 0.07 0.41 0.19 1.46 0.06 0.08
 20.03.13 17:00 0.05 0.45 0.15 1.43 0.05 0.04
 -------- 18:00 0.06 0.45 0.17 1.43 0.05 0.02
 -------- 19:00 0.06 0.42 0.17 1.44 0.04 0.03
 -------- 20:00 0.06 0.43 0.18 1.45 0.04 0.03
 -------- 21:00 0.06 0.38 0.19 1.47 0.04 0.03
 20.03.13 22:00 0.07 0.36 0.20 1.51 0.03 0.02
 -------- 23:00 0.05 0.35 0.19 1.47 0.02 0.02
 -------- 00:00 0.04 0.37 0.17 1.45 0.02 0.01
 -------- 01:00 0.04 0.38 0.14 1.44 0.02 0.01
 -------- 02:00 0.04 0.38 0.13 1.45 0.01 0.01
 21.03.13 03:00 0.04 0.40 0.11 1.44 0.01 0.02
 -------- 04:00 0.04 0.38 0.13 1.46 0.01 0.02
 -------- 05:00 0.04 0.29 0.22 1.47 0.02 0.02
 -------- 06:00 0.06 0.16 0.32 1.47 0.10 0.02
 -------- 07:00 0.06 0.15 0.32 1.52 0.06 0.02
 21.03.13 08:00 0.07 0.19 0.30 1.51 0.08 0.02
 -------- 09:00 0.08 0.21 0.30 1.50 0.10 0.02
 -------- 10:00 0.09 0.21 0.30 1.51 0.12 0.03
 -------- 11:00 0.08 0.28 0.25 1.51 0.10 0.03
 -------- 12:00 0.07 0.30 0.25 1.50 0.12 0.05
 21.03.13 13:00 0.08 0.34 0.24 1.50 0.09 0.06
 -------- 14:00 0.17 0.31 0.26 1.65 0.10 0.12
 -------- 15:00 0.15 0.30 0.35 1.62 0.13 0.08
 -------- 16:00 0.14 0.30 0.30 1.62 0.10 0.06
 -------- 17:00 0.15 0.30 0.31 1.60 0.10 0.10
 21.03.13 18:00 0.31 0.23 0.35 1.77 0.09 0.44
 -------- 19:00 0.27 0.23 0.32 1.60 0.07 0.15
 -------- 20:00 0.17 0.32 0.23 1.48 0.04 0.02
 -------- 21:00 0.13 0.27 0.31 1.50 0.05 0.03
 -------- 22:00 0.16 0.30 0.28 1.52 0.04 0.02
 21.03.13 23:00 0.11 0.20 0.41 1.48 0.06 0.01
 -------- 00:00 0.08 0.25 0.32 1.45 0.03 0.00
 -------- 01:00 0.20 0.19 0.38 1.58 0.03 0.01
 -------- 02:00 0.08 0.22 0.35 1.44 0.02 0.01
 -------- 03:00 0.07 0.19 0.34 1.45 0.03 0.02
 22.03.13 04:00 0.08 0.17 0.39 1.46 0.04 0.02
 -------- 05:00 0.09 0.06 0.46 1.51 0.09 0.02
 -------- 06:00 0.09 0.13 0.39 1.54 0.07 0.02
 -------- 07:00 0.11 0.08 0.45 1.54 0.13 0.02
 -------- 08:00 0.15 0.05 0.47 1.58 0.25 0.03
