 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 26.03.13 00:00 0.08 0.29 0.25 1.43 0.04 0.03 0.05
 -------- 01:00 0.08 0.28 0.24 1.44 0.03 0.03 0.06
 -------- 02:00 0.07 0.30 0.21 1.43 0.02 0.01 0.03
 -------- 03:00 0.05 0.39 0.16 1.40 0.02 0.00 0.01
 -------- 04:00 0.04 0.38 0.18 1.38 0.02 0.00 0.01
 26.03.13 05:00 0.04 0.34 0.23 1.39 0.06 0.01 0.02
 -------- 06:00 0.05 0.28 0.25 1.40 0.04 0.01 0.02
 -------- 07:00 0.06 0.28 0.26 1.40 0.05 0.01 0.02
 -------- 08:00 0.07 0.28 0.25 1.42 0.07 0.01 0.02
 -------- 09:00 0.07 0.30 0.24 1.42 0.08 0.01 0.03
 26.03.13 10:00 0.07 0.34 0.20 1.42 0.08 0.02 0.04
 -------- 11:00 0.06 0.38 0.18 1.41 0.07 0.02 0.04
 -------- 12:00 0.06 0.40 0.16 1.42 0.06 0.02 0.04
 -------- 13:00 0.07 0.36 0.21 1.43 0.09 0.03 0.04
 -------- 14:00 0.09 0.36 0.22 1.44 0.08 0.05 0.07
 26.03.13 15:00 0.10 0.38 0.23 1.46 0.08 0.06 0.09
 -------- 16:00 0.09 0.40 0.22 1.45 0.07 0.03 0.05
 -------- 17:00 0.08 0.48 0.20 1.41 0.05 0.03 0.04
 -------- 18:00 0.12 0.49 0.21 1.45 0.05 0.04 0.06
 -------- 19:00 0.09 0.47 0.20 1.43 0.04 0.01 0.02
 26.03.13 20:00 0.10 0.34 0.30 1.43 0.05 0.03 0.05
 -------- 21:00 0.13 0.20 0.41 1.50 0.07 0.09 0.14
 -------- 22:00 0.28 0.18 0.41 1.64 0.06 0.32 0.45
 -------- 23:00 0.15 0.14 0.42 1.49 0.06 0.05 0.07
 -------- 00:00 0.13 0.14 0.43 1.47 0.05 0.01 0.02
 27.03.13 01:00 0.07 0.14 0.44 1.45 0.07 0.00 0.01
 -------- 02:00 0.07 0.03 0.53 1.55 0.14 0.02 0.03
 -------- 03:00 0.08 0.01 0.59 1.67 0.28 0.04 0.06
 -------- 04:00 0.07 0.01 0.57 1.61 0.26 0.02 0.03
 -------- 05:00 0.09 0.01 0.56 1.65 0.36 0.03 0.04
 27.03.13 06:00 0.09 0.01 0.56 1.57 0.32 0.02 0.04
 -------- 07:00 0.18 0.01 0.58 1.65 0.42 0.03 0.06
 -------- 08:00 0.13 0.04 0.53 1.60 0.29 0.02 0.04
 -------- 09:00 0.13 0.09 0.50 1.58 0.28 0.03 0.05
 -------- 10:00 0.11 0.18 0.41 1.54 0.19 0.03 0.04
 27.03.13 11:00 0.12 0.24 0.45 1.55 0.18 0.04 0.06
 -------- 12:00 0.09 0.26 0.48 1.52 0.20 0.04 0.06
 -------- 13:00 0.08 0.35 0.27 1.49 0.09 0.03 0.04
 -------- 14:00 0.07 0.39 0.26 1.52 0.08 0.02 0.04
 -------- 15:00 0.08 0.41 0.30 1.62 0.09 0.04 0.06
 27.03.13 16:00 0.08 0.42 0.31 1.87 0.09 0.03 0.03
 -------- 17:00 0.06 0.45 0.29 1.60 0.08 0.03 0.03
 -------- 18:00 0.12 0.44 0.31 1.59 0.07 0.06 0.09
 -------- 19:00 0.11 0.42 0.30 1.54 0.05 0.07 0.12
 -------- 20:00 0.11 0.25 0.45 1.57 0.08 0.10 0.14
 27.03.13 21:00 0.20 0.05 0.75 1.74 0.40 0.29 0.43
 -------- 22:00 0.45 0.02 0.62 1.93 0.21 0.06 0.11
 -------- 23:00 0.21 0.01 0.66 1.77 0.40 0.05 0.08
