 Date Time CO OZ NO2 CHX NO PM10
 02.12.12 12:00 0.08 0.02 0.16 1.51 0.11 0.03
 -------- 13:00 0.09 0.03 0.18 1.51 0.14 0.04
 -------- 14:00 0.13 0.02 0.21 1.59 0.17 0.07
 -------- 15:00 0.15 0.02 0.24 1.61 0.17 0.11
 -------- 16:00 0.16 0.02 0.24 1.61 0.17 0.07
 02.12.12 17:00 0.16 0.02 0.23 1.62 0.11 0.05
 -------- 18:00 0.15 0.01 0.23 1.66 0.16 0.04
 -------- 19:00 0.15 0.01 0.24 1.63 0.12 0.09
 -------- 20:00 0.35 0.02 0.27 1.85 0.15 0.88
 -------- 21:00 0.19 0.01 0.27 1.53 0.10 0.07
 02.12.12 22:00 0.14 0.02 0.25 1.55 0.09 0.04
 -------- 23:00 0.09 0.01 0.27 1.49 0.10 0.03
 -------- 00:00 0.09 0.01 0.25 1.58 0.05 0.01
 -------- 01:00 0.06 0.01 0.24 1.50 0.03 0.01
 -------- 02:00 0.04 0.01 0.25 1.53 0.04 0.01
 03.12.12 03:00 0.05 0.02 0.23 1.48 0.04 0.02
 -------- 04:00 0.03 0.06 0.15 1.48 0.01 0.02
 -------- 05:00 0.04 0.10 0.11 1.45 0.01 0.01
 -------- 06:00 0.04 0.11 0.14 1.57 0.03 0.01
 -------- 07:00 0.04 0.09 0.16 1.66 0.04 0.02
 03.12.12 08:00 0.04 0.09 0.18 1.50 0.01 0.03
 -------- 09:00 0.07 0.05 0.26 1.61 0.05 0.02
 -------- 10:00 0.07 0.04 0.26 1.60 0.08 0.04
 -------- 11:00 0.06 0.08 0.20 1.50 0.07 0.03
 -------- 12:00 0.05 0.14 0.14 1.45 0.03 0.03
 03.12.12 13:00 0.05 0.16 0.16 1.50 0.06 0.03
 -------- 14:00 0.05 0.14 0.16 1.49 0.05 0.03
 -------- 15:00 0.05 0.17 0.14 1.52 0.04 0.02
 -------- 16:00 0.04 0.18 0.13 1.52 0.03 0.03
 -------- 17:00 0.06 0.18 0.13 1.55 0.04 0.03
 03.12.12 18:00 0.06 0.17 0.14 1.57 0.04 0.04
 -------- 19:00 0.06 0.18 0.12 1.50 0.03 0.03
 -------- 20:00 0.07 0.20 0.11 1.68 0.03 0.03
 -------- 21:00 0.05 0.19 0.11 1.67 0.02 0.02
 -------- 22:00 0.05 0.20 0.10 1.62 0.02 0.03
 03.12.12 23:00 0.04 0.22 0.08 1.62 0.01 0.02
 -------- 00:00 0.04 0.24 0.07 1.55 0.01 0.02
 -------- 01:00 0.04 0.24 0.07 1.51 0.01 0.04
 -------- 02:00 0.04 0.24 0.06 1.89 0.01 0.02
 -------- 03:00 0.04 0.25 0.07 1.93 0.00 0.04
 04.12.12 04:00 0.04 0.23 0.07 1.86 0.01 0.02
 -------- 05:00 0.04 0.24 0.05 1.65 0.00 0.03
 -------- 06:00 0.04 0.24 0.06 1.59 0.01 0.02
 -------- 07:00 0.04 0.21 0.07 1.43 0.02 0.02
 -------- 08:00 0.04 0.17 0.09 1.44 0.04 0.02
 04.12.12 09:00 0.07 0.14 0.09 1.47 0.03 0.02
 -------- 10:00 0.07 0.10 0.10 1.52 0.05 0.02
 -------- 11:00 0.06 0.10 0.10 1.52 0.04 0.01
