 Date Time CO OZ NO2 CHX NO PM10
 17.01.13 15:00 0.07 0.17 0.20 1.48 0.07 0.05
 -------- 16:00 0.06 0.17 0.19 1.49 0.07 0.05
 -------- 17:00 0.07 0.16 0.19 1.51 0.07 0.05
 -------- 18:00 0.09 0.16 0.20 1.54 0.05 0.06
 -------- 19:00 0.07 0.16 0.19 1.60 0.04 0.05
 17.01.13 20:00 0.07 0.15 0.21 1.74 0.05 0.05
 -------- 21:00 0.06 0.16 0.20 1.68 0.04 0.05
 -------- 22:00 0.06 0.21 0.18 1.86 0.03 0.06
 -------- 23:00 0.05 0.21 0.17 1.91 0.02 0.06
 -------- 00:00 0.06 0.19 0.19 1.92 0.03 0.06
 18.01.13 01:00 0.05 0.19 0.19 1.84 0.02 0.07
 -------- 02:00 0.04 0.21 0.17 1.78 0.01 0.05
 -------- 03:00 0.04 0.21 0.17 1.71 0.02 0.05
 -------- 04:00 0.04 0.24 0.13 1.78 0.01 0.06
 -------- 05:00 0.04 0.26 0.14 1.74 0.01 0.05
 18.01.13 06:00 0.04 0.23 0.15 1.88 0.02 0.05
 -------- 07:00 0.05 0.19 0.18 1.85 0.03 0.06
 -------- 08:00 0.06 0.15 0.21 1.68 0.05 0.06
 -------- 09:00 0.07 0.13 0.22 1.58 0.05 0.06
 -------- 10:00 0.07 0.13 0.23 1.59 0.05 0.06
 18.01.13 11:00 0.06 0.13 0.23 1.62 0.07 0.06
 -------- 12:00 0.06 0.14 0.22 1.98 0.09 0.09
 -------- 13:00 0.08 0.15 0.21 1.70 0.09 0.07
 -------- 14:00 0.07 0.15 0.26 1.62 0.14 0.07
 -------- 15:00 0.08 0.11 0.30 1.67 0.14 0.06
 18.01.13 16:00 0.08 0.09 0.27 1.60 0.13 0.06
 -------- 17:00 0.09 0.09 0.26 1.57 0.11 0.08
 -------- 18:00 0.17 0.07 0.29 1.65 0.14 0.13
 -------- 19:00 0.13 0.08 0.26 1.58 0.10 0.06
 -------- 20:00 0.19 0.10 0.25 1.75 0.12 0.06
 18.01.13 21:00 0.09 0.08 0.26 1.56 0.10 0.06
 -------- 22:00 0.14 0.06 0.28 1.62 0.15 0.08
 -------- 23:00 0.13 0.06 0.26 1.59 0.12 0.06
 -------- 00:00 0.07 0.06 0.27 1.56 0.10 0.06
 -------- 01:00 0.07 0.06 0.24 1.55 0.04 0.06
 19.01.13 02:00 0.07 0.04 0.25 1.54 0.05 0.06
 -------- 03:00 0.07 0.04 0.25 1.54 0.04 0.05
 -------- 04:00 0.08 0.05 0.24 1.56 0.03 0.06
 -------- 05:00 0.07 0.05 0.24 1.57 0.04 0.06
 -------- 06:00 0.07 0.03 0.27 1.57 0.03 0.05
 19.01.13 07:00 0.08 0.01 0.32 1.63 0.09 0.06
 -------- 08:00 0.09 0.01 0.33 1.67 0.18 0.06
 -------- 09:00 0.10 0.01 0.32 1.69 0.15 0.08
 -------- 10:00 0.13 0.01 0.34 1.74 0.25 0.07
 -------- 11:00 0.13 0.02 0.31 1.99 0.23 0.08
 19.01.13 12:00 0.15 0.03 0.35 2.72 0.28 0.10
 -------- 13:00 0.19 0.02 0.42 2.37 0.46 0.15
 -------- 14:00 0.23 0.02 0.49 2.52 0.52 0.18
