 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 24.12.12 12:00 0.19 0.04 0.46 3.33 0.37 0.20 0.30
 -------- 13:00 0.20 0.04 0.51 3.10 0.43 0.22 0.35
 -------- 14:00 0.19 0.05 0.53 2.64 0.40 0.21 0.31
 -------- 15:00 0.17 0.04 0.54 2.31 0.37 0.20 0.27
 -------- 16:00 0.19 0.03 0.52 2.68 0.40 0.21 0.28
 24.12.12 17:00 0.18 0.01 0.53 2.67 0.42 0.20 0.29
 -------- 18:00 0.19 0.01 0.53 2.25 0.39 0.17 0.24
 -------- 19:00 0.17 0.01 0.49 2.10 0.30 0.17 0.23
 -------- 20:00 0.15 0.01 0.45 1.96 0.23 0.14 0.18
 -------- 21:00 0.17 0.01 0.43 2.05 0.19 0.13 0.19
 24.12.12 22:00 0.09 0.01 0.41 1.77 0.10 0.11 0.15
 -------- 23:00 0.08 0.01 0.40 1.69 0.09 0.09 0.11
 -------- 00:00 0.07 0.02 0.39 1.62 0.08 0.07 0.09
 -------- 01:00 0.06 0.03 0.37 1.60 0.03 0.07 0.09
 -------- 02:00 0.06 0.04 0.36 1.63 0.03 0.05 0.07
 25.12.12 03:00 0.06 0.06 0.32 1.66 0.02 0.06 0.08
 -------- 04:00 0.05 0.07 0.31 1.61 0.02 0.04 0.06
 -------- 05:00 0.05 0.07 0.32 1.57 0.02 0.05 0.05
 -------- 06:00 0.07 0.04 0.36 1.57 0.06 0.06 0.08
 -------- 07:00 0.08 0.03 0.40 1.55 0.09 0.06 0.09
 25.12.12 08:00 0.09 0.03 0.38 1.54 0.07 0.06 0.09
 -------- 09:00 0.08 0.03 0.37 1.54 0.11 0.06 0.07
 -------- 10:00 0.08 0.03 0.36 1.54 0.09 0.08 0.10
 -------- 11:00 0.07 0.08 0.29 1.51 0.05 0.06 0.07
 -------- 12:00 0.07 0.13 0.25 1.51 0.03 0.07 0.09
 25.12.12 13:00 0.09 0.14 0.25 1.52 0.03 0.09 0.12
 -------- 14:00 0.09 0.14 0.26 1.55 0.03 0.07 0.08
 -------- 15:00 0.07 0.14 0.25 1.52 0.03 0.08 0.10
 -------- 16:00 0.08 0.12 0.28 1.53 0.02 0.09 0.11
 -------- 17:00 0.07 0.14 0.24 1.52 0.01 0.09 0.11
 25.12.12 18:00 0.08 0.11 0.26 1.54 0.02 0.09 0.11
 -------- 19:00 0.08 0.10 0.26 1.52 0.02 0.09 0.11
 -------- 20:00 0.08 0.10 0.26 1.53 0.02 0.09 0.10
 -------- 21:00 0.08 0.10 0.25 1.54 0.02 0.08 0.11
 -------- 22:00 0.08 0.08 0.27 1.51 0.02 0.09 0.10
 25.12.12 23:00 0.07 0.07 0.27 1.50 0.02 0.08 0.09
 -------- 00:00 0.06 0.13 0.22 1.49 0.01 0.07 0.09
 -------- 01:00 0.05 0.13 0.26 1.48 0.03 0.06 0.08
 -------- 02:00 0.06 0.06 0.33 1.48 0.05 0.05 0.07
 -------- 03:00 0.05 0.08 0.31 1.51 0.05 0.07 0.08
 26.12.12 04:00 0.06 0.03 0.35 1.50 0.10 0.07 0.09
 -------- 05:00 0.06 0.02 0.34 1.51 0.09 0.08 0.10
 -------- 06:00 0.06 0.02 0.34 1.53 0.11 0.08 0.11
 -------- 07:00 0.07 0.02 0.34 1.56 0.09 0.09 0.12
 -------- 08:00 0.06 0.08 0.28 1.57 0.04 0.09 0.12
 26.12.12 09:00 0.06 0.12 0.26 1.53 0.03 0.07 0.10
 -------- 10:00 0.07 0.09 0.26 1.53 0.03 0.06 0.09
 -------- 11:00 0.06 0.08 0.26 1.51 0.03 0.05 0.08
