 Date Time CO OZ NO2 CHX NO PM10
 30.11.12 00:00 0.02 0.09 0.11 1.46 0.03 0.04
 -------- 01:00 0.02 0.12 0.08 1.44 0.01 0.04
 -------- 02:00 0.02 0.12 0.08 1.43 0.01 0.02
 -------- 03:00 0.02 0.13 0.07 1.42 0.01 0.02
 -------- 04:00 0.02 0.14 0.07 1.41 0.01 0.02
 30.11.12 05:00 0.02 0.14 0.07 1.42 0.01 0.01
 -------- 06:00 0.03 0.13 0.07 1.42 0.02 0.02
 -------- 07:00 0.03 0.13 0.08 1.43 0.02 0.02
 -------- 08:00 0.04 0.11 0.10 1.45 0.04 0.01
 -------- 09:00 0.04 0.10 0.15 1.47 0.07 0.01
 30.11.12 10:00 0.04 0.09 0.12 1.49 0.05 0.01
 -------- 11:00 0.04 0.09 0.12 1.49 0.04 0.01
 -------- 12:00 0.06 0.09 0.10 1.49 0.05 0.01
 -------- 13:00 0.05 0.09 0.09 1.49 0.04 0.01
 -------- 14:00 0.05 0.08 0.10 1.51 0.05 0.01
 30.11.12 15:00 0.05 0.07 0.10 1.51 0.03 0.01
 -------- 16:00 0.06 0.05 0.11 1.60 0.04 0.01
 -------- 17:00 0.07 0.05 0.11 1.60 0.04 0.02
 -------- 18:00 0.08 0.03 0.13 1.65 0.06 0.01
 -------- 19:00 0.11 0.01 0.16 1.78 0.11 0.04
 30.11.12 20:00 0.18 0.01 0.20 1.69 0.19 0.04
 -------- 21:00 0.24 0.01 0.23 1.92 0.36 0.08
 -------- 22:00 0.25 0.01 0.24 1.85 0.35 0.06
 -------- 23:00 0.19 0.01 0.24 1.91 0.34 0.07
 -------- 00:00 0.24 0.01 0.28 1.91 0.66 0.08
 01.12.12 01:00 0.17 0.01 0.28 1.82 0.46 0.08
 -------- 02:00 0.09 0.01 0.30 1.55 0.07 0.03
 -------- 03:00 0.11 0.01 0.31 1.72 0.19 0.04
 -------- 04:00 0.19 0.01 0.30 1.83 0.30 0.07
 -------- 05:00 0.07 0.01 0.28 1.64 0.04 0.05
 01.12.12 06:00 0.07 0.05 0.22 1.49 0.03 0.03
 -------- 07:00 0.08 0.03 0.20 1.47 0.05 0.03
 -------- 08:00 0.09 0.01 0.21 1.49 0.07 0.03
 -------- 09:00 0.10 0.01 0.21 1.50 0.10 0.03
 -------- 10:00 0.10 0.01 0.19 1.50 0.10 0.03
 01.12.12 11:00 0.11 0.01 0.20 1.55 0.16 0.04
 -------- 12:00 0.13 0.01 0.24 1.59 0.20 0.05
 -------- 13:00 0.11 0.01 0.19 1.58 0.18 0.05
 -------- 14:00 0.13 0.01 0.20 1.60 0.20 0.06
 -------- 15:00 0.13 0.01 0.20 1.59 0.20 0.05
 01.12.12 16:00 0.13 0.01 0.18 1.62 0.20 0.04
 -------- 17:00 0.13 0.01 0.18 1.68 0.20 0.06
 -------- 18:00 0.17 0.01 0.19 1.81 0.29 0.08
 -------- 19:00 0.20 0.01 0.20 1.91 0.35 0.13
 -------- 20:00 0.24 0.01 0.20 1.96 0.36 0.16
 01.12.12 21:00 0.22 0.01 0.20 1.91 0.41 0.13
 -------- 22:00 0.21 0.01 0.19 1.93 0.37 0.13
 -------- 23:00 0.23 0.01 0.18 2.08 0.39 0.13
