 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 04.04.13 00:00 0.04 0.35 0.27 1.48 0.02 0.05 0.06
 -------- 01:00 0.04 0.33 0.30 1.50 0.03 0.04 0.06
 -------- 02:00 0.05 0.29 0.30 1.57 0.02 0.06 0.08
 -------- 03:00 0.04 0.28 0.32 1.60 0.02 0.05 0.07
 -------- 04:00 0.04 0.31 0.27 1.61 0.02 0.05 0.07
 04.04.13 05:00 0.04 0.38 0.25 1.56 0.02 0.07 0.09
 -------- 06:00 0.05 0.40 0.28 1.45 0.04 0.05 0.07
 -------- 07:00 0.04 0.44 0.25 1.42 0.04 0.03 0.05
 -------- 08:00 0.04 0.44 0.23 1.43 0.03 0.04 0.05
 -------- 09:00 0.07 0.51 0.23 1.75 0.04 0.07 0.07
 04.04.13 10:00 0.08 0.51 0.23 1.86 0.05 0.09 0.08
 -------- 11:00 0.06 0.58 0.18 1.65 0.03 0.06 0.05
 -------- 12:00 0.07 0.64 0.15 1.61 0.03 0.06 0.06
 -------- 13:00 0.06 0.64 0.17 1.61 0.03 0.05 0.05
 -------- 14:00 0.06 0.62 0.17 1.56 0.04 0.05 0.04
 04.04.13 15:00 0.06 0.64 0.16 1.90 0.03 0.06 0.04
 -------- 16:00 0.06 0.64 0.16 2.40 0.03 0.13 0.07
 -------- 17:00 0.07 0.59 0.20 2.01 0.04 0.08 0.05
 -------- 18:00 0.07 0.51 0.27 1.72 0.04 0.06 0.05
 -------- 19:00 0.06 0.51 0.24 1.55 0.03 0.05 0.04
 04.04.13 20:00 0.09 0.43 0.30 1.53 0.04 0.05 0.05
 -------- 21:00 0.07 0.37 0.30 1.50 0.03 0.04 0.04
 -------- 22:00 0.07 0.45 0.23 1.84 0.02 0.05 0.05
 -------- 23:00 0.06 0.48 0.21 1.64 0.01 0.05 0.05
 -------- 00:00 0.06 0.45 0.24 1.61 0.02 0.05 0.05
 05.04.13 01:00 0.06 0.54 0.15 1.58 0.01 0.05 0.05
 -------- 02:00 0.04 0.58 0.13 1.51 0.01 0.04 0.05
 -------- 03:00 0.04 0.62 0.11 1.67 0.01 0.05 0.04
 -------- 04:00 0.04 0.62 0.12 1.52 0.01 0.04 0.04
 -------- 05:00 0.04 0.61 0.11 1.49 0.01 0.04 0.04
 05.04.13 06:00 0.04 0.58 0.15 1.50 0.01 0.04 0.04
 -------- 07:00 0.05 0.51 0.20 1.58 0.02 0.04 0.04
 -------- 08:00 0.06 0.48 0.24 1.56 0.03 0.05 0.05
 -------- 09:00 0.06 0.43 0.28 1.84 0.04 0.08 0.06
 -------- 10:00 0.06 0.48 0.23 1.51 0.03 0.07 0.06
 05.04.13 11:00 0.07 0.42 0.28 1.61 0.05 0.08 0.08
 -------- 12:00 0.07 0.45 0.25 2.01 0.05 0.12 0.10
 -------- 13:00 0.09 0.44 0.27 1.96 0.05 0.13 0.10
 -------- 14:00 0.07 0.48 0.27 1.72 0.03 0.16 0.10
 -------- 15:00 0.08 0.52 0.23 1.97 0.02 0.20 0.11
 05.04.13 16:00 0.11 0.46 0.27 1.84 0.02 0.23 0.12
 -------- 17:00 0.11 0.44 0.30 1.68 0.02 0.19 0.12
 -------- 18:00 0.08 0.49 0.25 1.69 0.01 0.18 0.12
 -------- 19:00 0.10 0.41 0.33 1.64 0.02 0.20 0.15
 -------- 20:00 0.08 0.44 0.28 1.64 0.01 0.17 0.12
 05.04.13 21:00 0.09 0.34 0.33 1.56 0.01 0.14 0.12
 -------- 22:00 0.11 0.17 0.41 1.57 0.01 0.11 0.10
 -------- 23:00 0.13 0.06 0.47 1.60 0.03 0.09 0.10
