 Date Time CO OZ NO2 CHX NO PM10
 10.12.12 00:00 0.20 0.01 0.34 1.90 0.46 0.09
 -------- 01:00 0.18 0.01 0.34 2.14 0.45 0.14
 -------- 02:00 0.17 0.01 0.32 2.26 0.45 0.16
 -------- 03:00 0.15 0.01 0.31 2.86 0.28 0.16
 -------- 04:00 0.20 0.01 0.35 5.50 0.40 0.16
 10.12.12 05:00 0.19 0.01 0.36 6.81 0.41 0.15
 -------- 06:00 0.14 0.01 0.32 4.40 0.29 0.11
 -------- 07:00 0.09 0.01 0.31 2.96 0.17 0.08
 -------- 08:00 0.08 0.01 0.32 2.10 0.14 0.06
 -------- 09:00 0.07 0.02 0.24 1.56 0.11 0.06
 10.12.12 10:00 0.05 0.03 0.19 1.54 0.09 0.04
 -------- 11:00 0.07 0.04 0.19 2.17 0.12 0.06
 -------- 12:00 0.11 0.03 0.18 2.12 0.09 0.10
 -------- 13:00 0.06 0.04 0.16 2.12 0.08 0.10
 -------- 14:00 0.06 0.04 0.16 1.74 0.09 0.06
 10.12.12 15:00 0.07 0.03 0.19 1.77 0.10 0.08
 -------- 16:00 0.07 0.03 0.17 1.60 0.08 0.06
 -------- 17:00 0.06 0.03 0.16 1.64 0.07 0.05
 -------- 18:00 0.06 0.04 0.15 1.58 0.05 0.05
 -------- 19:00 0.05 0.04 0.15 1.57 0.05 0.04
 10.12.12 20:00 0.04 0.07 0.14 1.51 0.02 0.04
 -------- 21:00 0.03 0.19 0.11 1.44 0.00 0.02
 -------- 22:00 0.02 0.24 0.11 1.43 ---- 0.02
 -------- 23:00 0.02 0.26 0.10 1.41 ---- 0.02
 -------- 00:00 0.02 0.30 0.09 1.40 ---- 0.02
 11.12.12 01:00 0.02 0.31 0.08 1.40 ---- 0.02
 -------- 02:00 0.02 0.32 0.07 1.40 ---- 0.03
 -------- 03:00 0.03 0.35 0.05 1.39 ---- 0.04
 -------- 04:00 0.02 0.40 0.07 1.36 ---- 0.03
 -------- 05:00 0.03 0.34 0.08 1.39 ---- 0.04
 11.12.12 06:00 0.04 0.31 0.09 1.42 0.00 0.04
 -------- 07:00 0.04 0.28 0.12 1.42 0.01 0.04
 -------- 08:00 0.04 0.25 0.15 1.40 0.01 0.04
 -------- 09:00 0.04 0.29 0.15 1.40 0.01 0.03
 -------- 10:00 0.04 0.29 0.15 1.39 0.01 0.04
 11.12.12 11:00 0.03 0.29 0.17 1.40 0.01 0.03
 -------- 12:00 0.03 0.27 0.17 1.41 0.01 0.04
 -------- 13:00 0.04 0.25 0.19 1.43 0.02 0.05
 -------- 14:00 0.03 0.24 0.19 1.42 0.01 0.04
 -------- 15:00 0.04 0.23 0.22 1.42 0.01 0.04
 11.12.12 16:00 0.04 0.20 0.20 1.44 0.02 0.05
 -------- 17:00 0.03 0.25 0.17 1.42 0.01 0.04
 -------- 18:00 0.02 0.24 0.20 1.43 0.01 0.04
 -------- 19:00 0.03 0.21 0.19 1.47 0.01 0.06
 -------- 20:00 0.03 0.18 0.17 1.50 0.01 0.04
 11.12.12 21:00 0.03 0.17 0.17 1.48 0.01 0.04
 -------- 22:00 0.04 0.18 0.16 1.46 0.01 0.04
 -------- 23:00 0.04 0.17 0.18 1.46 0.01 0.04
