 Date Time CO OZ NO2 CHX NO PM10
 14.10.12 00:00 0.36 0.01 0.31 2.00 0.71 ----
 -------- 01:00 0.31 0.01 0.24 1.95 0.48 ----
 -------- 02:00 0.27 0.01 0.21 1.97 0.44 ----
 -------- 03:00 0.26 0.01 0.22 1.96 0.49 ----
 -------- 04:00 0.20 0.01 0.23 1.88 0.38 ----
 14.10.12 05:00 0.15 0.01 0.17 1.82 0.31 ----
 -------- 06:00 0.13 0.01 0.18 1.90 0.38 ----
 -------- 07:00 0.19 0.01 0.27 2.26 0.53 ----
 -------- 08:00 0.25 0.01 0.24 2.36 0.69 ----
 -------- 09:00 0.31 0.01 0.24 2.28 0.67 ----
 14.10.12 10:00 0.14 0.01 0.29 1.96 0.30 ----
 -------- 11:00 0.09 0.05 0.33 1.71 0.14 ----
 -------- 12:00 0.06 0.08 0.26 1.49 0.08 ----
 -------- 13:00 0.05 0.15 0.21 1.42 0.03 ----
 -------- 14:00 0.07 0.11 0.25 1.43 0.03 ----
 14.10.12 15:00 0.07 0.08 0.27 1.43 0.03 ----
 -------- 16:00 0.09 0.07 0.30 1.55 0.06 ----
 -------- 17:00 0.10 0.05 0.30 1.52 0.06 ----
 -------- 18:00 0.13 0.02 0.33 1.57 0.10 ----
 -------- 19:00 0.18 0.01 0.34 1.68 0.19 ----
 14.10.12 20:00 0.12 0.01 0.31 1.57 0.08 ----
 -------- 21:00 0.13 0.01 0.31 1.81 0.10 ----
 -------- 22:00 0.09 0.01 0.31 1.58 0.07 ----
 -------- 23:00 0.09 0.01 0.31 1.63 0.07 ----
 -------- 00:00 0.10 0.01 0.31 1.68 0.09 ----
 15.10.12 01:00 0.13 0.01 0.29 1.73 0.18 ----
 -------- 02:00 0.11 0.01 0.29 1.68 0.16 ----
 -------- 03:00 0.09 0.01 0.24 1.66 0.11 ----
 -------- 04:00 0.09 0.01 0.22 1.73 0.14 ----
 -------- 05:00 0.11 0.01 0.23 1.70 0.12 ----
 15.10.12 06:00 0.12 0.01 0.26 1.75 0.32 ----
 -------- 07:00 0.15 0.01 0.27 1.71 0.32 ----
 -------- 08:00 0.22 0.01 0.26 1.93 0.56 ----
 -------- 09:00 0.17 0.01 0.24 1.92 0.41 ----
 -------- 10:00 0.15 0.01 0.26 2.04 0.29 ----
 15.10.12 11:00 0.13 0.01 0.29 1.84 0.26 ----
 -------- 12:00 0.09 0.04 0.28 1.67 0.15 ----
 -------- 13:00 0.07 0.08 0.24 1.59 0.08 0.08
 -------- 14:00 0.04 0.17 0.18 1.46 0.03 0.08
 -------- 15:00 0.04 0.19 0.19 1.43 0.02 0.08
 15.10.12 16:00 0.04 0.24 0.15 1.43 0.01 0.08
 -------- 17:00 0.05 0.16 0.24 1.47 0.02 0.11
 -------- 18:00 0.05 0.25 0.24 1.46 0.01 0.07
 -------- 19:00 0.09 0.15 0.36 1.44 0.01 0.09
 -------- 20:00 0.08 0.11 0.32 1.47 0.01 0.08
 15.10.12 21:00 0.08 0.09 0.29 1.43 0.01 0.07
 -------- 22:00 0.05 0.13 0.23 1.40 0.01 0.05
 -------- 23:00 0.04 0.13 0.24 1.37 0.01 0.06
