 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 09.01.13 00:00 0.07 0.11 0.18 1.52 0.03 0.03 ----
 -------- 01:00 0.06 0.11 0.16 1.49 0.02 0.03 ----
 -------- 02:00 0.04 0.12 0.19 1.47 0.02 0.02 ----
 -------- 03:00 0.04 0.12 0.18 1.47 0.02 0.02 ----
 -------- 04:00 0.04 0.12 0.18 1.48 0.02 0.03 ----
 09.01.13 05:00 0.13 0.09 0.19 1.55 0.03 0.03 ----
 -------- 06:00 0.06 0.08 0.19 1.50 0.04 0.03 ----
 -------- 07:00 0.10 0.06 0.32 1.62 0.11 0.11 ----
 -------- 08:00 0.09 0.04 0.26 1.52 0.11 0.03 ----
 -------- 09:00 0.08 0.04 0.27 1.51 0.12 0.03 ----
 09.01.13 10:00 0.09 0.04 0.27 1.51 0.12 0.04 ----
 -------- 11:00 0.09 0.04 0.30 1.59 0.16 0.06 ----
 -------- 12:00 0.09 0.05 0.28 1.58 0.15 0.05 ----
 -------- 13:00 0.11 0.04 0.30 1.58 0.15 0.05 ----
 -------- 14:00 0.11 0.04 0.30 1.60 0.17 0.05 ----
 09.01.13 15:00 0.12 0.02 0.33 1.63 0.22 0.06 ----
 -------- 16:00 0.18 0.01 0.38 1.74 0.30 0.09 1.18
 -------- 17:00 0.17 0.01 0.56 1.68 0.36 0.14 0.54
 -------- 18:00 0.12 0.01 0.38 1.59 0.20 0.07 0.21
 -------- 19:00 0.10 0.01 0.37 1.56 0.10 0.03 0.12
 09.01.13 20:00 0.08 0.01 0.37 1.53 0.10 0.03 0.09
 -------- 21:00 0.08 0.01 0.35 1.54 0.08 0.03 0.08
 -------- 22:00 0.07 0.01 0.37 1.52 0.08 0.03 0.07
 -------- 23:00 0.07 0.02 0.36 1.56 0.06 0.03 0.06
 -------- 00:00 0.05 0.03 0.35 1.49 0.04 0.03 0.05
 10.01.13 01:00 0.05 0.04 0.33 1.49 0.04 0.02 0.03
 -------- 02:00 0.03 0.13 0.23 1.44 0.02 0.01 0.01
 -------- 03:00 0.02 0.21 0.18 1.42 0.02 0.02 0.02
 -------- 04:00 0.03 0.19 0.19 1.43 0.02 0.02 0.03
 -------- 05:00 0.04 0.18 0.21 1.44 0.03 0.02 0.03
 10.01.13 06:00 0.04 0.13 0.24 1.46 0.03 0.02 0.04
 -------- 07:00 0.04 0.10 0.26 1.50 0.03 0.02 0.04
 -------- 08:00 0.10 0.02 0.34 1.60 0.06 0.05 0.08
 -------- 09:00 0.07 0.01 0.35 1.57 0.09 0.06 0.09
 -------- 10:00 0.08 0.01 0.35 1.64 0.12 0.06 0.10
 10.01.13 11:00 0.09 0.03 0.35 1.63 0.13 0.08 0.13
 -------- 12:00 0.11 0.06 0.32 1.62 0.12 0.07 0.11
 -------- 13:00 0.09 0.08 0.29 1.61 0.10 0.07 0.11
 -------- 14:00 0.07 0.08 0.30 1.59 0.09 0.06 0.09
 -------- 15:00 0.09 0.06 0.32 1.61 0.11 0.07 0.10
 10.01.13 16:00 0.07 0.08 0.29 1.54 0.05 0.06 0.09
 -------- 17:00 0.07 0.05 0.30 1.56 0.04 0.09 0.13
 -------- 18:00 0.06 0.05 0.31 1.61 0.03 0.07 0.09
 -------- 19:00 0.08 0.06 0.29 1.52 0.03 0.06 0.08
 -------- 20:00 0.06 0.09 0.27 1.49 0.02 0.05 0.07
 10.01.13 21:00 0.05 0.08 0.26 1.49 0.02 0.05 0.06
 -------- 22:00 0.07 0.07 0.28 1.50 0.02 0.05 0.06
 -------- 23:00 0.05 0.07 0.27 1.50 0.01 0.05 0.07
