 Date Time CO OZ NO2 CHX NO PM10
 03.05.13 00:00 0.34 0.01 0.55 2.57 0.55 0.63
 -------- 01:00 0.40 0.01 0.48 2.41 0.41 0.67
 -------- 02:00 0.27 0.01 0.51 2.62 0.42 0.55
 -------- 03:00 0.14 0.07 0.47 1.98 0.15 0.31
 -------- 04:00 0.05 0.41 0.22 1.49 0.01 0.05
 03.05.13 05:00 0.05 0.39 0.28 1.48 0.02 0.05
 -------- 06:00 0.06 0.37 0.29 1.48 0.02 0.05
 -------- 07:00 0.07 0.34 0.32 1.54 0.02 0.07
 -------- 08:00 0.07 0.37 0.29 1.49 0.03 0.08
 -------- 09:00 0.06 0.35 0.30 1.55 0.03 0.08
 03.05.13 10:00 0.06 0.42 0.27 1.50 0.03 0.37
 -------- 11:00 0.06 0.51 0.23 1.52 0.03 0.10
 -------- 12:00 0.07 0.54 0.25 1.51 0.03 0.11
 -------- 13:00 0.06 0.62 0.22 1.47 0.03 0.11
 -------- 14:00 0.07 0.65 0.19 1.49 0.02 0.16
 03.05.13 15:00 0.06 0.71 0.15 1.44 0.02 0.15
 -------- 16:00 0.06 0.75 0.14 1.40 0.02 0.10
 -------- 17:00 0.07 0.72 0.17 1.42 0.02 0.11
 -------- 18:00 0.08 0.64 0.19 1.46 0.02 0.12
 -------- 19:00 0.08 0.56 0.22 1.44 0.02 0.10
 03.05.13 20:00 0.09 0.48 0.28 1.46 0.02 0.10
 -------- 21:00 0.10 0.34 0.37 1.46 0.02 0.09
 -------- 22:00 0.15 0.07 0.54 1.57 0.04 0.14
 -------- 23:00 0.19 0.01 0.54 1.72 0.11 0.18
 -------- 00:00 0.26 0.01 0.53 2.00 0.34 0.35
 04.05.13 01:00 0.25 0.01 0.52 2.06 0.44 0.43
 -------- 02:00 0.21 0.01 0.54 1.98 0.32 0.39
 -------- 03:00 0.12 0.05 0.45 1.69 0.03 0.20
 -------- 04:00 0.10 0.10 0.37 1.71 0.03 0.22
 -------- 05:00 0.10 0.12 0.30 2.07 0.03 0.22
 04.05.13 06:00 0.08 0.24 0.22 2.48 0.02 0.20
 -------- 07:00 0.09 0.25 0.23 2.44 0.02 0.20
 -------- 08:00 0.11 0.16 0.28 2.32 0.04 0.26
 -------- 09:00 0.13 0.07 0.35 2.20 0.11 0.30
 -------- 10:00 0.11 0.08 0.28 2.20 0.07 0.22
 04.05.13 11:00 0.09 0.21 0.23 1.67 0.03 0.13
 -------- 12:00 0.08 0.29 0.18 1.59 0.03 0.12
 -------- 13:00 0.07 0.39 0.13 1.48 0.02 0.10
 -------- 14:00 0.06 0.44 0.14 1.53 0.02 0.07
 -------- 15:00 0.06 0.48 0.15 1.42 0.01 0.05
 04.05.13 16:00 0.06 0.51 0.12 1.42 0.01 0.03
 -------- 17:00 0.05 0.44 0.15 1.43 0.02 0.05
 -------- 18:00 0.06 0.38 0.18 1.82 0.02 0.05
 -------- 19:00 0.07 0.38 0.18 1.95 0.02 0.04
 -------- 20:00 0.06 0.45 0.13 1.71 0.01 0.05
 04.05.13 21:00 0.07 0.45 0.13 1.87 0.01 0.04
 -------- 22:00 0.06 0.52 0.11 1.61 0.01 0.03
 -------- 23:00 0.06 0.58 0.07 1.41 0.01 0.02
