 Date Time CO OZ NO2 CHX NO PM10
 10.10.12 12:00 0.10 0.03 0.23 1.56 0.12 0.12
 -------- 13:00 0.09 0.05 0.21 1.52 0.08 0.10
 -------- 14:00 0.06 0.06 0.23 1.46 0.05 0.08
 -------- 15:00 0.06 0.06 0.23 1.45 0.04 0.06
 -------- 16:00 0.07 0.10 0.24 1.40 0.03 0.03
 10.10.12 17:00 0.08 0.06 0.26 1.42 0.05 0.04
 -------- 18:00 0.07 0.04 0.29 1.46 0.05 0.04
 -------- 19:00 0.08 0.03 0.34 1.51 0.04 0.06
 -------- 20:00 0.06 0.07 0.31 1.41 0.02 0.04
 -------- 21:00 0.06 0.10 0.28 1.39 0.01 0.04
 10.10.12 22:00 0.06 0.08 0.28 1.40 0.02 0.04
 -------- 23:00 0.05 0.10 0.23 1.38 0.01 0.04
 -------- 00:00 0.05 0.11 0.19 1.38 0.01 0.03
 -------- 01:00 0.04 0.15 0.16 1.36 0.01 0.02
 -------- 02:00 0.03 0.16 0.13 1.37 0.01 0.02
 11.10.12 03:00 0.02 0.18 0.12 1.35 0.01 0.02
 -------- 04:00 0.03 0.16 0.13 1.35 0.01 0.02
 -------- 05:00 0.04 0.13 0.15 1.35 0.01 0.02
 -------- 06:00 0.05 0.06 0.20 1.37 0.02 0.04
 -------- 07:00 0.06 0.04 0.22 1.39 0.03 0.04
 11.10.12 08:00 0.07 0.01 0.24 1.44 0.06 0.05
 -------- 09:00 0.08 0.01 0.22 1.47 0.08 0.05
 -------- 10:00 0.06 0.04 0.19 1.42 0.05 0.04
 -------- 11:00 0.06 0.08 0.18 1.39 0.05 0.03
 -------- 12:00 0.05 0.12 0.13 1.37 0.04 0.03
 11.10.12 13:00 0.04 0.14 0.13 1.37 0.03 0.02
 -------- 14:00 0.06 0.08 0.19 1.46 0.05 0.06
 -------- 15:00 ---- 0.03 0.23 1.79 0.10 0.07
 -------- 16:00 ---- 0.07 0.20 1.45 0.05 0.03
 -------- 17:00 ---- 0.07 0.23 1.46 0.04 0.04
 11.10.12 18:00 ---- 0.06 0.26 1.43 0.03 0.05
 -------- 19:00 ---- 0.01 0.30 1.62 0.11 0.11
 -------- 20:00 ---- 0.01 0.25 1.51 0.07 0.10
 -------- 21:00 ---- 0.02 0.26 1.53 0.06 0.05
 -------- 22:00 ---- 0.01 0.26 1.50 0.08 0.07
 11.10.12 23:00 ---- 0.01 0.25 1.49 0.13 0.07
