 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 17.05.13 12:00 0.04 0.64 0.08 1.41 0.01 0.15 ----
 -------- 13:00 0.05 0.60 0.13 1.40 0.01 0.15 0.07
 -------- 14:00 0.06 0.55 0.13 1.52 0.02 0.22 0.10
 -------- 15:00 0.07 0.57 0.12 1.65 0.01 0.20 0.11
 -------- 16:00 0.07 0.44 0.13 1.71 0.02 0.21 0.11
 17.05.13 17:00 0.06 0.45 0.11 1.52 0.02 0.19 0.09
 -------- 18:00 0.05 0.41 0.13 1.44 0.02 0.18 0.08
 -------- 19:00 0.05 0.40 0.12 1.48 0.02 0.15 0.08
 -------- 20:00 0.07 0.35 0.12 1.51 0.02 0.13 0.09
 -------- 21:00 0.06 0.35 0.15 1.54 0.02 0.13 0.10
 17.05.13 22:00 0.07 0.25 0.16 1.85 0.02 0.15 0.12
 -------- 23:00 0.07 0.17 0.14 1.75 0.02 0.17 0.13
 -------- 00:00 0.06 0.11 0.16 2.18 0.02 0.14 0.12
 -------- 01:00 0.06 0.12 0.14 1.92 0.02 0.13 0.11
 -------- 02:00 0.06 0.12 0.13 1.64 0.01 0.10 0.10
 18.05.13 03:00 0.05 0.10 0.13 1.57 0.02 0.10 0.10
 -------- 04:00 0.05 0.10 0.13 1.88 0.02 0.09 0.10
 -------- 05:00 0.06 0.11 0.12 1.92 0.01 0.11 0.11
 -------- 06:00 0.06 0.11 0.11 1.79 0.02 0.11 0.11
 -------- 07:00 0.06 0.13 0.10 1.60 0.02 0.12 0.11
 18.05.13 08:00 0.06 0.16 0.11 1.54 0.03 0.14 0.11
 -------- 09:00 0.07 0.17 0.13 2.02 0.03 0.22 0.13
 -------- 10:00 0.06 0.25 0.12 1.85 0.02 0.20 0.11
 -------- 11:00 0.06 0.39 0.07 1.71 0.02 0.18 0.10
 -------- 12:00 0.07 0.47 0.08 1.43 0.01 0.14 0.08
 18.05.13 13:00 0.05 0.54 0.06 1.41 0.01 0.14 0.05
 -------- 14:00 0.05 0.58 0.06 1.41 0.01 0.14 0.06
 -------- 15:00 0.05 0.55 0.09 1.42 0.01 0.15 0.06
 -------- 16:00 0.05 0.57 0.10 1.46 0.01 0.14 0.06
 -------- 17:00 0.07 0.52 0.15 1.60 0.02 0.18 0.08
 18.05.13 18:00 0.06 0.47 0.18 1.50 0.01 0.17 0.08
 -------- 19:00 0.11 0.25 0.30 1.52 0.02 0.28 0.11
 -------- 20:00 0.14 0.09 0.34 1.53 0.04 0.17 0.12
 -------- 21:00 0.17 0.02 0.41 1.60 0.11 0.26 0.15
 -------- 22:00 0.16 0.01 0.39 1.66 0.09 0.29 0.16
 18.05.13 23:00 0.16 0.02 0.39 1.81 0.07 0.27 0.19
 -------- 00:00 0.07 0.27 0.17 1.91 0.01 0.11 0.12
 -------- 01:00 0.06 0.40 0.11 1.66 0.01 0.15 0.09
 -------- 02:00 0.06 0.43 0.09 1.54 0.01 0.12 0.07
 -------- 03:00 0.06 0.43 0.09 1.51 0.01 0.08 0.05
 19.05.13 04:00 0.05 0.34 0.12 1.56 0.01 0.11 0.05
 -------- 05:00 0.05 0.38 0.10 1.67 0.01 0.08 0.05
 -------- 06:00 0.06 0.33 0.10 1.91 0.01 0.09 0.06
 -------- 07:00 0.06 0.35 0.10 1.62 0.01 0.09 0.06
 -------- 08:00 ---- 0.40 0.09 1.70 0.01 0.10 0.05
 19.05.13 09:00 ---- 0.42 0.12 1.57 0.02 0.11 0.06
 -------- 10:00 ---- 0.51 0.08 1.45 0.01 0.10 0.05
 -------- 11:00 ---- 0.59 0.07 1.42 0.01 0.09 0.04
