 Date Time CO OZ NO2 CHX NO PM10
 29.01.13 00:00 0.08 0.01 0.38 1.62 0.05 0.11
 -------- 01:00 0.07 0.01 0.36 1.61 0.03 0.09
 -------- 02:00 0.06 0.01 0.38 1.63 0.04 0.09
 -------- 03:00 0.07 0.02 0.36 1.63 0.04 0.10
 -------- 04:00 0.07 0.03 0.35 1.60 0.03 0.09
 29.01.13 05:00 0.07 0.02 0.34 1.61 0.04 0.09
 -------- 06:00 0.11 0.01 0.38 1.63 0.09 0.11
 -------- 07:00 0.11 0.01 0.43 1.67 0.18 0.10
 -------- 08:00 0.12 0.01 0.41 1.67 0.16 0.11
 -------- 09:00 0.12 0.01 0.38 1.65 0.16 0.13
 29.01.13 10:00 0.11 0.01 0.37 1.69 0.13 0.16
 -------- 11:00 0.11 0.05 0.33 1.65 0.09 0.13
 -------- 12:00 0.11 0.04 0.40 1.73 0.20 0.17
 -------- 13:00 0.11 0.04 0.38 1.72 0.17 0.16
 -------- 14:00 0.09 0.07 0.33 1.66 0.10 0.12
 29.01.13 15:00 0.09 0.10 0.30 1.60 0.07 0.09
 -------- 16:00 0.09 0.10 0.31 1.59 0.07 0.07
 -------- 17:00 0.10 0.06 0.37 1.63 0.08 0.07
 -------- 18:00 0.10 0.02 0.40 1.66 0.08 0.06
 -------- 19:00 0.14 0.01 0.42 1.75 0.12 0.09
 29.01.13 20:00 0.13 0.01 0.42 1.71 0.14 0.08
 -------- 21:00 0.13 0.01 0.40 1.68 0.12 0.09
 -------- 22:00 0.11 0.01 0.41 1.70 0.14 0.10
 -------- 23:00 0.09 0.01 0.38 1.64 0.09 0.10
 -------- 00:00 0.09 0.01 0.37 1.62 0.07 0.10
 30.01.13 01:00 0.07 0.02 0.35 1.58 0.03 0.07
 -------- 02:00 0.06 0.02 0.35 1.58 0.02 0.07
 -------- 03:00 0.06 0.03 0.34 1.57 0.02 0.06
 -------- 04:00 0.06 0.06 0.30 1.55 0.02 0.07
 -------- 05:00 0.06 0.02 0.34 1.57 0.03 0.09
 30.01.13 06:00 0.08 0.03 0.32 1.70 0.04 0.10
 -------- 07:00 0.07 0.03 0.32 1.60 0.06 0.11
 -------- 08:00 0.09 0.01 0.34 1.58 0.11 0.12
 -------- 09:00 0.10 0.01 0.34 1.60 0.09 0.14
 -------- 10:00 0.10 0.01 0.32 1.67 0.11 0.15
 30.01.13 11:00 0.10 0.03 0.30 1.62 0.10 0.14
 -------- 12:00 0.11 0.04 0.32 1.69 0.13 0.13
 -------- 13:00 0.11 0.05 0.31 1.63 0.13 0.12
 -------- 14:00 0.11 0.06 0.30 1.67 0.12 0.12
 -------- 15:00 0.09 0.09 0.27 1.61 0.07 0.11
 30.01.13 16:00 0.10 0.04 0.36 1.71 0.13 0.12
 -------- 17:00 0.11 0.02 0.37 1.68 0.12 0.12
 -------- 18:00 0.13 0.01 0.39 1.70 0.12 0.13
 -------- 19:00 0.12 0.01 0.39 1.67 0.10 0.10
 -------- 20:00 0.09 0.02 0.37 1.58 0.06 0.09
 30.01.13 21:00 0.08 0.06 0.34 1.53 0.03 0.06
 -------- 22:00 0.08 0.08 0.31 1.52 0.02 0.07
 -------- 23:00 0.06 0.16 0.23 1.50 0.01 0.06
