 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 26.02.13 12:00 0.10 0.16 0.46 1.60 0.14 0.13 0.10
 -------- 13:00 0.09 0.21 0.42 1.57 0.12 0.12 0.09
 -------- 14:00 0.10 0.23 0.51 1.58 0.13 0.15 0.16
 -------- 15:00 0.09 0.24 0.41 1.56 0.10 0.09 0.07
 -------- 16:00 0.09 0.28 0.38 1.54 0.08 0.13 0.11
 26.02.13 17:00 0.09 0.26 0.45 1.58 0.07 0.11 0.11
 -------- 18:00 0.07 0.25 0.44 1.52 0.05 0.05 0.03
 -------- 19:00 0.07 0.18 0.49 1.49 0.04 0.06 0.04
 -------- 20:00 0.09 0.20 0.46 1.52 0.04 0.09 0.10
 -------- 21:00 0.09 0.12 0.50 1.56 0.05 0.12 0.15
 26.02.13 22:00 0.11 0.17 0.42 1.57 0.03 0.07 0.05
 -------- 23:00 0.07 0.24 0.37 1.50 0.02 0.05 0.04
 -------- 00:00 0.05 0.29 0.33 1.46 0.02 0.04 0.03
 -------- 01:00 0.04 0.39 0.26 1.46 0.03 0.03 0.02
 -------- 02:00 0.04 0.44 0.23 1.46 0.02 0.03 0.03
 27.02.13 03:00 0.04 0.43 0.22 1.44 0.02 0.03 0.04
 -------- 04:00 0.04 0.41 0.22 1.44 0.02 0.03 0.03
 -------- 05:00 0.04 0.43 0.20 1.44 0.01 0.03 0.04
 -------- 06:00 0.05 0.33 0.28 1.48 0.02 0.05 0.05
 -------- 07:00 0.06 0.24 0.36 1.48 0.05 0.08 0.08
 27.02.13 08:00 0.07 0.21 0.37 1.48 0.06 0.06 0.05
 -------- 09:00 0.09 0.15 0.42 1.52 0.09 0.06 0.07
 -------- 10:00 0.08 0.20 0.37 1.51 0.08 0.05 0.07
 -------- 11:00 0.13 0.15 0.43 1.58 0.12 0.07 0.09
 -------- 12:00 0.14 0.19 0.37 1.56 0.10 0.13 0.15
 27.02.13 13:00 0.13 0.19 0.33 1.52 0.09 0.10 0.13
 -------- 14:00 0.13 0.16 0.35 1.54 0.10 0.09 0.12
 -------- 15:00 0.17 0.13 0.41 1.60 0.12 0.15 0.19
 -------- 16:00 0.11 0.20 0.29 1.50 0.10 0.03 0.04
 -------- 17:00 0.11 0.26 0.32 1.51 0.09 0.10 0.06
 27.02.13 18:00 0.11 0.22 0.37 1.49 0.10 0.11 0.05
 -------- 19:00 0.13 0.21 0.39 1.56 0.11 0.19 0.14
 -------- 20:00 0.11 0.14 0.39 1.51 0.10 0.15 0.05
 -------- 21:00 0.19 0.03 0.48 1.62 0.15 0.20 0.08
 -------- 22:00 0.17 0.01 0.49 1.67 0.18 0.13 0.05
 27.02.13 23:00 0.17 0.01 0.50 1.77 0.18 0.11 0.07
 -------- 00:00 0.13 0.01 0.51 1.74 0.15 0.13 0.09
 -------- 01:00 0.07 0.03 0.46 1.60 0.04 0.05 0.03
 -------- 02:00 0.08 0.01 0.49 1.74 0.08 0.11 0.10
 -------- 03:00 0.07 0.01 0.44 1.71 0.05 0.10 0.08
 28.02.13 04:00 0.06 0.10 0.33 1.52 0.04 0.03 0.03
 -------- 05:00 0.04 0.20 0.26 1.47 0.03 0.02 0.02
 -------- 06:00 0.05 0.20 0.29 1.46 0.03 0.01 0.01
 -------- 07:00 0.06 0.14 0.38 1.51 0.05 0.04 0.07
 -------- 08:00 0.06 0.19 0.29 1.47 0.03 0.04 0.06
 28.02.13 09:00 0.08 0.20 0.31 1.50 0.04 0.06 0.09
 -------- 10:00 0.07 0.21 0.29 1.47 0.04 0.05 0.07
 -------- 11:00 0.07 0.24 0.25 1.46 0.03 0.05 0.09
