 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 17.01.13 00:00 0.06 0.06 0.26 2.14 0.04 0.08 0.12
 -------- 01:00 0.06 0.07 0.25 1.86 0.03 0.07 0.11
 -------- 02:00 0.06 0.08 0.23 1.94 0.02 0.07 0.11
 -------- 03:00 0.06 0.10 0.21 1.70 0.03 0.06 0.10
 -------- 04:00 0.04 0.13 0.19 2.05 0.01 0.06 0.09
 17.01.13 05:00 0.04 0.17 0.16 2.03 0.01 0.07 0.10
 -------- 06:00 0.04 0.19 0.16 1.85 0.02 0.08 0.11
 -------- 07:00 0.05 0.20 0.15 1.82 0.03 0.06 0.10
 -------- 08:00 0.06 0.16 0.20 1.65 0.06 0.06 0.10
 -------- 09:00 0.06 0.14 0.21 1.84 0.07 0.06 0.10
 17.01.13 10:00 0.07 0.17 0.19 1.85 0.04 0.06 0.09
 -------- 11:00 0.08 0.16 0.21 1.92 0.06 0.06 0.09
 -------- 12:00 0.07 0.20 0.17 1.71 0.06 0.06 0.09
 -------- 13:00 0.06 0.21 0.16 1.72 0.06 0.07 0.08
 -------- 14:00 0.06 0.20 0.17 1.72 0.06 0.06 0.08
 17.01.13 15:00 0.07 0.16 0.21 1.49 0.08 0.05 0.07
 -------- 16:00 0.06 0.17 0.19 1.49 0.07 0.05 0.07
 -------- 17:00 0.07 0.16 0.19 1.51 0.07 0.05 0.08
 -------- 18:00 0.09 0.16 0.20 1.54 0.05 0.06 0.08
 -------- 19:00 0.07 0.16 0.19 1.60 0.04 0.05 0.08
 17.01.13 20:00 0.07 0.15 0.21 1.74 0.05 0.05 0.07
 -------- 21:00 0.06 0.16 0.20 1.68 0.04 0.05 0.07
 -------- 22:00 0.06 0.21 0.18 1.86 0.03 0.06 0.08
 -------- 23:00 0.05 0.21 0.17 1.91 0.02 0.06 0.08
 -------- 00:00 0.06 0.19 0.19 1.92 0.03 0.06 0.08
 18.01.13 01:00 0.05 0.19 0.19 1.84 0.02 0.07 0.08
 -------- 02:00 0.04 0.21 0.17 1.78 0.01 0.05 0.08
 -------- 03:00 0.04 0.21 0.17 1.71 0.02 0.05 0.07
 -------- 04:00 0.04 0.24 0.13 1.78 0.01 0.06 0.08
 -------- 05:00 0.04 0.26 0.14 1.74 0.01 0.05 0.08
 18.01.13 06:00 0.04 0.23 0.15 1.88 0.02 0.05 0.08
 -------- 07:00 0.05 0.19 0.18 1.85 0.03 0.06 0.09
 -------- 08:00 0.06 0.15 0.21 1.68 0.05 0.06 0.09
 -------- 09:00 0.07 0.13 0.22 1.58 0.05 0.06 0.09
 -------- 10:00 0.07 0.13 0.23 1.59 0.05 0.06 0.09
 18.01.13 11:00 0.06 0.13 0.23 1.62 0.07 0.06 0.09
 -------- 12:00 0.06 0.14 0.22 1.98 0.09 0.09 0.10
 -------- 13:00 0.08 0.15 0.21 1.70 0.09 0.07 0.10
 -------- 14:00 0.07 0.15 0.26 1.62 0.14 0.07 0.10
 -------- 15:00 0.08 0.11 0.30 1.67 0.14 0.06 0.10
 18.01.13 16:00 0.08 0.09 0.27 1.60 0.13 0.06 0.10
 -------- 17:00 0.09 0.09 0.26 1.57 0.11 0.08 0.12
 -------- 18:00 0.17 0.07 0.29 1.65 0.14 0.13 0.19
 -------- 19:00 0.13 0.08 0.26 1.58 0.10 0.06 0.11
 -------- 20:00 0.19 0.10 0.25 1.75 0.12 0.06 0.10
 18.01.13 21:00 0.09 0.08 0.26 1.56 0.10 0.06 0.10
 -------- 22:00 0.14 0.06 0.28 1.62 0.15 0.08 0.13
 -------- 23:00 0.13 0.06 0.26 1.59 0.12 0.06 0.10
