 Date Time CO OZ NO2 CHX NO PM10
 10.11.12 00:00 0.04 0.24 0.11 1.43 0.01 0.01
 -------- 01:00 0.03 0.27 0.11 1.38 0.01 0.02
 -------- 02:00 0.04 0.29 0.11 1.36 0.01 0.03
 -------- 03:00 0.02 0.22 0.19 1.37 0.01 0.03
 -------- 04:00 0.03 0.17 0.20 1.37 0.01 0.04
 10.11.12 05:00 0.04 0.10 0.28 1.48 0.05 0.07
 -------- 06:00 0.04 0.04 0.29 1.44 0.04 0.07
 -------- 07:00 0.05 0.06 0.30 1.44 0.05 0.07
 -------- 08:00 0.05 0.03 0.31 1.44 0.11 0.08
 -------- 09:00 0.04 0.04 0.30 1.43 0.11 0.07
 10.11.12 10:00 0.07 0.04 0.30 1.46 0.11 0.10
 -------- 11:00 0.07 0.04 0.31 1.45 0.16 0.12
 -------- 12:00 0.07 0.06 0.29 1.44 0.14 0.12
 -------- 13:00 0.09 0.11 0.24 1.46 0.11 0.17
 -------- 14:00 0.08 0.12 0.25 1.44 0.10 0.18
 10.11.12 15:00 0.19 0.10 0.42 1.57 0.15 0.35
 -------- 16:00 0.20 0.08 0.62 1.64 0.22 0.36
 -------- 17:00 0.25 0.05 0.80 1.73 0.33 0.40
 -------- 18:00 0.19 0.03 0.47 1.59 0.27 0.29
 -------- 19:00 0.29 0.03 0.42 1.67 0.20 0.36
 10.11.12 20:00 0.31 0.02 0.42 1.76 0.38 0.74
 -------- 21:00 0.20 0.01 0.36 1.65 0.34 0.17
 -------- 22:00 0.32 0.01 0.38 1.84 0.68 0.30
 -------- 23:00 0.45 0.01 0.42 2.05 1.14 0.83
 -------- 00:00 0.26 0.01 0.36 1.98 0.61 0.36
 11.11.12 01:00 0.23 0.01 0.32 1.85 0.46 0.15
 -------- 02:00 0.23 0.01 0.29 2.90 0.49 0.18
 -------- 03:00 0.19 0.01 0.28 2.62 0.47 0.45
 -------- 04:00 0.23 0.01 0.27 3.41 0.52 0.33
 -------- 05:00 0.25 0.01 0.26 3.76 0.65 0.31
 11.11.12 06:00 0.28 0.01 0.27 3.65 1.00 0.41
 -------- 07:00 0.31 0.01 0.37 3.40 1.02 0.43
 -------- 08:00 0.29 0.01 0.42 2.87 0.92 0.34
 -------- 09:00 0.25 0.01 0.38 2.26 0.65 0.30
 -------- 10:00 0.19 0.01 0.36 1.87 0.38 0.16
 11.11.12 11:00 0.13 0.01 0.36 1.84 0.24 0.15
 -------- 12:00 0.13 0.02 0.36 1.74 0.19 0.17
 -------- 13:00 0.13 0.03 0.32 1.75 0.13 0.15
 -------- 14:00 0.08 0.05 0.26 1.51 0.07 0.10
 -------- 15:00 0.08 0.08 0.22 1.47 0.03 0.09
 11.11.12 16:00 0.08 0.07 0.23 1.45 0.03 0.08
 -------- 17:00 0.09 0.05 0.25 1.47 0.03 0.12
 -------- 18:00 0.13 0.02 0.28 1.57 0.08 0.13
 -------- 19:00 0.14 0.01 0.28 1.59 0.08 0.11
 -------- 20:00 0.11 0.02 0.27 1.54 0.04 0.13
 11.11.12 21:00 0.08 0.02 0.26 1.49 0.04 0.08
 -------- 22:00 0.09 0.02 0.25 1.50 0.03 0.11
 -------- 23:00 0.08 0.06 0.19 1.45 0.01 0.06
