 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 01.04.13 12:00 0.06 0.31 0.13 1.46 0.02 0.01 0.02
 -------- 13:00 0.07 0.31 0.13 1.45 0.03 0.02 0.02
 -------- 14:00 0.07 0.32 0.14 1.51 0.02 0.05 0.06
 -------- 15:00 0.06 0.38 0.10 1.51 0.02 0.05 0.06
 -------- 16:00 0.07 0.36 0.13 1.58 0.02 0.07 0.10
 01.04.13 17:00 0.08 0.25 0.21 1.60 0.02 0.09 0.13
 -------- 18:00 0.11 0.12 0.32 1.64 0.04 0.09 0.11
 -------- 19:00 0.11 0.10 0.33 1.63 0.03 0.09 0.11
 -------- 20:00 0.09 0.12 0.31 1.57 0.03 0.08 0.10
 -------- 21:00 0.09 0.08 0.36 1.56 0.03 0.07 0.10
 01.04.13 22:00 0.11 0.03 0.43 1.60 0.09 0.07 0.10
 -------- 23:00 0.14 0.01 0.48 1.71 0.13 0.08 0.12
 -------- 00:00 0.12 0.01 0.46 1.71 0.05 0.08 0.11
 -------- 01:00 0.11 0.01 0.46 1.79 0.11 0.08 0.11
 -------- 02:00 0.11 0.01 0.48 2.12 0.09 0.12 0.16
 02.04.13 03:00 0.10 0.01 0.47 1.76 0.14 0.10 0.12
 -------- 04:00 0.09 0.01 0.45 1.75 0.11 0.07 0.09
 -------- 05:00 0.09 0.01 0.46 2.17 0.12 0.10 0.14
 -------- 06:00 0.07 0.04 0.40 1.69 0.04 0.07 0.09
 -------- 07:00 0.13 0.01 0.45 1.66 0.11 0.06 0.07
 02.04.13 08:00 0.12 0.02 0.44 1.65 0.12 0.06 0.08
 -------- 09:00 0.11 0.07 0.38 1.55 0.10 0.05 0.07
 -------- 10:00 0.09 0.21 0.26 1.49 0.06 0.04 0.06
 -------- 11:00 0.08 0.32 0.21 1.49 0.05 0.05 0.09
 -------- 12:00 0.09 0.36 0.25 1.53 0.05 0.07 0.10
 02.04.13 13:00 0.09 0.37 0.23 1.51 0.05 0.06 0.09
 -------- 14:00 0.08 0.46 0.23 1.50 0.05 0.05 0.08
 -------- 15:00 0.09 0.51 0.21 1.56 0.04 0.06 0.09
 -------- 16:00 0.09 0.54 0.23 1.52 0.04 0.06 0.09
 -------- 17:00 0.09 0.50 0.26 1.56 0.03 0.14 0.21
 02.04.13 18:00 0.15 0.31 0.59 1.65 0.13 0.15 0.21
 -------- 19:00 0.19 0.14 0.67 1.75 0.14 0.19 0.25
 -------- 20:00 0.19 0.11 0.54 1.75 0.08 0.18 0.23
 -------- 21:00 0.21 0.15 0.46 1.70 0.05 0.13 0.18
 -------- 22:00 0.13 0.32 0.35 1.60 0.03 0.08 0.12
 02.04.13 23:00 0.11 0.25 0.42 1.55 0.04 0.06 0.08
 -------- 00:00 0.11 0.22 0.47 1.59 0.12 0.06 0.07
 -------- 01:00 0.17 0.03 0.56 1.71 0.21 0.09 0.09
 -------- 02:00 0.08 0.23 0.38 1.54 0.02 0.05 0.07
 -------- 03:00 0.07 0.24 0.38 1.56 0.01 0.06 0.08
 03.04.13 04:00 0.07 0.21 0.40 1.56 0.01 0.06 0.09
 -------- 05:00 0.10 0.07 0.55 1.68 0.15 0.07 0.10
 -------- 06:00 0.16 0.02 0.66 1.84 0.10 0.17 0.27
 -------- 07:00 0.18 0.04 0.65 1.82 0.13 0.16 0.20
 -------- 08:00 0.15 0.04 0.52 1.71 0.07 0.09 0.13
 03.04.13 09:00 0.17 0.05 0.54 1.67 0.16 0.11 0.15
 -------- 10:00 0.19 0.04 0.55 1.68 0.27 0.09 0.11
 -------- 11:00 0.19 0.06 0.67 1.72 0.26 0.13 0.18
