 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 20.01.13 12:00 0.18 0.03 0.40 2.41 0.32 0.15 0.24
 -------- 13:00 0.18 0.04 0.40 2.20 0.29 0.16 0.28
 -------- 14:00 0.19 0.04 0.43 3.49 0.32 0.17 0.29
 -------- 15:00 0.20 0.03 0.45 3.53 0.33 0.17 0.28
 -------- 16:00 0.23 0.02 0.45 3.59 0.32 0.16 0.27
 20.01.13 17:00 0.21 0.01 0.48 2.60 0.36 0.16 0.26
 -------- 18:00 0.19 0.01 0.46 2.00 0.33 0.13 0.23
 -------- 19:00 0.20 0.01 0.41 1.93 0.30 0.15 0.27
 -------- 20:00 0.15 0.01 0.38 1.81 0.23 0.11 0.19
 -------- 21:00 0.12 0.01 0.34 1.75 0.14 0.07 0.12
 20.01.13 22:00 0.12 0.01 0.32 2.39 0.14 0.06 0.12
 -------- 23:00 0.10 0.01 0.30 1.68 0.09 0.06 0.11
 -------- 00:00 0.09 0.01 0.29 2.00 0.07 0.06 0.11
 -------- 01:00 0.08 0.01 0.27 2.29 0.06 0.06 0.11
 -------- 02:00 0.09 0.01 0.28 1.71 0.06 0.06 0.11
 21.01.13 03:00 0.08 0.01 0.27 1.61 0.06 0.05 0.10
 -------- 04:00 0.08 0.01 0.25 1.60 0.04 0.05 0.10
 -------- 05:00 0.10 0.01 0.28 1.65 0.07 0.08 0.15
 -------- 06:00 0.09 0.01 0.27 1.61 0.09 0.06 0.12
 -------- 07:00 0.11 0.01 0.28 1.64 0.17 0.06 0.11
 21.01.13 08:00 0.15 0.01 0.33 1.73 0.37 0.08 0.14
 -------- 09:00 0.16 0.01 0.32 1.74 0.36 0.08 0.14
 -------- 10:00 0.15 0.01 0.34 1.76 0.40 0.08 0.14
 -------- 11:00 0.13 0.01 0.33 1.70 0.36 0.08 0.14
 -------- 12:00 0.16 0.02 0.32 1.94 0.36 0.08 0.16
 21.01.13 13:00 0.13 0.03 0.28 1.91 0.27 0.09 0.15
 -------- 14:00 0.10 0.05 0.29 1.66 0.22 0.07 0.12
 -------- 15:00 0.11 0.06 0.33 1.66 0.21 0.07 0.12
 -------- 16:00 0.10 0.06 0.29 1.63 0.18 0.07 0.12
 -------- 17:00 0.24 0.06 0.49 2.41 0.25 0.26 0.43
 21.01.13 18:00 0.13 0.03 0.37 2.32 0.23 0.05 0.10
 -------- 19:00 0.09 0.02 0.34 1.71 0.16 0.04 0.08
 -------- 20:00 0.10 0.06 0.35 1.57 0.10 0.05 0.09
 -------- 21:00 0.11 0.08 0.40 1.55 0.10 0.07 0.11
 -------- 22:00 0.07 0.09 0.30 1.47 0.06 0.03 0.06
 21.01.13 23:00 0.08 0.06 0.33 1.51 0.09 0.04 0.07
 -------- 00:00 0.07 0.11 0.30 1.52 0.06 0.05 0.09
 -------- 01:00 0.05 0.14 0.25 1.47 0.03 0.03 0.05
 -------- 02:00 0.04 0.17 0.25 1.44 0.02 0.02 0.04
 -------- 03:00 0.04 0.18 0.25 1.41 0.02 0.02 0.04
 22.01.13 04:00 0.03 0.23 0.21 1.40 0.02 0.02 0.03
 -------- 05:00 0.04 0.25 0.23 1.43 0.02 0.03 0.06
 -------- 06:00 0.07 0.11 0.40 1.64 0.10 0.08 0.14
 -------- 07:00 0.08 0.04 0.43 1.61 0.14 0.04 0.06
 -------- 08:00 0.19 0.05 0.57 2.08 0.22 0.28 0.44
 22.01.13 09:00 0.10 0.02 0.45 1.66 0.18 0.01 0.01
 -------- 10:00 0.13 0.02 0.46 1.72 0.31 0.04 0.08
 -------- 11:00 0.13 0.03 0.43 1.72 0.29 0.09 0.16
