 Date Time CO OZ NO2 CHX NO PM10
 14.10.12 12:00 0.05 0.09 0.26 1.46 0.07 ----
 -------- 13:00 0.05 0.15 0.21 1.42 0.03 ----
 -------- 14:00 0.07 0.11 0.25 1.43 0.03 ----
 -------- 15:00 0.07 0.08 0.27 1.43 0.03 ----
 -------- 16:00 0.09 0.07 0.30 1.55 0.06 ----
 14.10.12 17:00 0.10 0.05 0.30 1.52 0.06 ----
 -------- 18:00 0.13 0.02 0.33 1.57 0.10 ----
 -------- 19:00 0.18 0.01 0.34 1.68 0.19 ----
 -------- 20:00 0.12 0.01 0.31 1.57 0.08 ----
 -------- 21:00 0.13 0.01 0.31 1.81 0.10 ----
 14.10.12 22:00 0.09 0.01 0.31 1.58 0.07 ----
 -------- 23:00 0.09 0.01 0.31 1.63 0.07 ----
 -------- 00:00 0.10 0.01 0.31 1.68 0.09 ----
 -------- 01:00 0.13 0.01 0.29 1.73 0.18 ----
 -------- 02:00 0.11 0.01 0.29 1.68 0.16 ----
 15.10.12 03:00 0.09 0.01 0.24 1.66 0.11 ----
 -------- 04:00 0.09 0.01 0.22 1.73 0.14 ----
 -------- 05:00 0.11 0.01 0.23 1.70 0.12 ----
 -------- 06:00 0.12 0.01 0.26 1.75 0.32 ----
 -------- 07:00 0.15 0.01 0.27 1.71 0.32 ----
 15.10.12 08:00 0.22 0.01 0.26 1.93 0.56 ----
 -------- 09:00 0.17 0.01 0.24 1.92 0.41 ----
 -------- 10:00 0.15 0.01 0.26 2.04 0.29 ----
 -------- 11:00 0.13 0.01 0.29 1.84 0.26 ----
 -------- 12:00 0.09 0.04 0.28 1.67 0.15 ----
 15.10.12 13:00 0.07 0.08 0.24 1.59 0.08 0.08
 -------- 14:00 0.04 0.17 0.18 1.46 0.03 0.08
 -------- 15:00 0.04 0.19 0.19 1.43 0.02 0.08
 -------- 16:00 0.04 0.24 0.15 1.43 0.01 0.08
 -------- 17:00 0.05 0.16 0.24 1.47 0.02 0.11
 15.10.12 18:00 0.05 0.25 0.24 1.46 0.01 0.07
 -------- 19:00 0.09 0.15 0.36 1.44 0.01 0.09
 -------- 20:00 0.08 0.11 0.32 1.47 0.01 0.08
 -------- 21:00 0.08 0.09 0.29 1.43 0.01 0.07
 -------- 22:00 0.05 0.13 0.23 1.40 0.01 0.05
 15.10.12 23:00 0.04 0.13 0.24 1.37 0.01 0.06
 -------- 00:00 0.04 0.18 0.16 1.37 0.00 0.04
 -------- 01:00 0.04 0.25 0.11 1.37 ---- 0.03
 -------- 02:00 0.04 0.21 0.13 1.36 ---- 0.04
 -------- 03:00 0.04 0.20 0.12 1.36 ---- 0.05
 16.10.12 04:00 0.04 0.17 0.13 1.36 ---- 0.04
 -------- 05:00 0.04 0.15 0.15 1.37 ---- 0.04
 -------- 06:00 0.04 0.09 0.25 1.37 0.03 0.04
 -------- 07:00 0.04 0.11 0.19 1.37 0.01 0.04
 -------- 08:00 0.06 0.09 0.21 1.39 0.02 0.04
 16.10.12 09:00 0.06 0.07 0.23 1.42 0.03 0.06
 -------- 10:00 0.06 0.06 0.23 1.42 0.03 0.06
 -------- 11:00 0.07 0.03 0.25 1.43 0.05 0.07
