 Date Time CO OZ NO2 CHX NO PM10
 30.03.13 12:00 0.11 0.37 0.35 1.65 0.07 0.07
 -------- 13:00 0.07 0.55 0.24 1.50 0.03 0.05
 -------- 14:00 0.04 0.78 0.08 1.42 0.01 0.02
 -------- 15:00 0.04 0.73 0.17 1.45 0.02 0.02
 -------- 16:00 0.04 0.78 0.12 1.45 0.01 0.03
 30.03.13 17:00 0.04 0.77 0.14 1.44 0.01 0.05
 -------- 18:00 0.05 0.70 0.17 1.47 0.01 0.03
 -------- 19:00 0.05 0.71 0.17 1.42 0.01 0.03
 -------- 20:00 0.06 0.66 0.18 1.45 0.01 0.05
 -------- 21:00 0.07 0.71 0.16 1.46 0.01 0.04
 30.03.13 22:00 0.06 0.76 0.14 1.44 0.01 0.04
 -------- 23:00 0.06 0.75 0.14 1.42 0.01 0.04
 -------- 00:00 0.05 0.70 0.13 1.41 0.01 0.03
 -------- 01:00 0.04 0.65 0.11 1.42 0.01 0.03
 -------- 02:00 0.04 0.60 0.11 1.40 0.01 0.03
 31.03.13 03:00 0.04 0.55 0.11 1.42 0.01 0.02
 -------- 04:00 0.04 0.53 0.12 1.41 0.01 0.02
 -------- 05:00 0.04 0.46 0.17 1.41 0.01 0.03
 -------- 06:00 0.04 0.41 0.18 1.42 0.01 0.03
 -------- 07:00 0.05 0.37 0.24 1.43 0.01 0.03
 31.03.13 08:00 0.06 0.30 0.29 1.44 0.02 0.05
 -------- 09:00 0.06 0.31 0.26 1.44 0.01 0.05
 -------- 10:00 0.08 0.21 0.33 1.53 0.04 0.08
 -------- 11:00 0.07 0.30 0.28 1.52 0.05 0.07
 -------- 12:00 0.07 0.31 0.23 1.48 0.05 0.05
 31.03.13 13:00 0.07 0.32 0.25 1.49 0.05 0.06
 -------- 14:00 0.07 0.30 0.26 1.50 0.05 0.06
 -------- 15:00 0.08 0.31 0.25 1.53 0.04 0.08
 -------- 16:00 0.09 0.34 0.25 1.52 0.05 0.08
 -------- 17:00 0.10 0.35 0.27 1.54 0.04 0.10
 31.03.13 18:00 0.14 0.30 0.33 1.62 0.05 0.18
 -------- 19:00 0.18 0.21 0.45 1.63 0.09 0.16
 -------- 20:00 0.17 0.12 0.48 1.70 0.12 0.13
 -------- 21:00 0.26 0.01 0.57 1.93 0.33 0.16
 -------- 22:00 0.15 0.01 0.49 1.78 0.20 0.09
 31.03.13 23:00 0.15 0.01 0.47 1.74 0.17 0.09
 -------- 00:00 0.15 0.01 0.44 2.07 0.16 0.09
 -------- 01:00 0.19 0.01 0.39 2.25 0.28 0.10
 -------- 02:00 0.16 0.01 0.40 3.43 0.25 0.09
 -------- 03:00 0.10 0.01 0.39 3.38 0.08 0.08
 01.04.13 04:00 0.09 0.01 0.35 3.64 0.04 0.08
 -------- 05:00 0.09 0.01 0.37 3.38 0.05 0.09
 -------- 06:00 0.10 0.02 0.36 2.94 0.08 0.09
 -------- 07:00 0.08 0.08 0.28 2.64 0.05 0.07
 -------- 08:00 0.08 0.10 0.30 1.97 0.08 0.06
 01.04.13 09:00 0.07 0.18 0.25 1.74 0.07 0.05
 -------- 10:00 0.05 0.28 0.15 1.71 0.03 0.03
 -------- 11:00 0.05 0.31 0.13 1.61 0.03 0.01
