 Date Time CO OZ NO2 CHX NO PM10
 04.04.13 11:00 0.06 0.59 0.18 1.69 0.03 0.06
 -------- 12:00 0.07 0.64 0.15 1.61 0.03 0.06
 -------- 13:00 0.06 0.64 0.17 1.61 0.03 0.05
 -------- 14:00 0.06 0.62 0.17 1.56 0.04 0.05
 -------- 15:00 0.06 0.64 0.16 1.90 0.03 0.06
 04.04.13 16:00 0.06 0.64 0.16 2.40 0.03 0.13
 -------- 17:00 0.07 0.59 0.20 2.01 0.04 0.08
 -------- 18:00 0.07 0.51 0.27 1.72 0.04 0.06
 -------- 19:00 0.06 0.51 0.24 1.55 0.03 0.05
 -------- 20:00 0.09 0.43 0.30 1.53 0.04 0.05
 04.04.13 21:00 0.07 0.37 0.30 1.50 0.03 0.04
 -------- 22:00 0.07 0.45 0.23 1.84 0.02 0.05
 -------- 23:00 0.06 0.48 0.21 1.64 0.01 0.05
 -------- 00:00 0.06 0.45 0.24 1.61 0.02 0.05
 -------- 01:00 0.06 0.54 0.15 1.58 0.01 0.05
 05.04.13 02:00 0.04 0.58 0.13 1.51 0.01 0.04
 -------- 03:00 0.04 0.62 0.11 1.67 0.01 0.05
 -------- 04:00 0.04 0.62 0.12 1.52 0.01 0.04
 -------- 05:00 0.04 0.61 0.11 1.49 0.01 0.04
 -------- 06:00 0.04 0.58 0.15 1.50 0.01 0.04
 05.04.13 07:00 0.05 0.51 0.20 1.58 0.02 0.04
 -------- 08:00 0.06 0.48 0.24 1.56 0.03 0.05
 -------- 09:00 0.06 0.43 0.28 1.84 0.04 0.08
 -------- 10:00 0.06 0.48 0.23 1.51 0.03 0.07
 -------- 11:00 0.07 0.42 0.28 1.61 0.05 0.08
 05.04.13 12:00 0.07 0.45 0.25 2.01 0.05 0.12
 -------- 13:00 0.09 0.44 0.27 1.96 0.05 0.13
 -------- 14:00 0.07 0.48 0.27 1.72 0.03 0.16
 -------- 15:00 0.08 0.52 0.23 1.97 0.02 0.20
 -------- 16:00 0.11 0.46 0.27 1.84 0.02 0.23
 05.04.13 17:00 0.11 0.44 0.30 1.68 0.02 0.19
 -------- 18:00 0.08 0.49 0.25 1.69 0.01 0.18
 -------- 19:00 0.10 0.41 0.33 1.64 0.02 0.20
 -------- 20:00 0.08 0.44 0.28 1.64 0.01 0.17
 -------- 21:00 0.09 0.34 0.33 1.56 0.01 0.14
 05.04.13 22:00 0.11 0.17 0.41 1.57 0.01 0.11
 -------- 23:00 0.13 0.06 0.47 1.60 0.03 0.09
 -------- 00:00 0.15 0.01 0.50 1.70 0.08 0.12
 -------- 01:00 0.11 0.03 0.43 1.69 0.05 0.16
 -------- 02:00 0.09 0.09 0.34 1.68 0.02 0.15
 06.04.13 03:00 0.09 0.07 0.36 1.57 0.03 0.09
 -------- 04:00 0.08 0.12 0.29 1.52 0.03 0.05
 -------- 05:00 0.08 0.17 0.26 1.50 0.03 0.02
 -------- 06:00 0.08 0.24 0.24 1.50 0.03 0.02
 -------- 07:00 0.11 0.29 0.29 1.53 0.03 0.05
 06.04.13 08:00 0.11 0.26 0.33 1.55 0.04 0.04
 -------- 09:00 0.10 0.27 0.30 1.51 0.04 0.02
 -------- 10:00 0.10 0.28 0.29 1.53 0.04 0.03
