 Date Time CO OZ NO2 CHX NO PM10
 20.01.13 00:00 0.28 0.01 0.43 2.40 0.76 0.14
 -------- 01:00 0.21 0.01 0.40 2.90 0.51 0.13
 -------- 02:00 0.18 0.01 0.38 3.54 0.34 0.13
 -------- 03:00 0.21 0.01 0.38 3.31 0.36 0.13
 -------- 04:00 0.17 0.01 0.36 6.17 0.29 0.13
 20.01.13 05:00 0.16 0.01 0.39 2.57 0.25 0.13
 -------- 06:00 0.16 0.01 0.43 2.76 0.28 0.16
 -------- 07:00 0.12 0.01 0.42 1.98 0.22 0.09
 -------- 08:00 0.16 0.01 0.45 2.19 0.27 0.10
 -------- 09:00 0.16 0.01 0.44 2.62 0.28 0.11
 20.01.13 10:00 0.17 0.01 0.41 2.80 0.28 0.13
 -------- 11:00 0.18 0.02 0.40 2.69 0.31 0.16
 -------- 12:00 0.18 0.03 0.40 2.41 0.32 0.15
 -------- 13:00 0.18 0.04 0.40 2.20 0.29 0.16
 -------- 14:00 0.19 0.04 0.43 3.49 0.32 0.17
 20.01.13 15:00 0.20 0.03 0.45 3.53 0.33 0.17
 -------- 16:00 0.23 0.02 0.45 3.59 0.32 0.16
 -------- 17:00 0.21 0.01 0.48 2.60 0.36 0.16
 -------- 18:00 0.19 0.01 0.46 2.00 0.33 0.13
 -------- 19:00 0.20 0.01 0.41 1.93 0.30 0.15
 20.01.13 20:00 0.15 0.01 0.38 1.81 0.23 0.11
 -------- 21:00 0.12 0.01 0.34 1.75 0.14 0.07
 -------- 22:00 0.12 0.01 0.32 2.39 0.14 0.06
 -------- 23:00 0.10 0.01 0.30 1.68 0.09 0.06
 -------- 00:00 0.09 0.01 0.29 2.00 0.07 0.06
 21.01.13 01:00 0.08 0.01 0.27 2.29 0.06 0.06
 -------- 02:00 0.09 0.01 0.28 1.71 0.06 0.06
 -------- 03:00 0.08 0.01 0.27 1.61 0.06 0.05
 -------- 04:00 0.08 0.01 0.25 1.60 0.04 0.05
 -------- 05:00 0.10 0.01 0.28 1.65 0.07 0.08
 21.01.13 06:00 0.09 0.01 0.27 1.61 0.09 0.06
 -------- 07:00 0.11 0.01 0.28 1.64 0.17 0.06
 -------- 08:00 0.15 0.01 0.33 1.73 0.37 0.08
 -------- 09:00 0.16 0.01 0.32 1.74 0.36 0.08
 -------- 10:00 0.15 0.01 0.34 1.76 0.40 0.08
 21.01.13 11:00 0.13 0.01 0.33 1.70 0.36 0.08
 -------- 12:00 0.16 0.02 0.32 1.94 0.36 0.08
 -------- 13:00 0.13 0.03 0.28 1.91 0.27 0.09
 -------- 14:00 0.10 0.05 0.29 1.66 0.22 0.07
 -------- 15:00 0.11 0.06 0.33 1.66 0.21 0.07
 21.01.13 16:00 0.10 0.06 0.29 1.63 0.18 0.07
 -------- 17:00 0.24 0.06 0.49 2.41 0.25 0.26
 -------- 18:00 0.13 0.03 0.37 2.32 0.23 0.05
 -------- 19:00 0.09 0.02 0.34 1.71 0.16 0.04
 -------- 20:00 0.10 0.06 0.35 1.57 0.10 0.05
 21.01.13 21:00 0.11 0.08 0.40 1.55 0.10 0.07
 -------- 22:00 0.07 0.09 0.30 1.47 0.06 0.03
 -------- 23:00 0.08 0.06 0.33 1.51 0.09 0.04
