 Date Time CO OZ NO2 CHX NO PM10
 11.05.13 00:00 0.18 0.01 0.59 1.79 0.13 0.14
 -------- 01:00 0.23 0.01 0.55 1.97 0.26 0.27
 -------- 02:00 0.16 0.02 0.51 1.72 0.11 0.24
 -------- 03:00 0.08 0.15 0.40 1.53 0.04 0.26
 -------- 04:00 0.11 0.08 0.43 1.70 0.17 0.17
 11.05.13 05:00 0.18 0.01 0.49 1.90 0.29 0.25
 -------- 06:00 0.14 0.01 0.48 2.01 0.24 0.22
 -------- 07:00 0.15 0.02 0.46 2.15 0.25 0.22
 -------- 08:00 0.14 0.06 0.50 1.76 0.11 0.17
 -------- 09:00 0.10 0.19 0.38 1.78 0.05 0.21
 11.05.13 10:00 0.08 0.36 0.29 1.63 0.02 0.16
 -------- 11:00 0.07 0.48 0.25 1.57 0.02 0.14
 -------- 12:00 0.05 0.67 0.18 1.48 0.02 0.12
 -------- 13:00 0.05 0.81 0.13 1.55 0.01 0.09
 -------- 14:00 0.04 0.96 0.08 1.83 0.01 0.07
 11.05.13 15:00 0.04 0.98 0.07 1.66 0.01 0.09
 -------- 16:00 0.04 0.94 0.08 1.60 0.01 0.10
 -------- 17:00 0.04 0.91 0.07 1.81 0.01 0.10
 -------- 18:00 0.04 0.85 0.10 1.45 0.01 0.11
 -------- 19:00 0.05 0.71 0.16 1.46 0.01 0.10
 11.05.13 20:00 0.07 0.56 0.22 1.50 0.01 0.13
 -------- 21:00 0.09 0.36 0.29 1.55 0.01 0.26
 -------- 22:00 0.17 0.07 0.52 2.00 0.10 0.22
 -------- 23:00 0.23 0.01 0.53 1.88 0.15 0.21
 -------- 00:00 0.32 0.01 0.50 2.17 0.34 0.44
 12.05.13 01:00 0.41 0.01 0.48 2.42 0.55 0.53
 -------- 02:00 0.35 0.01 0.50 2.45 0.62 0.48
 -------- 03:00 0.38 0.01 0.49 2.44 0.68 0.39
 -------- 04:00 0.31 0.01 0.41 2.41 0.64 0.33
 -------- 05:00 0.32 0.01 0.40 2.49 0.75 0.47
 12.05.13 06:00 0.35 0.01 0.42 2.66 0.97 0.69
 -------- 07:00 0.35 0.01 0.47 2.62 0.79 0.50
 -------- 08:00 0.17 0.02 0.52 1.85 0.23 0.26
 -------- 09:00 0.09 0.19 0.37 1.53 0.06 0.15
 -------- 10:00 0.06 0.40 0.26 1.55 0.03 0.09
 12.05.13 11:00 0.07 0.40 0.33 1.70 0.03 0.13
 -------- 12:00 0.07 0.48 0.30 1.62 0.03 0.14
 -------- 13:00 0.05 0.68 0.19 1.66 0.02 0.14
 -------- 14:00 0.04 0.79 0.15 1.68 0.01 0.16
 -------- 15:00 0.05 0.79 0.15 2.11 0.01 0.15
 12.05.13 16:00 0.06 0.71 0.22 1.67 0.01 0.17
 -------- 17:00 0.07 0.63 0.33 1.63 0.03 0.21
 -------- 18:00 0.06 0.66 0.22 1.47 0.02 0.20
 -------- 19:00 0.05 0.61 0.23 1.46 0.02 0.26
 -------- 20:00 0.08 0.50 0.28 1.48 0.02 0.22
 12.05.13 21:00 0.09 0.34 0.32 1.50 0.03 0.24
 -------- 22:00 0.13 0.13 0.42 1.66 0.05 0.23
 -------- 23:00 0.12 0.10 0.38 1.62 0.04 0.23
