 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 08.05.13 12:00 0.04 0.51 0.29 1.47 0.05 0.09 0.05
 -------- 13:00 0.07 0.51 0.34 1.50 0.05 0.16 0.10
 -------- 14:00 0.07 0.75 0.15 1.50 0.02 0.11 0.06
 -------- 15:00 0.06 0.71 0.16 1.45 0.02 0.12 0.05
 -------- 16:00 0.05 0.73 0.16 1.43 0.02 0.11 0.06
 08.05.13 17:00 0.06 0.65 0.21 1.43 0.03 0.10 0.05
 -------- 18:00 0.05 0.62 0.22 1.43 0.02 0.11 0.05
 -------- 19:00 0.08 0.53 0.26 1.43 0.03 0.12 0.06
 -------- 20:00 0.09 0.40 0.37 1.48 0.03 0.12 0.05
 -------- 21:00 0.09 0.39 0.39 1.50 0.05 0.20 0.10
 08.05.13 22:00 0.17 0.11 0.61 1.65 0.13 0.43 0.16
 -------- 23:00 0.19 0.01 0.61 1.86 0.19 0.26 0.17
 -------- 00:00 0.36 0.01 0.63 2.22 0.67 0.48 0.25
 -------- 01:00 0.49 0.01 0.59 2.32 0.99 0.79 0.40
 -------- 02:00 0.42 0.01 0.50 2.34 0.88 0.41 0.32
 09.05.13 03:00 0.19 0.02 0.43 1.94 0.30 0.19 0.13
 -------- 04:00 0.08 0.10 0.34 1.66 0.02 0.10 0.08
 -------- 05:00 0.10 0.06 0.37 1.70 0.09 0.17 0.10
 -------- 06:00 0.07 0.07 0.33 1.60 0.04 0.12 0.08
 -------- 07:00 0.07 0.17 0.30 1.54 0.05 0.09 0.07
 09.05.13 08:00 0.05 0.34 0.17 1.71 0.02 0.07 0.05
 -------- 09:00 0.06 0.45 0.16 1.95 0.02 0.08 0.06
 -------- 10:00 0.06 0.50 0.16 1.73 0.02 0.07 0.05
 -------- 11:00 0.08 0.48 0.21 1.65 0.03 0.11 0.08
 -------- 12:00 0.06 0.52 0.17 1.49 0.02 0.07 0.05
 09.05.13 13:00 0.06 0.61 0.15 1.46 0.02 0.08 0.07
 -------- 14:00 0.07 0.61 0.20 1.46 0.02 0.09 0.07
 -------- 15:00 0.06 0.66 0.16 1.48 0.02 0.08 0.07
 -------- 16:00 0.06 0.83 0.13 1.46 0.01 0.08 0.06
 -------- 17:00 0.06 0.91 0.12 1.45 0.01 0.08 0.06
 09.05.13 18:00 0.07 0.93 0.10 1.43 0.01 0.07 0.06
 -------- 19:00 0.06 0.91 0.14 1.45 0.01 0.07 0.08
 -------- 20:00 0.10 0.76 0.20 1.50 0.01 0.12 0.11
 -------- 21:00 0.17 0.17 0.52 1.74 0.03 0.31 0.21
 -------- 22:00 0.26 0.05 0.57 2.13 0.13 0.39 0.25
 09.05.13 23:00 0.30 0.01 0.53 2.32 0.33 0.86 0.35
 -------- 00:00 0.23 0.01 0.45 2.20 0.20 0.59 0.26
 -------- 01:00 0.25 0.01 0.43 2.42 0.26 0.42 0.26
 -------- 02:00 0.27 0.01 0.40 2.41 0.28 0.40 0.25
 -------- 03:00 0.25 0.01 0.37 2.49 0.33 0.33 0.23
 10.05.13 04:00 0.23 0.01 0.40 2.48 0.35 0.38 0.23
 -------- 05:00 0.25 0.01 0.42 2.52 0.44 0.45 0.27
 -------- 06:00 0.19 0.01 0.43 2.42 0.44 0.46 0.24
 -------- 07:00 0.11 0.07 0.44 1.70 0.06 0.12 0.09
 -------- 08:00 0.08 0.25 0.34 1.56 0.04 0.10 0.08
 10.05.13 09:00 0.08 0.38 0.28 1.54 0.03 0.10 0.08
 -------- 10:00 0.06 0.55 0.21 1.52 0.02 0.10 0.07
 -------- 11:00 0.05 0.73 0.14 1.49 0.01 0.11 0.07
