 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 04.12.12 23:00 0.10 0.11 0.15 1.46 0.02 0.04 0.07
 -------- 00:00 0.07 0.13 0.15 1.44 0.02 0.03 0.05
 -------- 01:00 0.06 0.17 0.13 1.43 0.02 0.02 0.04
 -------- 02:00 0.06 0.17 0.15 1.42 0.02 0.02 0.04
 -------- 03:00 0.06 0.14 0.16 1.43 0.03 0.03 0.04
 05.12.12 04:00 0.05 0.15 0.15 1.43 0.02 0.02 0.04
 -------- 05:00 0.06 0.16 0.17 1.42 0.03 0.02 0.04
 -------- 06:00 0.07 0.13 0.25 1.45 0.05 0.05 0.09
 -------- 07:00 0.08 0.12 0.24 1.46 0.03 0.07 0.11
 -------- 08:00 0.07 0.11 0.26 1.45 0.03 0.05 0.09
 05.12.12 09:00 0.07 0.09 0.32 1.47 0.04 0.05 0.08
 -------- 10:00 0.10 0.06 0.34 1.51 0.06 0.08 0.13
 -------- 11:00 0.08 0.11 0.28 1.46 0.06 0.07 0.11
 -------- 12:00 0.08 0.14 0.28 1.48 0.07 0.06 0.10
 -------- 13:00 0.10 0.10 0.32 1.52 0.10 0.10 0.15
 05.12.12 14:00 0.10 0.09 0.34 1.52 0.11 0.07 0.11
 -------- 15:00 0.07 0.09 0.32 1.49 0.09 0.03 0.05
 -------- 16:00 0.08 0.05 0.37 1.49 0.09 0.04 0.06
 -------- 17:00 0.11 0.01 0.40 1.56 0.15 0.05 0.06
 -------- 18:00 0.13 0.01 0.40 1.66 0.21 0.06 0.09
 05.12.12 19:00 0.11 0.01 0.42 1.76 0.20 0.06 0.09
 -------- 20:00 0.11 0.01 0.41 1.75 0.17 0.06 0.08
 -------- 21:00 0.17 0.01 0.46 1.89 0.33 0.12 0.17
 -------- 22:00 0.09 0.01 0.41 1.73 0.18 0.09 0.11
 -------- 23:00 0.12 0.01 0.40 1.73 0.23 0.10 0.13
 06.12.12 00:00 0.11 0.01 0.38 1.62 0.22 0.09 0.12
 -------- 01:00 0.08 0.01 0.37 1.55 0.15 0.07 0.09
 -------- 02:00 0.07 0.01 0.34 1.55 0.10 0.06 0.08
 -------- 03:00 0.07 0.01 0.33 1.62 0.08 0.06 0.08
 -------- 04:00 0.07 0.01 0.32 1.58 0.08 0.07 0.07
 06.12.12 05:00 0.07 0.01 0.33 1.59 0.11 0.06 0.06
 -------- 06:00 0.07 0.01 0.31 1.50 0.09 0.06 0.06
 -------- 07:00 0.06 0.01 0.28 1.47 0.05 0.06 0.06
 -------- 08:00 0.07 0.02 0.28 1.47 0.06 0.06 0.06
 -------- 09:00 0.06 0.03 0.26 1.47 0.04 0.07 0.07
 06.12.12 10:00 0.07 0.03 0.27 1.47 0.05 0.07 0.07
 -------- 11:00 0.08 0.03 0.29 1.48 0.09 0.07 0.07
 -------- 12:00 0.06 0.06 0.26 1.47 0.06 0.07 0.07
 -------- 13:00 0.06 0.06 0.26 1.45 0.06 0.06 0.08
 -------- 14:00 0.06 0.06 0.25 1.46 0.06 0.07 0.08
 06.12.12 15:00 0.07 0.05 0.27 1.49 0.06 0.09 0.09
 -------- 16:00 0.06 0.10 0.23 1.55 0.02 0.11 1.12
 -------- 17:00 0.09 0.08 0.22 1.53 0.03 0.05 0.41
 -------- 18:00 0.05 0.12 0.17 1.49 0.01 0.05 0.18
 -------- 19:00 0.05 0.13 0.19 1.47 0.01 0.05 0.14
 06.12.12 20:00 0.05 0.07 0.23 1.47 0.03 0.07 0.13
 -------- 21:00 0.04 0.09 0.18 1.43 0.03 0.06 0.11
 -------- 22:00 0.04 0.11 0.16 1.56 0.02 0.06 0.12
 -------- 23:00 0.04 0.10 0.17 1.57 0.02 0.05 0.10
