 Date Time CO OZ NO2 CHX NO PM10
 21.11.12 00:00 0.07 0.05 0.26 1.48 0.04 0.05
 -------- 01:00 0.07 0.06 0.24 1.44 0.03 0.04
 -------- 02:00 0.08 0.11 0.19 1.44 0.02 0.03
 -------- 03:00 0.08 0.11 0.19 1.45 0.02 0.03
 -------- 04:00 0.08 0.08 0.20 1.46 0.02 0.03
 21.11.12 05:00 0.08 0.11 0.20 1.46 0.03 0.03
 -------- 06:00 0.09 0.06 0.31 1.47 0.06 0.06
 -------- 07:00 0.10 0.01 0.32 1.48 0.09 0.07
 -------- 08:00 0.13 0.01 0.35 1.55 0.18 0.13
 -------- 09:00 0.13 0.01 0.34 1.51 0.14 0.11
 21.11.12 10:00 0.13 0.01 0.34 1.53 0.19 0.13
 -------- 11:00 0.11 0.02 0.32 1.52 0.16 0.12
 -------- 12:00 0.12 0.02 0.30 1.58 0.19 0.13
 -------- 13:00 0.14 0.01 0.31 1.61 0.21 0.17
 -------- 14:00 0.15 0.01 0.31 1.68 0.26 0.23
 21.11.12 15:00 0.18 0.01 0.30 1.66 0.25 0.29
 -------- 16:00 0.13 0.01 0.28 1.61 0.18 0.17
 -------- 17:00 0.17 0.01 0.27 1.63 0.18 0.30
 -------- 18:00 0.16 0.01 0.28 1.65 0.16 0.24
 -------- 19:00 0.13 0.01 0.30 1.58 0.18 0.16
 21.11.12 20:00 0.15 0.01 0.35 1.58 0.18 0.16
 -------- 21:00 0.14 0.01 0.33 1.58 0.13 0.16
 -------- 22:00 0.13 0.01 0.32 1.55 0.07 0.14
 -------- 23:00 0.12 0.01 0.31 1.57 0.10 0.11
 -------- 00:00 0.11 0.01 0.32 1.62 0.18 0.14
 22.11.12 01:00 0.13 0.01 0.30 1.61 0.16 0.11
 -------- 02:00 0.12 0.01 0.29 1.58 0.14 0.10
 -------- 03:00 0.08 0.01 0.28 1.60 0.15 0.10
 -------- 04:00 0.08 0.01 0.28 1.55 0.11 0.11
 -------- 05:00 0.08 0.01 0.27 1.53 0.06 0.08
 22.11.12 06:00 0.09 0.01 0.29 1.57 0.10 0.10
 -------- 07:00 0.10 0.01 0.28 1.57 0.16 0.12
 -------- 08:00 0.09 0.01 0.27 1.54 0.14 0.14
 -------- 09:00 0.13 0.01 0.28 1.67 0.26 0.16
 -------- 10:00 0.15 0.01 0.30 1.66 0.32 0.18
 22.11.12 11:00 0.16 0.01 0.33 1.71 0.32 0.17
 -------- 12:00 0.13 0.01 0.34 1.62 0.25 0.16
 -------- 13:00 0.13 0.01 0.39 1.63 0.23 0.17
 -------- 14:00 0.08 0.12 0.35 1.50 0.06 0.09
 -------- 15:00 0.09 0.07 0.39 1.52 0.08 0.12
 22.11.12 16:00 0.08 0.05 0.40 1.52 0.07 0.11
 -------- 17:00 0.09 0.02 0.43 1.52 0.09 0.10
 -------- 18:00 0.07 0.15 0.32 1.56 0.02 0.07
 -------- 19:00 0.06 0.24 0.28 1.63 0.02 0.06
 -------- 20:00 0.07 0.24 0.27 1.40 0.02 0.06
 22.11.12 21:00 0.08 0.24 0.25 1.41 0.02 0.05
 -------- 22:00 0.07 0.20 0.28 2.25 0.02 0.07
 -------- 23:00 0.07 0.18 0.28 1.72 0.02 0.10
