 Date Time CO OZ NO2 CHX NO PM10
 25.01.13 00:00 0.04 0.12 0.25 1.48 0.02 0.02
 -------- 01:00 0.04 0.15 0.25 1.46 0.02 0.02
 -------- 02:00 0.04 0.03 0.36 1.51 0.05 0.03
 -------- 03:00 0.05 0.08 0.32 1.48 0.04 0.02
 -------- 04:00 0.04 0.08 0.32 1.49 0.04 0.03
 25.01.13 05:00 0.05 0.06 0.32 1.49 0.04 0.03
 -------- 06:00 0.05 0.07 0.39 1.48 0.08 0.04
 -------- 07:00 0.06 0.06 0.31 1.47 0.08 0.03
 -------- 08:00 0.08 0.06 0.32 1.52 0.10 0.03
 -------- 09:00 0.07 0.05 0.32 1.50 0.11 0.03
 25.01.13 10:00 0.06 0.10 0.28 1.47 0.09 0.03
 -------- 11:00 0.07 0.15 0.26 1.50 0.10 0.04
 -------- 12:00 0.06 0.14 0.29 1.48 0.15 0.04
 -------- 13:00 0.09 0.10 0.32 1.52 0.18 0.03
 -------- 14:00 0.11 0.10 0.40 1.67 0.21 0.08
 25.01.13 15:00 0.12 0.09 0.40 1.67 0.19 0.08
 -------- 16:00 0.19 0.08 0.40 1.71 0.14 0.13
 -------- 17:00 0.15 0.05 0.46 1.68 0.15 0.14
 -------- 18:00 0.10 0.01 0.44 1.62 0.12 0.08
 -------- 19:00 0.09 0.02 0.41 1.57 0.08 0.11
 25.01.13 20:00 0.07 0.05 0.36 1.52 0.05 0.06
 -------- 21:00 0.07 0.06 0.37 1.53 0.06 0.06
 -------- 22:00 0.07 0.02 0.38 1.55 0.07 0.06
 -------- 23:00 0.09 0.01 0.38 1.61 0.07 0.07
 -------- 00:00 0.10 0.01 0.38 1.60 0.11 0.07
 26.01.13 01:00 0.09 0.01 0.38 1.63 0.16 0.04
 -------- 02:00 0.10 0.01 0.37 1.63 0.15 0.04
 -------- 03:00 0.07 0.01 0.37 1.56 0.10 0.04
 -------- 04:00 0.07 0.01 0.36 1.59 0.09 0.05
 -------- 05:00 0.06 0.02 0.33 1.53 0.05 0.04
 26.01.13 06:00 0.07 0.01 0.37 1.55 0.09 0.06
 -------- 07:00 0.06 0.01 0.35 1.53 0.07 0.10
 -------- 08:00 0.11 0.01 0.36 1.58 0.13 0.04
 -------- 09:00 0.11 0.01 0.38 1.64 0.18 0.05
 -------- 10:00 0.18 0.01 0.40 1.73 0.31 0.06
 26.01.13 11:00 0.18 0.02 0.43 1.80 0.35 0.08
 -------- 12:00 0.19 0.04 0.42 1.78 0.31 0.08
 -------- 13:00 0.13 0.06 0.41 1.74 0.25 0.08
 -------- 14:00 0.10 0.09 0.37 1.67 0.18 0.07
 -------- 15:00 0.10 0.07 0.39 1.71 0.19 0.06
 26.01.13 16:00 0.11 0.05 0.42 1.70 0.21 0.06
 -------- 17:00 0.11 0.03 0.43 1.69 0.20 0.06
 -------- 18:00 0.13 0.01 0.45 1.77 0.24 0.07
 -------- 19:00 0.15 0.01 0.44 1.79 0.30 0.07
 -------- 20:00 0.13 0.01 0.44 1.71 0.27 0.06
 26.01.13 21:00 0.08 0.01 0.43 1.61 0.12 0.04
 -------- 22:00 0.12 0.01 0.43 1.70 0.24 0.05
 -------- 23:00 0.11 0.01 0.41 1.67 0.21 0.05
