 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 02.01.13 12:00 0.06 0.22 0.17 1.44 0.02 0.06 0.09
 -------- 13:00 0.06 0.19 0.19 1.47 0.03 0.06 0.09
 -------- 14:00 0.08 0.15 0.25 1.49 0.04 0.06 0.10
 -------- 15:00 0.08 0.18 0.25 1.48 0.04 0.07 0.10
 -------- 16:00 0.08 0.15 0.28 1.53 0.04 0.07 0.10
 02.01.13 17:00 0.09 0.08 0.34 1.58 0.03 0.07 0.11
 -------- 18:00 0.10 0.03 0.38 1.57 0.04 0.07 0.11
 -------- 19:00 0.09 0.05 0.36 1.54 0.04 0.06 0.10
 -------- 20:00 0.08 0.10 0.33 1.50 0.03 0.06 0.10
 -------- 21:00 0.08 0.11 0.33 1.52 0.03 0.06 0.10
 02.01.13 22:00 0.09 0.07 0.36 1.50 0.04 0.06 0.11
 -------- 23:00 0.08 0.09 0.33 1.52 0.03 0.06 0.11
 -------- 00:00 0.07 0.17 0.27 1.50 0.02 0.06 0.10
 -------- 01:00 0.07 0.16 0.28 1.51 0.02 0.06 0.11
 -------- 02:00 0.06 0.21 0.22 1.48 0.02 0.06 0.10
 03.01.13 03:00 0.06 0.24 0.20 1.49 0.02 0.06 0.11
 -------- 04:00 0.06 0.24 0.20 1.47 0.02 0.06 0.10
 -------- 05:00 0.06 0.23 0.22 1.47 0.02 0.07 0.11
 -------- 06:00 0.06 0.22 0.22 1.47 0.02 0.07 0.11
 -------- 07:00 0.06 0.16 0.26 1.49 0.03 0.08 0.12
 03.01.13 08:00 0.07 0.15 0.28 1.49 0.02 0.08 0.12
 -------- 09:00 0.08 0.12 0.31 1.51 0.03 0.08 0.12
 -------- 10:00 0.08 0.10 0.33 1.51 0.04 0.08 0.12
 -------- 11:00 0.08 0.09 0.34 1.52 0.06 0.09 0.15
 -------- 12:00 0.09 0.09 0.33 1.54 0.08 0.09 0.15
 03.01.13 13:00 0.10 0.08 0.33 1.57 0.06 0.09 0.15
 -------- 14:00 0.11 0.07 0.36 1.59 0.08 0.10 0.16
 -------- 15:00 0.10 0.06 0.34 1.60 0.07 0.10 0.16
 -------- 16:00 0.10 0.03 0.35 1.61 0.07 0.10 0.16
 -------- 17:00 0.09 0.07 0.27 1.54 0.03 0.09 0.16
 03.01.13 18:00 0.09 0.07 0.28 1.53 0.03 0.09 0.15
 -------- 19:00 0.07 0.10 0.25 1.49 0.02 0.07 0.11
 -------- 20:00 0.09 0.03 0.35 1.55 0.07 0.06 0.09
 -------- 21:00 0.08 0.03 0.32 1.53 0.05 0.08 0.11
 -------- 22:00 0.08 0.02 0.30 1.54 0.05 0.08 0.12
 03.01.13 23:00 0.08 0.02 0.29 1.54 0.05 0.08 0.11
 -------- 00:00 0.07 0.04 0.28 1.52 0.03 0.06 0.09
 -------- 01:00 0.10 0.04 0.27 1.50 0.03 0.06 0.09
 -------- 02:00 0.07 0.03 0.27 1.50 0.04 0.06 0.09
 -------- 03:00 0.06 0.04 0.24 1.50 0.04 0.05 0.07
 04.01.13 04:00 0.05 0.06 0.22 1.48 0.02 0.03 0.05
 -------- 05:00 0.04 0.10 0.20 1.45 0.03 0.02 0.04
 -------- 06:00 0.04 0.09 0.20 1.44 0.02 0.02 0.03
 -------- 07:00 0.06 0.07 0.22 1.44 0.02 0.02 0.03
 -------- 08:00 0.06 0.06 0.25 1.45 0.03 0.03 0.04
 04.01.13 09:00 0.06 0.05 0.25 1.44 0.03 0.02 0.04
 -------- 10:00 0.08 0.03 0.28 1.51 0.07 0.03 0.04
 -------- 11:00 0.13 0.01 0.31 1.63 0.19 0.05 0.06
