 Date Time CO OZ NO2 CHX NO PM10
 22.03.13 00:00 0.08 0.27 0.29 1.44 0.03 0.01
 -------- 01:00 0.20 0.19 0.38 1.58 0.03 0.01
 -------- 02:00 0.08 0.22 0.35 1.44 0.02 0.01
 -------- 03:00 0.07 0.19 0.34 1.45 0.03 0.02
 -------- 04:00 0.08 0.17 0.39 1.46 0.04 0.02
 22.03.13 05:00 0.09 0.06 0.46 1.51 0.09 0.02
 -------- 06:00 0.09 0.13 0.39 1.54 0.07 0.02
 -------- 07:00 0.11 0.08 0.45 1.54 0.13 0.02
 -------- 08:00 0.15 0.05 0.47 1.58 0.25 0.03
 -------- 09:00 0.19 0.05 0.48 1.63 0.31 0.04
 22.03.13 10:00 0.18 0.09 0.43 1.61 0.28 0.04
 -------- 11:00 0.17 0.11 0.46 1.58 0.30 0.07
 -------- 12:00 0.12 0.23 0.33 1.51 0.15 0.06
 -------- 13:00 0.09 0.34 0.23 1.51 0.08 0.03
 -------- 14:00 0.15 0.30 0.34 1.57 0.14 0.11
 22.03.13 15:00 0.12 0.34 0.24 1.52 0.09 0.05
 -------- 16:00 0.10 0.34 0.25 1.49 0.09 0.04
 -------- 17:00 0.12 0.32 0.25 1.48 0.09 0.05
 -------- 18:00 0.10 0.26 0.30 1.46 0.10 0.05
 -------- 19:00 0.07 0.25 0.27 1.46 0.09 0.02
 22.03.13 20:00 0.08 0.25 0.23 1.46 0.07 0.03
 -------- 21:00 0.11 0.24 0.21 1.44 0.04 0.02
 -------- 22:00 0.09 0.19 0.22 1.43 0.05 0.03
 -------- 23:00 0.06 0.17 0.20 1.40 0.04 0.01
 -------- 00:00 0.05 0.20 0.17 1.40 0.04 0.01
 23.03.13 01:00 0.06 0.18 0.19 1.41 0.03 0.02
 -------- 02:00 0.06 0.13 0.21 1.44 0.03 0.02
 -------- 03:00 0.06 0.17 0.19 1.44 0.02 0.02
 -------- 04:00 0.06 0.30 0.13 1.40 0.02 0.02
 -------- 05:00 0.06 0.34 0.11 1.39 0.02 0.02
 23.03.13 06:00 0.05 0.34 0.13 1.39 0.03 0.02
 -------- 07:00 0.07 0.30 0.15 1.41 0.03 0.02
 -------- 08:00 0.08 0.26 0.19 1.41 0.05 0.02
 -------- 09:00 0.07 0.28 0.18 1.42 0.06 0.03
 -------- 10:00 0.06 0.37 0.14 1.41 0.04 0.03
 23.03.13 11:00 0.06 0.44 0.14 1.46 0.04 0.04
 -------- 12:00 0.06 0.51 0.11 1.40 0.04 0.03
 -------- 13:00 0.05 0.53 0.10 1.39 0.03 0.04
 -------- 14:00 0.06 0.53 0.10 1.39 0.03 0.03
 -------- 15:00 0.05 0.53 0.11 1.38 0.03 0.03
 23.03.13 16:00 0.06 0.54 0.11 1.39 0.04 0.03
 -------- 17:00 0.06 0.56 0.09 1.39 0.03 0.03
 -------- 18:00 0.06 0.54 0.10 1.39 0.03 0.03
 -------- 19:00 0.06 0.54 0.11 1.38 0.03 0.02
 -------- 20:00 0.06 0.52 0.11 1.39 0.03 0.02
 23.03.13 21:00 0.06 0.51 0.11 1.39 0.03 0.03
 -------- 22:00 0.06 0.52 0.10 1.39 0.02 0.03
 -------- 23:00 0.05 0.52 0.11 1.38 0.02 0.01
