 Date Time CO OZ NO2 CHX NO PM10
 11.02.13 00:00 0.02 0.07 0.21 1.51 0.02 0.07
 -------- 01:00 0.02 0.10 0.19 1.51 0.02 0.05
 -------- 02:00 0.02 0.06 0.24 1.54 0.03 0.05
 -------- 03:00 0.02 0.02 0.26 1.55 0.05 0.06
 -------- 04:00 0.02 0.04 0.24 1.52 0.03 0.05
 11.02.13 05:00 0.02 0.04 0.27 1.61 0.05 0.05
 -------- 06:00 0.03 0.01 0.34 1.58 0.13 0.07
 -------- 07:00 0.04 0.01 0.32 1.59 0.15 0.07
 -------- 08:00 0.05 0.01 0.31 1.59 0.15 0.07
 -------- 09:00 0.05 0.01 0.29 1.60 0.19 0.08
 11.02.13 10:00 0.04 0.01 0.27 1.68 0.14 0.10
 -------- 11:00 0.02 0.02 0.28 1.72 0.15 0.09
 -------- 12:00 0.02 0.02 0.28 1.62 0.16 0.08
 -------- 13:00 0.03 0.02 0.30 1.61 0.15 0.09
 -------- 14:00 0.02 0.03 0.26 1.70 0.13 0.09
 11.02.13 15:00 0.02 0.03 0.27 1.66 0.16 0.09
 -------- 16:00 0.02 0.03 0.25 1.60 0.15 0.09
 -------- 17:00 0.02 0.03 0.24 1.61 0.11 0.10
 -------- 18:00 0.02 0.02 0.24 1.66 0.12 0.14
 -------- 19:00 0.03 0.01 0.24 1.80 0.13 0.14
 11.02.13 20:00 0.02 0.02 0.21 1.60 0.04 0.10
 -------- 21:00 0.02 0.03 0.21 1.60 0.03 0.10
 -------- 22:00 ---- 0.06 0.21 1.60 0.05 0.08
 -------- 23:00 0.06 0.04 0.18 1.63 0.05 0.14
 -------- 00:00 0.05 0.05 0.17 1.66 0.06 0.08
 12.02.13 01:00 0.02 0.07 0.17 1.71 0.03 0.06
 -------- 02:00 ---- 0.10 0.17 1.58 0.02 0.06
 -------- 03:00 ---- 0.15 0.14 1.63 0.02 0.04
 -------- 04:00 ---- 0.20 0.12 2.13 0.02 0.04
 -------- 05:00 ---- 0.11 0.15 1.99 0.03 0.04
 12.02.13 06:00 ---- 0.13 0.14 1.70 0.03 0.05
 -------- 07:00 ---- 0.12 0.13 1.70 0.04 0.05
 -------- 08:00 0.02 0.10 0.12 1.54 0.06 0.06
 -------- 09:00 0.02 0.10 0.16 1.90 0.08 0.08
 -------- 10:00 0.02 0.12 0.19 1.76 0.08 0.08
 12.02.13 11:00 0.02 0.15 0.20 2.07 0.07 0.08
 -------- 12:00 0.02 0.29 0.16 1.62 0.05 0.08
 -------- 13:00 0.02 0.35 0.16 1.66 0.04 0.04
 -------- 14:00 0.02 0.28 0.23 1.79 0.06 0.06
 -------- 15:00 0.02 0.27 0.24 1.59 0.07 0.07
 12.02.13 16:00 0.02 0.26 0.23 1.66 0.07 0.07
 -------- 17:00 0.02 0.24 0.27 1.59 0.08 0.07
 -------- 18:00 ---- 0.24 0.23 1.56 0.04 0.08
 -------- 19:00 ---- 0.22 0.24 1.56 0.04 0.10
 -------- 20:00 0.02 0.25 0.21 1.87 0.04 0.10
 12.02.13 21:00 0.02 0.19 0.26 2.33 0.06 0.14
 -------- 22:00 ---- 0.19 0.26 1.77 0.05 0.08
 -------- 23:00 ---- 0.25 0.20 1.75 0.03 0.08
