 Date Time CO OZ NO2 CHX NO PM10
 30.09.12 00:00 0.16 0.01 0.36 1.69 0.23 0.10
 -------- 01:00 0.20 0.01 0.31 1.69 0.29 0.13
 -------- 02:00 0.17 0.01 0.26 1.77 0.26 0.10
 -------- 03:00 0.17 0.01 0.23 1.80 0.31 0.10
 -------- 04:00 0.20 0.01 0.21 1.89 0.48 0.12
 30.09.12 05:00 0.19 0.01 0.19 2.00 0.54 0.16
 -------- 06:00 0.13 0.01 0.24 1.98 0.24 0.18
 -------- 07:00 0.11 0.01 0.26 1.82 0.15 0.10
 -------- 08:00 0.09 0.01 0.26 1.82 0.13 0.08
 -------- 09:00 0.11 0.01 0.26 1.73 0.14 0.11
 30.09.12 10:00 0.10 0.04 0.24 1.57 0.09 0.13
 -------- 11:00 0.09 0.06 0.26 1.58 0.08 0.13
 -------- 12:00 0.07 0.13 0.24 1.55 0.06 0.10
 -------- 13:00 0.07 0.14 0.27 1.44 0.03 0.08
 -------- 14:00 0.06 0.18 0.25 1.44 0.02 0.09
 30.09.12 15:00 0.08 0.26 0.17 1.43 0.01 0.14
 -------- 16:00 0.07 0.36 0.12 1.42 0.01 0.13
 -------- 17:00 0.07 0.33 0.12 1.41 0.00 0.07
 -------- 18:00 0.07 0.19 0.20 1.45 0.01 0.04
 -------- 19:00 0.06 0.16 0.20 1.40 0.01 0.03
 30.09.12 20:00 0.07 0.16 0.18 1.42 0.00 0.03
 -------- 21:00 0.08 0.11 0.20 1.46 0.01 0.05
 -------- 22:00 0.08 0.06 0.24 1.43 0.01 0.03
 -------- 23:00 0.06 0.15 0.17 1.41 0.01 0.03
 -------- 00:00 0.06 0.20 0.15 1.35 0.01 0.02
 01.10.12 01:00 0.04 0.21 0.13 1.38 0.00 0.02
 -------- 02:00 0.04 0.28 0.10 1.33 0.01 0.02
 -------- 03:00 0.04 0.30 0.08 1.33 0.00 0.03
 -------- 04:00 0.03 0.31 0.07 1.32 ---- 0.03
 -------- 05:00 0.03 0.32 0.08 1.32 0.00 0.03
 01.10.12 06:00 0.05 0.27 0.13 1.34 0.02 0.03
 -------- 07:00 0.05 0.23 0.17 1.39 0.02 0.04
 -------- 08:00 0.07 0.22 0.18 1.36 0.03 0.05
 -------- 09:00 0.06 0.16 0.20 1.37 0.03 0.05
 -------- 10:00 0.06 0.19 0.20 1.40 0.04 0.06
 01.10.12 11:00 0.06 0.21 0.17 1.36 0.04 0.06
 -------- 12:00 0.05 0.23 0.17 1.35 0.03 0.06
 -------- 13:00 0.06 0.22 0.18 1.35 0.04 0.06
 -------- 14:00 0.05 0.24 0.16 1.37 0.03 0.08
 -------- 15:00 0.07 0.19 0.22 1.39 0.05 0.12
 01.10.12 16:00 0.08 0.20 0.21 1.41 0.04 0.16
 -------- 17:00 0.09 0.21 0.24 1.40 0.06 0.13
 -------- 18:00 0.13 0.11 0.30 1.59 0.10 0.16
 -------- 19:00 0.09 0.10 0.27 1.45 0.06 0.07
 -------- 20:00 0.11 0.07 0.33 1.57 0.10 0.10
 01.10.12 21:00 0.18 0.04 0.34 1.82 0.07 0.27
 -------- 22:00 0.20 0.01 0.35 1.73 0.13 0.24
 -------- 23:00 0.16 0.01 0.33 1.66 0.17 0.08
