 Date Time CO OZ NO2 CHX NO PM10
 31.03.13 12:00 0.07 0.33 0.22 1.48 0.05 0.05
 -------- 13:00 0.07 0.32 0.25 1.49 0.05 0.06
 -------- 14:00 0.07 0.30 0.26 1.50 0.05 0.06
 -------- 15:00 0.08 0.31 0.25 1.53 0.04 0.08
 -------- 16:00 0.09 0.34 0.25 1.52 0.05 0.08
 31.03.13 17:00 0.10 0.35 0.27 1.54 0.04 0.10
 -------- 18:00 0.14 0.30 0.33 1.62 0.05 0.18
 -------- 19:00 0.18 0.21 0.45 1.63 0.09 0.16
 -------- 20:00 0.17 0.12 0.48 1.70 0.12 0.13
 -------- 21:00 0.26 0.01 0.57 1.93 0.33 0.16
 31.03.13 22:00 0.15 0.01 0.49 1.78 0.20 0.09
 -------- 23:00 0.15 0.01 0.47 1.74 0.17 0.09
 -------- 00:00 0.15 0.01 0.44 2.07 0.16 0.09
 -------- 01:00 0.19 0.01 0.39 2.25 0.28 0.10
 -------- 02:00 0.16 0.01 0.40 3.43 0.25 0.09
 01.04.13 03:00 0.10 0.01 0.39 3.38 0.08 0.08
 -------- 04:00 0.09 0.01 0.35 3.64 0.04 0.08
 -------- 05:00 0.09 0.01 0.37 3.38 0.05 0.09
 -------- 06:00 0.10 0.02 0.36 2.94 0.08 0.09
 -------- 07:00 0.08 0.08 0.28 2.64 0.05 0.07
 01.04.13 08:00 0.08 0.10 0.30 1.97 0.08 0.06
 -------- 09:00 0.07 0.18 0.25 1.74 0.07 0.05
 -------- 10:00 0.05 0.28 0.15 1.71 0.03 0.03
 -------- 11:00 0.05 0.31 0.13 1.61 0.03 0.01
 -------- 12:00 0.06 0.31 0.13 1.48 0.03 0.01
 01.04.13 13:00 0.07 0.31 0.13 1.45 0.03 0.02
 -------- 14:00 0.07 0.32 0.14 1.51 0.02 0.05
 -------- 15:00 0.06 0.38 0.10 1.51 0.02 0.05
 -------- 16:00 0.07 0.36 0.13 1.58 0.02 0.07
 -------- 17:00 0.08 0.25 0.21 1.60 0.02 0.09
 01.04.13 18:00 0.11 0.12 0.32 1.64 0.04 0.09
 -------- 19:00 0.11 0.10 0.33 1.63 0.03 0.09
 -------- 20:00 0.09 0.12 0.31 1.57 0.03 0.08
 -------- 21:00 0.09 0.08 0.36 1.56 0.03 0.07
 -------- 22:00 0.11 0.03 0.43 1.60 0.09 0.07
 01.04.13 23:00 0.14 0.01 0.48 1.71 0.13 0.08
 -------- 00:00 0.12 0.01 0.46 1.71 0.05 0.08
 -------- 01:00 0.11 0.01 0.46 1.79 0.11 0.08
 -------- 02:00 0.11 0.01 0.48 2.12 0.09 0.12
 -------- 03:00 0.10 0.01 0.47 1.76 0.14 0.10
 02.04.13 04:00 0.09 0.01 0.45 1.75 0.11 0.07
 -------- 05:00 0.09 0.01 0.46 2.17 0.12 0.10
 -------- 06:00 0.07 0.04 0.40 1.69 0.04 0.07
 -------- 07:00 0.13 0.01 0.45 1.66 0.11 0.06
 -------- 08:00 0.12 0.02 0.44 1.65 0.12 0.06
 02.04.13 09:00 0.11 0.07 0.38 1.55 0.10 0.05
 -------- 10:00 0.09 0.21 0.26 1.49 0.06 0.04
 -------- 11:00 0.08 0.32 0.21 1.49 0.05 0.05
