 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 12.04.13 12:00 0.06 0.61 0.19 1.52 0.03 0.11 0.07
 -------- 13:00 0.06 0.68 0.13 1.44 0.02 0.07 0.05
 -------- 14:00 0.05 0.75 0.11 1.45 0.02 0.06 0.03
 -------- 15:00 0.04 0.81 0.08 1.43 0.01 0.05 0.04
 -------- 16:00 0.04 0.81 0.10 1.45 0.02 0.06 0.04
 12.04.13 17:00 0.05 0.80 0.12 1.46 0.01 0.06 0.05
 -------- 18:00 0.04 0.79 0.13 1.47 0.01 0.07 0.05
 -------- 19:00 0.07 0.73 0.17 1.49 0.01 0.07 0.05
 -------- 20:00 0.09 0.57 0.30 1.55 0.01 0.09 0.06
 -------- 21:00 0.23 0.11 0.63 1.78 0.17 0.29 0.17
 12.04.13 22:00 0.32 0.01 0.69 1.85 0.47 0.71 0.24
 -------- 23:00 0.30 0.01 0.63 1.97 0.33 0.47 0.19
 -------- 00:00 0.21 0.01 0.60 2.13 0.34 0.36 0.15
 -------- 01:00 0.15 0.01 0.59 2.20 0.25 0.30 0.16
 -------- 02:00 0.13 0.01 0.58 2.29 0.21 0.25 0.15
 13.04.13 03:00 0.14 0.01 0.53 2.54 0.21 0.30 0.19
 -------- 04:00 0.16 0.01 0.52 3.06 0.23 0.27 0.22
 -------- 05:00 0.13 0.01 0.52 3.41 0.25 0.31 0.19
 -------- 06:00 0.24 0.01 0.69 3.42 0.41 0.43 0.44
 -------- 07:00 0.22 0.01 0.60 3.21 0.53 0.42 0.27
 13.04.13 08:00 0.16 0.04 0.58 3.33 0.39 0.42 0.26
 -------- 09:00 0.12 0.14 0.47 2.67 0.13 0.23 0.14
 -------- 10:00 0.09 0.25 0.41 1.94 0.10 0.20 0.12
 -------- 11:00 0.04 0.51 0.21 1.52 0.03 0.08 0.05
 -------- 12:00 0.04 0.67 0.13 1.55 0.02 0.09 0.05
 13.04.13 13:00 0.03 0.72 0.11 1.47 0.02 0.09 0.06
 -------- 14:00 0.04 0.76 0.11 1.47 0.02 0.08 0.05
 -------- 15:00 0.04 0.81 0.10 1.47 0.01 0.08 0.05
 -------- 16:00 0.05 0.83 0.11 1.45 0.01 0.08 0.06
 -------- 17:00 0.06 0.85 0.11 1.51 0.01 0.08 0.06
 13.04.13 18:00 0.05 0.82 0.13 1.51 0.01 0.08 0.06
 -------- 19:00 0.06 0.79 0.14 1.48 0.01 0.08 0.06
 -------- 20:00 0.06 0.73 0.15 1.56 0.01 0.08 0.07
 -------- 21:00 0.07 0.63 0.20 1.57 0.01 0.10 0.09
 -------- 22:00 0.08 0.47 0.32 1.50 0.01 0.10 0.08
 13.04.13 23:00 0.09 0.38 0.37 1.53 0.01 0.10 0.08
 -------- 00:00 0.09 0.28 0.41 1.59 0.01 0.12 0.10
 -------- 01:00 0.09 0.24 0.41 1.58 0.01 0.10 0.09
 -------- 02:00 0.08 0.24 0.37 1.62 0.01 0.09 0.09
 -------- 03:00 0.10 0.13 0.40 1.72 0.04 0.12 0.10
 14.04.13 04:00 0.13 0.03 0.45 1.86 0.15 0.26 0.12
 -------- 05:00 0.08 0.25 0.32 1.57 0.01 0.07 0.07
 -------- 06:00 0.06 0.28 0.31 1.57 0.01 0.08 0.07
 -------- 07:00 0.07 0.37 0.26 1.54 0.01 0.08 0.08
 -------- 08:00 0.06 0.47 0.20 1.52 0.01 0.10 0.07
 14.04.13 09:00 0.07 0.45 0.25 1.47 0.02 0.12 0.08
 -------- 10:00 0.06 0.48 0.22 1.49 0.03 0.14 0.09
 -------- 11:00 0.06 0.57 0.18 1.46 0.02 0.13 0.09
